target_id	length	eff_length	est_counts	tpm
2767802316_GNJGOIBN_00001	1455	1312.46	25	0.673577
2767802316_GNJGOIBN_00002	225	91.3079	1	0.387281
2767802316_GNJGOIBN_00003	198	68.7691	0	0
2767802316_GNJGOIBN_00004	726	583.462	0	0
2767802316_GNJGOIBN_00005	987	844.462	2	0.0837498
2767802316_GNJGOIBN_00006	837	694.462	0	0
2767802316_GNJGOIBN_00007	669	526.462	0	0
2767802316_GNJGOIBN_00008	1071	928.462	0	0
2767802316_GNJGOIBN_00009	564	421.462	290.051	24.3361
2767802316_GNJGOIBN_00010	1560	1417.46	27	0.673575
2767802316_GNJGOIBN_00011	1755	1612.46	7	0.153512
2767802316_GNJGOIBN_00012	333	191.83	0	0
2767802316_GNJGOIBN_00013	1722	1579.46	55	1.23137
2767802316_GNJGOIBN_00014	930	787.462	3	0.134718
2767802316_GNJGOIBN_00015	561	418.462	15	1.26756
2767802316_GNJGOIBN_00016	759	616.462	11	0.630987
2767802316_GNJGOIBN_00017	1773	1630.46	5	0.108441
2767802316_GNJGOIBN_00018	1035	892.462	7	0.277359
2767802316_GNJGOIBN_00019	1374	1231.46	44	1.26347
2767802316_GNJGOIBN_00020	780	637.462	3	0.166418
2767802316_GNJGOIBN_00021	762	619.462	6	0.342508
2767802316_GNJGOIBN_00022	1377	1234.46	1	0.0286455
2767802316_GNJGOIBN_00023	1683	1540.46	31	0.711614
2767802316_GNJGOIBN_00024	210	78.3199	14	6.32105
2767802316_GNJGOIBN_00025	1422	1279.46	62	1.71356
2767802316_GNJGOIBN_00026	1131	988.462	52	1.86028
2767802316_GNJGOIBN_00027	2469	2326.46	70	1.06399
2767802316_GNJGOIBN_00028	822	679.462	21	1.09292
2767802316_GNJGOIBN_00029	636	493.462	9	0.644945
2767802316_GNJGOIBN_00030	702	559.462	5	0.316034
2767802316_GNJGOIBN_00031	1446	1303.46	6	0.162775
2767802316_GNJGOIBN_00032	567	424.462	5	0.416548
2767802316_GNJGOIBN_00033	405	262.754	0	0
2767802316_GNJGOIBN_00034	357	215.445	0	0
2767802316_GNJGOIBN_00035	1329	1186.46	11	0.327848
2767802316_GNJGOIBN_00036	792	649.462	1	0.0544478
2767802316_GNJGOIBN_00037	762	619.462	8	0.456677
2767802316_GNJGOIBN_00038	684	541.462	17	1.11024
2767802316_GNJGOIBN_00039	2472	2329.46	18	0.273244
2767802316_GNJGOIBN_00040	2049	1906.46	182	3.3758
2767802316_GNJGOIBN_00041	2298	2155.46	72	1.18121
2767802316_GNJGOIBN_00042	76	9.63694	238.563	875.381
2767802316_GNJGOIBN_00043	76	9.63694	87.264	320.206
2767802316_GNJGOIBN_00044	1560	1417.46	663	16.54
2767802316_GNJGOIBN_00045	276	137.671	32	8.2194
2767802316_GNJGOIBN_00046	327	186.096	97	18.4319
2767802316_GNJGOIBN_00047	906	763.462	202	9.35617
2767802316_GNJGOIBN_00048	312	171.728	254	52.3029
2767802316_GNJGOIBN_00049	306	165.967	131	27.9115
2767802316_GNJGOIBN_00050	609	466.462	350	26.533
