target_id	length	eff_length	est_counts	tpm
Reactor4-bin.4_CEKMHFBL_00001	795	640.395	1	0.0530669
Reactor4-bin.4_CEKMHFBL_00002	1155	1000.4	0	0
Reactor4-bin.4_CEKMHFBL_00003	1308	1153.4	0	0
Reactor4-bin.4_CEKMHFBL_00004	702	547.395	0	0
Reactor4-bin.4_CEKMHFBL_00005	1032	877.395	0	0
Reactor4-bin.4_CEKMHFBL_00006	2250	2095.4	2	0.0324366
Reactor4-bin.4_CEKMHFBL_00007	1320	1165.4	0	0
Reactor4-bin.4_CEKMHFBL_00008	990	835.395	1	0.0406799
Reactor4-bin.4_CEKMHFBL_00009	786	631.395	0	0
Reactor4-bin.4_CEKMHFBL_00010	198	60.6456	0	0
Reactor4-bin.4_CEKMHFBL_00011	678	523.395	0	0
Reactor4-bin.4_CEKMHFBL_00012	768	613.395	0	0
Reactor4-bin.4_CEKMHFBL_00013	636	481.395	1	0.0705943
Reactor4-bin.4_CEKMHFBL_00014	1560	1405.4	2	0.0483619
Reactor4-bin.4_CEKMHFBL_00015	996	841.395	0	0
Reactor4-bin.4_CEKMHFBL_00016	1620	1465.4	0	0
Reactor4-bin.4_CEKMHFBL_00017	1095	940.395	1	0.0361377
Reactor4-bin.4_CEKMHFBL_00018	1179	1024.4	0	0
Reactor4-bin.4_CEKMHFBL_00019	861	706.395	0	0
Reactor4-bin.4_CEKMHFBL_00020	1086	931.395	1	0.0364869
Reactor4-bin.4_CEKMHFBL_00021	1554	1399.4	1	0.0242846
Reactor4-bin.4_CEKMHFBL_00022	1221	1066.4	0	0
Reactor4-bin.4_CEKMHFBL_00023	1941	1786.4	0	0
Reactor4-bin.4_CEKMHFBL_00024	1212	1057.4	0	0
Reactor4-bin.4_CEKMHFBL_00025	1926	1771.4	0	0
Reactor4-bin.4_CEKMHFBL_00026	1215	1060.4	0	0
Reactor4-bin.4_CEKMHFBL_00027	1317	1162.4	0	0
Reactor4-bin.4_CEKMHFBL_00028	1125	970.395	0	0
Reactor4-bin.4_CEKMHFBL_00029	1380	1225.4	0	0
Reactor4-bin.4_CEKMHFBL_00030	1329	1174.4	0	0
Reactor4-bin.4_CEKMHFBL_00031	975	820.395	0	0
Reactor4-bin.4_CEKMHFBL_00032	1212	1057.4	0	0
Reactor4-bin.4_CEKMHFBL_00033	1470	1315.4	0	0
Reactor4-bin.4_CEKMHFBL_00034	1161	1006.4	0	0
Reactor4-bin.4_CEKMHFBL_00035	1239	1084.4	0	0
Reactor4-bin.4_CEKMHFBL_00036	918	763.395	0	0
Reactor4-bin.4_CEKMHFBL_00037	744	589.395	0	0
Reactor4-bin.4_CEKMHFBL_00038	792	637.395	0	0
Reactor4-bin.4_CEKMHFBL_00039	882	727.395	0	0
Reactor4-bin.4_CEKMHFBL_00040	1428	1273.4	0	0
Reactor4-bin.4_CEKMHFBL_00041	717	562.395	0	0
Reactor4-bin.4_CEKMHFBL_00042	1251	1096.4	0	0
Reactor4-bin.4_CEKMHFBL_00043	1773	1618.4	0	0
Reactor4-bin.4_CEKMHFBL_00044	222	79.3795	1	0.428118
Reactor4-bin.4_CEKMHFBL_00045	1062	907.395	0	0
Reactor4-bin.4_CEKMHFBL_00046	2814	2659.4	0	0
Reactor4-bin.4_CEKMHFBL_00047	2325	2170.4	0	0
Reactor4-bin.4_CEKMHFBL_00048	432	277.576	0	0
Reactor4-bin.4_CEKMHFBL_00049	453	298.489	0	0
Reactor4-bin.4_CEKMHFBL_00050	591	436.395	0	0
Reactor4-bin.4_CEKMHFBL_00051	92	10.028	0	0
Reactor4-bin.4_CEKMHFBL_00052	1698	1543.4	0	0
Reactor4-bin.4_CEKMHFBL_00053	972	817.395	2	0.0831514
Reactor4-bin.4_CEKMHFBL_00054	939	784.395	0	0
Reactor4-bin.4_CEKMHFBL_00055	390	235.881	1	0.144072
Reactor4-bin.4_CEKMHFBL_00056	855	700.395	1	0.0485208
Reactor4-bin.4_CEKMHFBL_00057	1938	1783.4	11.2369	0.214127
Reactor4-bin.4_CEKMHFBL_00058	1140	985.395	0	0
Reactor4-bin.4_CEKMHFBL_00059	2085	1930.4	0	0
Reactor4-bin.4_CEKMHFBL_00060	1347	1192.4	0	0
Reactor4-bin.4_CEKMHFBL_00061	885	730.395	0	0
Reactor4-bin.4_CEKMHFBL_00062	750	595.395	0	0
Reactor4-bin.4_CEKMHFBL_00063	741	586.395	0	0
Reactor4-bin.4_CEKMHFBL_00064	819	664.395	0	0
Reactor4-bin.4_CEKMHFBL_00065	465	310.427	0	0
Reactor4-bin.4_CEKMHFBL_00066	282	132.148	0	0
Reactor4-bin.4_CEKMHFBL_00067	717	562.395	0	0
Reactor4-bin.4_CEKMHFBL_00068	405	250.759	0	0
Reactor4-bin.4_CEKMHFBL_00069	405	250.759	0	0
Reactor4-bin.4_CEKMHFBL_00070	681	526.395	0	0
Reactor4-bin.4_CEKMHFBL_00071	1251	1096.4	0	0
Reactor4-bin.4_CEKMHFBL_00072	750	595.395	0	0
Reactor4-bin.4_CEKMHFBL_00073	783	628.395	0	0
Reactor4-bin.4_CEKMHFBL_00074	675	520.395	0	0
Reactor4-bin.4_CEKMHFBL_00075	1137	982.395	0	0
Reactor4-bin.4_CEKMHFBL_00076	936	781.395	0	0
Reactor4-bin.4_CEKMHFBL_00077	2046	1891.4	0	0
Reactor4-bin.4_CEKMHFBL_00078	1350	1195.4	0	0
Reactor4-bin.4_CEKMHFBL_00079	552	397.395	0	0
Reactor4-bin.4_CEKMHFBL_00080	297	145.899	0	0
Reactor4-bin.4_CEKMHFBL_00081	2109	1954.4	25	0.434709
Reactor4-bin.4_CEKMHFBL_00082	948	793.395	0	0
Reactor4-bin.4_CEKMHFBL_00083	936	781.395	0	0
Reactor4-bin.4_CEKMHFBL_00084	1236	1081.4	0	0
Reactor4-bin.4_CEKMHFBL_00085	1203	1048.4	20	0.648301
Reactor4-bin.4_CEKMHFBL_00086	768	613.395	16	0.886444
Reactor4-bin.4_CEKMHFBL_00087	624	469.395	0	0
Reactor4-bin.4_CEKMHFBL_00088	699	544.395	0	0
Reactor4-bin.4_CEKMHFBL_00089	1362	1207.4	1	0.0281463
Reactor4-bin.4_CEKMHFBL_00090	420	265.657	0	0
Reactor4-bin.4_CEKMHFBL_00091	492	337.395	0	0
Reactor4-bin.4_CEKMHFBL_00092	1506	1351.4	0	0
Reactor4-bin.4_CEKMHFBL_00093	246	99.8359	0	0
Reactor4-bin.4_CEKMHFBL_00094	132	20.2947	0	0
Reactor4-bin.4_CEKMHFBL_00095	339	185.919	15	2.74181
Reactor4-bin.4_CEKMHFBL_00096	1485	1330.4	3	0.0766323
Reactor4-bin.4_CEKMHFBL_00097	276	126.758	0	0
