target_id	length	eff_length	est_counts	tpm
spades-bin.32_BBLLADNB_00001	1278	1123.4	432	13.0684
spades-bin.32_BBLLADNB_00002	432	277.576	2371	290.283
spades-bin.32_BBLLADNB_00003	198	60.6456	1228.21	688.247
spades-bin.32_BBLLADNB_00004	360	206.312	883	145.448
spades-bin.32_BBLLADNB_00005	1047	892.395	712	27.114
spades-bin.32_BBLLADNB_00006	2376	2221.4	595	9.10254
spades-bin.32_BBLLADNB_00007	303	151.582	502	112.545
spades-bin.32_BBLLADNB_00008	378	223.95	334	50.6836
spades-bin.32_BBLLADNB_00009	77	11.5172	112.25	331.214
spades-bin.32_BBLLADNB_00010	1467	1312.4	101	2.61534
spades-bin.32_BBLLADNB_00011	1320	1165.4	238	6.94025
spades-bin.32_BBLLADNB_00012	612	457.395	12	0.891582
spades-bin.32_BBLLADNB_00013	369	215.059	124	19.5946
spades-bin.32_BBLLADNB_00014	1218	1063.4	230	7.35029
spades-bin.32_BBLLADNB_00015	567	412.395	266	21.92
spades-bin.32_BBLLADNB_00016	1320	1165.4	843	24.5825
spades-bin.32_BBLLADNB_00017	1266	1111.4	147	4.4949
spades-bin.32_BBLLADNB_00018	1164	1009.4	131	4.41044
spades-bin.32_BBLLADNB_00019	1068	913.395	53	1.97192
spades-bin.32_BBLLADNB_00020	1182	1027.4	87	2.87775
spades-bin.32_BBLLADNB_00021	1245	1090.4	140	4.36331
spades-bin.32_BBLLADNB_00022	1632	1477.4	106	2.43826
spades-bin.32_BBLLADNB_00023	879	724.395	16	0.750613
spades-bin.32_BBLLADNB_00024	879	724.395	22	1.03209
spades-bin.32_BBLLADNB_00025	1116	961.395	63	2.22695
spades-bin.32_BBLLADNB_00026	252	105.061	1476	477.436
spades-bin.32_BBLLADNB_00027	1212	1057.4	189	6.0743
spades-bin.32_BBLLADNB_00028	840	685.395	39	1.93373
spades-bin.32_BBLLADNB_00029	453	298.489	448	51.0061
spades-bin.32_BBLLADNB_00030	909	754.395	313	14.0999
spades-bin.32_BBLLADNB_00031	129	19.0659	150	267.366
spades-bin.32_BBLLADNB_00032	639	484.395	1147	80.4702
spades-bin.32_BBLLADNB_00033	1083	928.395	972	35.5799
spades-bin.32_BBLLADNB_00034	1131	976.395	768	26.7305
spades-bin.32_BBLLADNB_00035	3186	3031.4	4846	54.3266
spades-bin.32_BBLLADNB_00036	597	442.395	120	9.21812
spades-bin.32_BBLLADNB_00037	795	640.395	55	2.91868
spades-bin.32_BBLLADNB_00038	660	505.395	323	21.7192
spades-bin.32_BBLLADNB_00039	1206	1051.4	1147	37.074
spades-bin.32_BBLLADNB_00040	825	670.395	565	28.6411
spades-bin.32_BBLLADNB_00041	873	718.395	516	24.4094
spades-bin.32_BBLLADNB_00042	1350	1195.4	165	4.69077
spades-bin.32_BBLLADNB_00043	678	523.395	325	21.1021
spades-bin.32_BBLLADNB_00044	489	334.395	239	24.289
spades-bin.32_BBLLADNB_00045	1524	1369.4	889	22.062
spades-bin.32_BBLLADNB_00046	1218	1063.4	381	12.1759
spades-bin.32_BBLLADNB_00047	300	148.734	282	64.4331
spades-bin.32_BBLLADNB_00048	453	298.489	369	42.0117
