target_id	length	eff_length	est_counts	tpm
2767802316_GNJGOIBN_00001	1455	1300.4	14	0.365868
2767802316_GNJGOIBN_00002	225	81.9287	0	0
2767802316_GNJGOIBN_00003	198	60.6456	0	0
2767802316_GNJGOIBN_00004	726	571.395	0	0
2767802316_GNJGOIBN_00005	987	832.395	0	0
2767802316_GNJGOIBN_00006	837	682.395	0	0
2767802316_GNJGOIBN_00007	669	514.395	0	0
2767802316_GNJGOIBN_00008	1071	916.395	0	0
2767802316_GNJGOIBN_00009	564	409.395	218	18.0961
2767802316_GNJGOIBN_00010	1560	1405.4	14	0.338533
2767802316_GNJGOIBN_00011	1755	1600.4	2	0.0424692
2767802316_GNJGOIBN_00012	333	180.177	0	0
2767802316_GNJGOIBN_00013	1722	1567.4	33	0.715496
2767802316_GNJGOIBN_00014	930	775.395	1	0.0438277
2767802316_GNJGOIBN_00015	561	406.395	20	1.67245
2767802316_GNJGOIBN_00016	759	604.395	13	0.73096
2767802316_GNJGOIBN_00017	1773	1618.4	6	0.125991
2767802316_GNJGOIBN_00018	1035	880.395	5	0.193003
2767802316_GNJGOIBN_00019	1374	1219.4	23	0.640995
2767802316_GNJGOIBN_00020	780	625.395	1	0.0543397
2767802316_GNJGOIBN_00021	762	607.395	12	0.6714
2767802316_GNJGOIBN_00022	1377	1222.4	4	0.111204
2767802316_GNJGOIBN_00023	1683	1528.4	67	1.48974
2767802316_GNJGOIBN_00024	210	69.762	12	5.84566
2767802316_GNJGOIBN_00025	1422	1267.4	79	2.1183
2767802316_GNJGOIBN_00026	1131	976.395	75	2.6104
2767802316_GNJGOIBN_00027	2469	2314.4	67	0.983804
2767802316_GNJGOIBN_00028	822	667.395	23	1.17116
2767802316_GNJGOIBN_00029	636	481.395	5	0.352972
2767802316_GNJGOIBN_00030	702	547.395	1	0.0620827
2767802316_GNJGOIBN_00031	1446	1291.4	2	0.0526311
2767802316_GNJGOIBN_00032	567	412.395	2	0.164812
2767802316_GNJGOIBN_00033	405	250.759	0	0
2767802316_GNJGOIBN_00034	357	203.415	0	0
2767802316_GNJGOIBN_00035	1329	1174.4	8	0.231498
2767802316_GNJGOIBN_00036	792	637.395	3	0.15995
2767802316_GNJGOIBN_00037	762	607.395	7	0.39165
2767802316_GNJGOIBN_00038	684	529.395	12	0.770323
2767802316_GNJGOIBN_00039	2472	2317.4	17	0.249299
2767802316_GNJGOIBN_00040	2049	1894.4	226	4.05424
2767802316_GNJGOIBN_00041	2298	2143.4	59	0.935451
2767802316_GNJGOIBN_00042	76	11.0909	418.895	1283.54
2767802316_GNJGOIBN_00043	76	11.0909	126.07	386.291
2767802316_GNJGOIBN_00044	1560	1405.4	399	9.64819
2767802316_GNJGOIBN_00045	276	126.758	26	6.97057
2767802316_GNJGOIBN_00046	327	174.338	52	10.1364
2767802316_GNJGOIBN_00047	906	751.395	129	5.83435
2767802316_GNJGOIBN_00048	312	160.11	67	14.2209
2767802316_GNJGOIBN_00049	306	154.412	66	14.5256
2767802316_GNJGOIBN_00050	609	454.395	112	8.37637
2767802316_GNJGOIBN_00051	291	140.247	2631	637.529
2767802316_GNJGOIBN_00052	495	340.395	136	13.5777
2767802316_GNJGOIBN_00053	597	442.395	69	5.30042
2767802316_GNJGOIBN_00054	2994	2839.4	163	1.95089
2767802316_GNJGOIBN_00055	684	529.395	71	4.55774
2767802316_GNJGOIBN_00056	1917	1762.4	79.0471	1.52424
2767802316_GNJGOIBN_00057	2862	2707.4	12	0.150626
2767802316_GNJGOIBN_00058	1152	997.395	12	0.40887
2767802316_GNJGOIBN_00059	705	550.395	6	0.370466
2767802316_GNJGOIBN_00060	333	180.177	4	0.754454
2767802316_GNJGOIBN_00061	768	613.395	9	0.498625
2767802316_GNJGOIBN_00062	912	757.395	6	0.269216
2767802316_GNJGOIBN_00063	2598	2443.4	110.095	1.53124
2767802316_GNJGOIBN_00064	450	295.489	7	0.805061
2767802316_GNJGOIBN_00065	1152	997.395	11	0.374798
2767802316_GNJGOIBN_00066	1020	865.395	26	1.02101
2767802316_GNJGOIBN_00067	504	349.395	23	2.23708
2767802316_GNJGOIBN_00068	927	772.395	8	0.351983
2767802316_GNJGOIBN_00069	849	694.395	5	0.2447
2767802316_GNJGOIBN_00070	849	694.395	1	0.0489401
2767802316_GNJGOIBN_00071	909	754.395	1	0.0450477
2767802316_GNJGOIBN_00072	1329	1174.4	31	0.897055
2767802316_GNJGOIBN_00073	636	481.395	1	0.0705943
2767802316_GNJGOIBN_00074	2154	1999.4	10	0.16997
2767802316_GNJGOIBN_00075	1257	1102.4	13	0.400754
2767802316_GNJGOIBN_00076	1431	1276.4	22	0.585746
2767802316_GNJGOIBN_00077	1455	1300.4	15	0.392001
2767802316_GNJGOIBN_00078	1461	1306.4	8	0.208107
2767802316_GNJGOIBN_00079	1500	1345.4	22	0.555705
2767802316_GNJGOIBN_00080	348	194.594	15	2.61959
2767802316_GNJGOIBN_00081	396	241.833	23	3.23209
