Orthogroup	GCA_000310125.2	2767802316
OG0000000	lcl|AMXB01000040.1_prot_ENO76352.1_3557	GNJGOIBN_03738
OG0000000	lcl|AMXB01000009.1_prot_ENO81770.1_1261	GNJGOIBN_02784
OG0000001	lcl|AMXB01000009.1_prot_ENO81772.1_1263	GNJGOIBN_02783
OG0000001	lcl|AMXB01000006.1_prot_ENO82310.1_914, lcl|AMXB01000006.1_prot_ENO82315.1_919	GNJGOIBN_02617
OG0000001	lcl|AMXB01000034.1_prot_ENO77039.1_3274	GNJGOIBN_02623
OG0000003	lcl|AMXB01000023.1_prot_ENO79296.1_2604	GNJGOIBN_02279
OG0000007	lcl|AMXB01000001.1_prot_ENO83277.1_150	GNJGOIBN_01682
OG0000007	lcl|AMXB01000010.1_prot_ENO81610.1_1378	GNJGOIBN_03861
OG0000008	lcl|AMXB01000009.1_prot_ENO81800.1_1291	GNJGOIBN_02907
OG0000009	lcl|AMXB01000031.1_prot_ENO77392.1_3126	GNJGOIBN_00841
OG0000010	lcl|AMXB01000020.1_prot_ENO80497.1_2379, lcl|AMXB01000002.1_prot_ENO83094.1_354	GNJGOIBN_03713
OG0000012	lcl|AMXB01000026.1_prot_ENO78508.1_2851	GNJGOIBN_01708
OG0000013	lcl|AMXB01000057.1_prot_ENO75275.1_3995, lcl|AMXB01000011.1_prot_ENO81460.1_1516	GNJGOIBN_00130
OG0000014	lcl|AMXB01000058.1_prot_ENO75235.1_4006, lcl|AMXB01000004.1_prot_ENO82568.1_527	GNJGOIBN_00241
OG0000014	lcl|AMXB01000004.1_prot_ENO82570.1_529	GNJGOIBN_03111
OG0000018	lcl|AMXB01000068.1_prot_ENO74859.1_4125	GNJGOIBN_02009
OG0000018	lcl|AMXB01000025.1_prot_ENO78743.1_2768	GNJGOIBN_01077
OG0000018	lcl|AMXB01000029.1_prot_ENO77786.1_3043	GNJGOIBN_01435
OG0000021	lcl|AMXB01000043.1_prot_ENO76133.1_3675	GNJGOIBN_00164
OG0000022	lcl|AMXB01000043.1_prot_ENO76134.1_3676	GNJGOIBN_01483, GNJGOIBN_01441, GNJGOIBN_01652, GNJGOIBN_00165
OG0000023	lcl|AMXB01000041.1_prot_ENO76265.1_3603	GNJGOIBN_01828, GNJGOIBN_02729
OG0000024	lcl|AMXB01000008.1_prot_ENO82014.1_1242	GNJGOIBN_00161
OG0000025	lcl|AMXB01000004.1_prot_ENO82587.1_546	GNJGOIBN_01396
OG0000025	lcl|AMXB01000004.1_prot_ENO82564.1_523	GNJGOIBN_01398
OG0000026	lcl|AMXB01000011.1_prot_ENO81528.1_1584	GNJGOIBN_03532, GNJGOIBN_01642
OG0000026	lcl|AMXB01000027.1_prot_ENO78223.1_2859	GNJGOIBN_02406
OG0000027	lcl|AMXB01000010.1_prot_ENO81695.1_1463	GNJGOIBN_01057, GNJGOIBN_02053, GNJGOIBN_02031, GNJGOIBN_03430
OG0000028	lcl|AMXB01000025.1_prot_ENO78764.1_2789	GNJGOIBN_00199, GNJGOIBN_00756
OG0000030	lcl|AMXB01000039.1_prot_ENO76438.1_3514	GNJGOIBN_01059, GNJGOIBN_00011, GNJGOIBN_01479
OG0000031	lcl|AMXB01000004.1_prot_ENO82693.1_652	GNJGOIBN_00504
OG0000032	lcl|AMXB01000042.1_prot_ENO76224.1_3641	GNJGOIBN_02442
OG0000033	lcl|AMXB01000003.1_prot_ENO82797.1_439	GNJGOIBN_00959, GNJGOIBN_01176
OG0000036	lcl|AMXB01000009.1_prot_ENO81818.1_1309	GNJGOIBN_00722
OG0000036	lcl|AMXB01000009.1_prot_ENO81816.1_1307	GNJGOIBN_02274
OG0000037	lcl|AMXB01000021.1_prot_ENO80041.1_2487	GNJGOIBN_01444, GNJGOIBN_01503
OG0000037	lcl|AMXB01000008.1_prot_ENO81881.1_1109	GNJGOIBN_01174
OG0000038	lcl|AMXB01000003.1_prot_ENO82863.1_505, lcl|AMXB01000051.1_prot_ENO75556.1_3865	GNJGOIBN_01149, GNJGOIBN_01150
OG0000039	lcl|AMXB01000016.1_prot_ENO80871.1_2064, lcl|AMXB01000028.1_prot_ENO78020.1_2968	GNJGOIBN_03498, GNJGOIBN_03448
OG0000040	lcl|AMXB01000023.1_prot_ENO79311.1_2619, lcl|AMXB01000019.1_prot_ENO80581.1_2299	GNJGOIBN_02019
OG0000042	lcl|AMXB01000051.1_prot_ENO75565.1_3874	GNJGOIBN_00750
OG0000042	lcl|AMXB01000013.1_prot_ENO81198.1_1736	GNJGOIBN_00041
OG0000043	lcl|AMXB01000065.1_prot_ENO74951.1_4088	GNJGOIBN_01992
OG0000043	lcl|AMXB01000018.1_prot_ENO80740.1_2298	GNJGOIBN_00999
OG0000044	lcl|AMXB01000008.1_prot_ENO82005.1_1233	GNJGOIBN_02138
OG0000044	lcl|AMXB01000069.1_prot_ENO74824.1_4138	GNJGOIBN_02838
OG0000045	lcl|AMXB01000002.1_prot_ENO82952.1_212	GNJGOIBN_02914
OG0000046	lcl|AMXB01000025.1_prot_ENO78746.1_2771	GNJGOIBN_02007
OG0000046	lcl|AMXB01000029.1_prot_ENO77783.1_3040	GNJGOIBN_01433
OG0000047	lcl|AMXB01000013.1_prot_ENO81252.1_1790, lcl|AMXB01000011.1_prot_ENO81514.1_1570, lcl|AMXB01000108.1_prot_ENO74357.1_4275	GNJGOIBN_02774
OG0000047	lcl|AMXB01000014.1_prot_ENO81112.1_1876, lcl|AMXB01000008.1_prot_ENO81994.1_1222, lcl|AMXB01000009.1_prot_ENO81756.1_1247	GNJGOIBN_01232
OG0000050	lcl|AMXB01000067.1_prot_ENO74876.1_4120, lcl|AMXB01000037.1_prot_ENO76678.1_3417	GNJGOIBN_00149
OG0000051	lcl|AMXB01000048.1_prot_ENO75735.1_3785	GNJGOIBN_01570
OG0000052	lcl|AMXB01000013.1_prot_ENO81269.1_1807	GNJGOIBN_00801
OG0000057	lcl|AMXB01000003.1_prot_ENO82804.1_446	GNJGOIBN_00078, GNJGOIBN_00077
OG0000058	lcl|AMXB01000019.1_prot_ENO80629.1_2347, lcl|AMXB01000004.1_prot_ENO82702.1_661	GNJGOIBN_03320
OG0000059	lcl|AMXB01000015.1_prot_ENO81034.1_2006	GNJGOIBN_02745
OG0000059	lcl|AMXB01000008.1_prot_ENO81902.1_1130	GNJGOIBN_03026
OG0000060	lcl|AMXB01000033.1_prot_ENO77190.1_3241	GNJGOIBN_02067
OG0000061	lcl|AMXB01000067.1_prot_ENO74875.1_4119, lcl|AMXB01000037.1_prot_ENO76677.1_3416	GNJGOIBN_00150, GNJGOIBN_00160
OG0000062	lcl|AMXB01000047.1_prot_ENO75817.1_3776	GNJGOIBN_03896, GNJGOIBN_03895
OG0000063	lcl|AMXB01000029.1_prot_ENO77797.1_3054	GNJGOIBN_02364, GNJGOIBN_03119
OG0000064	lcl|AMXB01000067.1_prot_ENO74874.1_4118, lcl|AMXB01000026.1_prot_ENO78484.1_2827	GNJGOIBN_02092, GNJGOIBN_02093
OG0000067	lcl|AMXB01000003.1_prot_ENO82824.1_466	GNJGOIBN_03137, GNJGOIBN_04286
OG0000068	lcl|AMXB01000049.1_prot_ENO75670.1_3809, lcl|AMXB01000049.1_prot_ENO75677.1_3816	GNJGOIBN_01549
OG0000069	lcl|AMXB01000098.1_prot_ENO74416.1_4264	GNJGOIBN_03492, GNJGOIBN_03443
OG0000070	lcl|AMXB01000034.1_prot_ENO77063.1_3298	GNJGOIBN_00388
OG0000072	lcl|AMXB01000018.1_prot_ENO80733.1_2291	GNJGOIBN_03611
OG0000073	lcl|AMXB01000019.1_prot_ENO80597.1_2315	GNJGOIBN_01305, GNJGOIBN_01306
OG0000074	lcl|AMXB01000004.1_prot_ENO82576.1_535	GNJGOIBN_03296
OG0000075	lcl|AMXB01000007.1_prot_ENO82111.1_1030	GNJGOIBN_03888, GNJGOIBN_02893
OG0000077	lcl|AMXB01000049.1_prot_ENO75693.1_3832, lcl|AMXB01000057.1_prot_ENO75274.1_3994	GNJGOIBN_02859
OG0000078	lcl|AMXB01000058.1_prot_ENO75237.1_4008	GNJGOIBN_03292
OG0000079	lcl|AMXB01000014.1_prot_ENO81093.1_1857	GNJGOIBN_01580
OG0000079	lcl|AMXB01000053.1_prot_ENO75486.1_3928	GNJGOIBN_00886
OG0000081	lcl|AMXB01000031.1_prot_ENO77423.1_3157	GNJGOIBN_01421, GNJGOIBN_02170, GNJGOIBN_02171, GNJGOIBN_02282
OG0000083	lcl|AMXB01000008.1_prot_ENO81943.1_1171	GNJGOIBN_04343, GNJGOIBN_02839
OG0000084	lcl|AMXB01000017.1_prot_ENO80791.1_2188	GNJGOIBN_01333
OG0000085	lcl|AMXB01000074.1_prot_ENO74682.1_4197, lcl|AMXB01000053.1_prot_ENO75475.1_3917	GNJGOIBN_00757
OG0000090	lcl|AMXB01000009.1_prot_ENO81864.1_1355	GNJGOIBN_01846, GNJGOIBN_00193, GNJGOIBN_00213
OG0000091	lcl|AMXB01000071.1_prot_ENO74776.1_4165, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000027.1_prot_ENO78278.1_2914	GNJGOIBN_00147
OG0000092	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000037.1_prot_ENO76687.1_3426, lcl|AMXB01000027.1_prot_ENO78277.1_2913	GNJGOIBN_00146
OG0000093	lcl|AMXB01000001.1_prot_ENO83228.1_101	GNJGOIBN_02480
OG0000094	lcl|AMXB01000050.1_prot_ENO75614.1_3833	GNJGOIBN_00157
OG0000100	lcl|AMXB01000045.1_prot_ENO75995.1_3714, lcl|AMXB01000008.1_prot_ENO82006.1_1234	GNJGOIBN_02837, GNJGOIBN_02139
OG0000104	lcl|AMXB01000066.1_prot_ENO74903.1_4096, lcl|AMXB01000066.1_prot_ENO74908.1_4101, lcl|AMXB01000099.1_prot_ENO74402.1_4266	GNJGOIBN_03552
OG0000105	lcl|AMXB01000012.1_prot_ENO81375.1_1678	GNJGOIBN_01759
OG0000105	lcl|AMXB01000026.1_prot_ENO78515.1_2858	GNJGOIBN_00579
OG0000107	lcl|AMXB01000032.1_prot_ENO77230.1_3164, lcl|AMXB01000060.1_prot_ENO75158.1_4032	GNJGOIBN_03517
OG0000108	lcl|AMXB01000010.1_prot_ENO81629.1_1397	GNJGOIBN_02522
OG0000109	lcl|AMXB01000011.1_prot_ENO81467.1_1523	GNJGOIBN_03419
OG0000110	lcl|AMXB01000005.1_prot_ENO82487.1_782, lcl|AMXB01000049.1_prot_ENO75679.1_3818, lcl|AMXB01000109.1_prot_ENO74354.1_4276, lcl|AMXB01000126.1_prot_ENO74300.1_4293, lcl|AMXB01000101.1_prot_ENO74388.1_4268	GNJGOIBN_03170
OG0000111	lcl|AMXB01000015.1_prot_ENO81033.1_2005, lcl|AMXB01000004.1_prot_ENO82653.1_612, lcl|AMXB01000006.1_prot_ENO82344.1_948	GNJGOIBN_01776, GNJGOIBN_01775
OG0000112	lcl|AMXB01000036.1_prot_ENO76822.1_3393, lcl|AMXB01000003.1_prot_ENO82862.1_504, lcl|AMXB01000006.1_prot_ENO82281.1_885	GNJGOIBN_00385
OG0000113	lcl|AMXB01000007.1_prot_ENO82166.1_1085, lcl|AMXB01000026.1_prot_ENO78470.1_2813, lcl|AMXB01000008.1_prot_ENO81986.1_1214, lcl|AMXB01000020.1_prot_ENO80512.1_2394, lcl|AMXB01000014.1_prot_ENO81105.1_1869, lcl|AMXB01000014.1_prot_ENO81094.1_1858, lcl|AMXB01000014.1_prot_ENO81156.1_1920	GNJGOIBN_01050
OG0000114	lcl|AMXB01000007.1_prot_ENO82098.1_1017	GNJGOIBN_02572, GNJGOIBN_02573
OG0000115	lcl|AMXB01000002.1_prot_ENO82991.1_251	GNJGOIBN_01842, GNJGOIBN_03330
OG0000116	lcl|AMXB01000008.1_prot_ENO82016.1_1244	GNJGOIBN_00158
OG0000117	lcl|AMXB01000040.1_prot_ENO76342.1_3547	GNJGOIBN_01959
OG0000118	lcl|AMXB01000040.1_prot_ENO76341.1_3546	GNJGOIBN_01701, GNJGOIBN_01958
OG0000119	lcl|AMXB01000040.1_prot_ENO76340.1_3545	GNJGOIBN_01703
OG0000120	lcl|AMXB01000029.1_prot_ENO77752.1_3009	GNJGOIBN_01039, GNJGOIBN_01547
OG0000121	lcl|AMXB01000025.1_prot_ENO78765.1_2790	GNJGOIBN_00200
OG0000121	lcl|AMXB01000020.1_prot_ENO80567.1_2449	GNJGOIBN_01929
OG0000122	lcl|AMXB01000043.1_prot_ENO76125.1_3667	GNJGOIBN_01329, GNJGOIBN_01872
OG0000123	lcl|AMXB01000025.1_prot_ENO78740.1_2765, lcl|AMXB01000047.1_prot_ENO75797.1_3756, lcl|AMXB01000025.1_prot_ENO78730.1_2755, lcl|AMXB01000026.1_prot_ENO78476.1_2819, lcl|AMXB01000025.1_prot_ENO78760.1_2785, lcl|AMXB01000009.1_prot_ENO81822.1_1313, lcl|AMXB01000025.1_prot_ENO78713.1_2738, lcl|AMXB01000034.1_prot_ENO77069.1_3304	GNJGOIBN_01345
OG0000124	lcl|AMXB01000009.1_prot_ENO81821.1_1312, lcl|AMXB01000025.1_prot_ENO78729.1_2754, lcl|AMXB01000025.1_prot_ENO78759.1_2784, lcl|AMXB01000026.1_prot_ENO78475.1_2818, lcl|AMXB01000047.1_prot_ENO75796.1_3755, lcl|AMXB01000025.1_prot_ENO78714.1_2739, lcl|AMXB01000025.1_prot_ENO78742.1_2767, lcl|AMXB01000034.1_prot_ENO77070.1_3305	GNJGOIBN_01346
OG0000125	lcl|AMXB01000040.1_prot_ENO76362.1_3567	GNJGOIBN_01065, GNJGOIBN_01064
OG0000126	lcl|AMXB01000004.1_prot_ENO82632.1_591	GNJGOIBN_03427, GNJGOIBN_04145
OG0000127	lcl|AMXB01000003.1_prot_ENO82841.1_483	GNJGOIBN_03800
OG0000128	lcl|AMXB01000044.1_prot_ENO76096.1_3699	GNJGOIBN_02340
OG0000130	lcl|AMXB01000002.1_prot_ENO83023.1_283	GNJGOIBN_02647, GNJGOIBN_02799
OG0000134	lcl|AMXB01000099.1_prot_ENO74401.1_4265, lcl|AMXB01000066.1_prot_ENO74904.1_4097, lcl|AMXB01000066.1_prot_ENO74909.1_4102	GNJGOIBN_01724
OG0000135	lcl|AMXB01000006.1_prot_ENO82306.1_910, lcl|AMXB01000086.1_prot_ENO74498.1_4244, lcl|AMXB01000038.1_prot_ENO76546.1_3456, lcl|AMXB01000007.1_prot_ENO82075.1_994, lcl|AMXB01000044.1_prot_ENO76091.1_3694, lcl|AMXB01000072.1_prot_ENO74746.1_4174, lcl|AMXB01000019.1_prot_ENO80596.1_2314, lcl|AMXB01000006.1_prot_ENO82266.1_870	GNJGOIBN_03176
OG0000136	lcl|AMXB01000075.1_prot_ENO74651.1_4203	GNJGOIBN_00196
OG0000136	lcl|AMXB01000025.1_prot_ENO78761.1_2786	GNJGOIBN_00753
OG0000137	lcl|AMXB01000009.1_prot_ENO81853.1_1344	GNJGOIBN_02543, GNJGOIBN_02568
OG0000139	lcl|AMXB01000025.1_prot_ENO78769.1_2794, lcl|AMXB01000010.1_prot_ENO81624.1_1392, lcl|AMXB01000017.1_prot_ENO80756.1_2153, lcl|AMXB01000002.1_prot_ENO83003.1_263	GNJGOIBN_04332
OG0000140	lcl|AMXB01000052.1_prot_ENO75499.1_3890	GNJGOIBN_02971
OG0000141	lcl|AMXB01000001.1_prot_ENO83241.1_114	GNJGOIBN_03429
OG0000142	lcl|AMXB01000011.1_prot_ENO81554.1_1610	GNJGOIBN_00628
OG0000143	lcl|AMXB01000009.1_prot_ENO81802.1_1293	GNJGOIBN_01076
OG0000143	lcl|AMXB01000025.1_prot_ENO78744.1_2769	GNJGOIBN_02008
OG0000144	lcl|AMXB01000022.1_prot_ENO79623.1_2560	GNJGOIBN_01166
OG0000146	lcl|AMXB01000003.1_prot_ENO82861.1_503, lcl|AMXB01000036.1_prot_ENO76821.1_3392	GNJGOIBN_00384
OG0000147	lcl|AMXB01000010.1_prot_ENO81666.1_1434, lcl|AMXB01000006.1_prot_ENO82214.1_818	GNJGOIBN_02824
OG0000149	lcl|AMXB01000061.1_prot_ENO75115.1_4043	GNJGOIBN_00007, GNJGOIBN_04209
OG0000150	lcl|AMXB01000008.1_prot_ENO82015.1_1243	GNJGOIBN_00159
OG0000152	lcl|AMXB01000013.1_prot_ENO81278.1_1816	GNJGOIBN_03085
OG0000153	lcl|AMXB01000007.1_prot_ENO82158.1_1077	GNJGOIBN_01283, GNJGOIBN_03306
OG0000155	lcl|AMXB01000007.1_prot_ENO82161.1_1080, lcl|AMXB01000049.1_prot_ENO75674.1_3813	GNJGOIBN_02314
OG0000156	lcl|AMXB01000103.1_prot_ENO74379.1_4270, lcl|AMXB01000015.1_prot_ENO81045.1_2017, lcl|AMXB01000015.1_prot_ENO81044.1_2016	GNJGOIBN_01353
OG0000159	lcl|AMXB01000009.1_prot_ENO81775.1_1266, lcl|AMXB01000001.1_prot_ENO83242.1_115	GNJGOIBN_00805
OG0000160	lcl|AMXB01000049.1_prot_ENO75673.1_3812, lcl|AMXB01000007.1_prot_ENO82162.1_1081	GNJGOIBN_02313
OG0000162	lcl|AMXB01000014.1_prot_ENO81131.1_1895	GNJGOIBN_03645
OG0000163	lcl|AMXB01000012.1_prot_ENO81409.1_1712, lcl|AMXB01000027.1_prot_ENO78249.1_2885, lcl|AMXB01000009.1_prot_ENO81808.1_1299, lcl|AMXB01000004.1_prot_ENO82699.1_658, lcl|AMXB01000025.1_prot_ENO78720.1_2745, lcl|AMXB01000053.1_prot_ENO75480.1_3922	GNJGOIBN_01574
OG0000166	lcl|AMXB01000038.1_prot_ENO76550.1_3460	GNJGOIBN_02297
OG0000168	lcl|AMXB01000005.1_prot_ENO82423.1_718	GNJGOIBN_02275
OG0000169	lcl|AMXB01000008.1_prot_ENO81930.1_1158	GNJGOIBN_04355
OG0000170	lcl|AMXB01000070.1_prot_ENO74807.1_4151	GNJGOIBN_04387, GNJGOIBN_03006
OG0000171	lcl|AMXB01000009.1_prot_ENO81765.1_1256	GNJGOIBN_01186
OG0000172	lcl|AMXB01000017.1_prot_ENO80800.1_2197	GNJGOIBN_00580, GNJGOIBN_00544
OG0000173	lcl|AMXB01000027.1_prot_ENO78232.1_2868, lcl|AMXB01000004.1_prot_ENO82660.1_619, lcl|AMXB01000009.1_prot_ENO81846.1_1337	GNJGOIBN_03356
OG0000174	lcl|AMXB01000010.1_prot_ENO81660.1_1428, lcl|AMXB01000021.1_prot_ENO80072.1_2518	GNJGOIBN_04080
OG0000175	lcl|AMXB01000027.1_prot_ENO78263.1_2899, lcl|AMXB01000009.1_prot_ENO81856.1_1347, lcl|AMXB01000027.1_prot_ENO78268.1_2904	GNJGOIBN_02126, GNJGOIBN_03449
OG0000176	lcl|AMXB01000021.1_prot_ENO80063.1_2509	GNJGOIBN_03273
OG0000177	lcl|AMXB01000022.1_prot_ENO79637.1_2574	GNJGOIBN_04156
OG0000178	lcl|AMXB01000003.1_prot_ENO82763.1_405, lcl|AMXB01000005.1_prot_ENO82499.1_794, lcl|AMXB01000019.1_prot_ENO80645.1_2363	GNJGOIBN_03164, GNJGOIBN_02456
OG0000179	lcl|AMXB01000006.1_prot_ENO82257.1_861	GNJGOIBN_00607
OG0000180	lcl|AMXB01000033.1_prot_ENO77209.1_3260	GNJGOIBN_04281
OG0000181	lcl|AMXB01000001.1_prot_ENO83288.1_161, lcl|AMXB01000019.1_prot_ENO80623.1_2341	GNJGOIBN_00126
OG0000182	lcl|AMXB01000005.1_prot_ENO82500.1_795, lcl|AMXB01000032.1_prot_ENO77273.1_3207	GNJGOIBN_01677
OG0000183	lcl|AMXB01000002.1_prot_ENO83093.1_353, lcl|AMXB01000049.1_prot_ENO75676.1_3815, lcl|AMXB01000004.1_prot_ENO82659.1_618	GNJGOIBN_03617
OG0000184	lcl|AMXB01000011.1_prot_ENO81526.1_1582, lcl|AMXB01000043.1_prot_ENO76130.1_3672	GNJGOIBN_03693
OG0000186	lcl|AMXB01000001.1_prot_ENO83180.1_53	GNJGOIBN_03095
OG0000187	lcl|AMXB01000011.1_prot_ENO81515.1_1571	GNJGOIBN_02498, GNJGOIBN_02497
OG0000188	lcl|AMXB01000006.1_prot_ENO82223.1_827	GNJGOIBN_03002, GNJGOIBN_01967, GNJGOIBN_03502
OG0000189	lcl|AMXB01000001.1_prot_ENO83200.1_73	GNJGOIBN_03756, GNJGOIBN_03762
OG0000190	lcl|AMXB01000004.1_prot_ENO82690.1_649	GNJGOIBN_02414
OG0000192	lcl|AMXB01000001.1_prot_ENO83275.1_148	GNJGOIBN_01680
OG0000194	lcl|AMXB01000010.1_prot_ENO81612.1_1380	GNJGOIBN_00646
OG0000195	lcl|AMXB01000006.1_prot_ENO82237.1_841	GNJGOIBN_02690
OG0000196	lcl|AMXB01000015.1_prot_ENO81028.1_2000, lcl|AMXB01000013.1_prot_ENO81216.1_1754	GNJGOIBN_01439, GNJGOIBN_01456
OG0000197	lcl|AMXB01000065.1_prot_ENO74949.1_4086	GNJGOIBN_00891
OG0000198	lcl|AMXB01000012.1_prot_ENO81373.1_1676	GNJGOIBN_01757
OG0000199	lcl|AMXB01000005.1_prot_ENO82466.1_761	GNJGOIBN_01474, GNJGOIBN_00144
OG0000200	lcl|AMXB01000004.1_prot_ENO82664.1_623	GNJGOIBN_00988, GNJGOIBN_00543
OG0000201	lcl|AMXB01000030.1_prot_ENO77564.1_3065, lcl|AMXB01000032.1_prot_ENO77263.1_3197	GNJGOIBN_00123
OG0000202	lcl|AMXB01000032.1_prot_ENO77261.1_3195	GNJGOIBN_00125
OG0000203	lcl|AMXB01000008.1_prot_ENO81920.1_1148, lcl|AMXB01000091.1_prot_ENO74461.1_4252	GNJGOIBN_03447, GNJGOIBN_03496, GNJGOIBN_01384
OG0000204	lcl|AMXB01000008.1_prot_ENO81919.1_1147, lcl|AMXB01000091.1_prot_ENO74460.1_4251	GNJGOIBN_03497
OG0000204	lcl|AMXB01000091.1_prot_ENO74462.1_4253	GNJGOIBN_01173
OG0000205	lcl|AMXB01000009.1_prot_ENO81785.1_1276	GNJGOIBN_01161
OG0000206	lcl|AMXB01000004.1_prot_ENO82676.1_635, lcl|AMXB01000036.1_prot_ENO76806.1_3377	GNJGOIBN_01625, GNJGOIBN_00304
