Orthogroup	GCA_000310125.2	2506520024
OG0000000	lcl|AMXB01000057.1_prot_ENO75276.1_3996	2506669502, 2506670816, 2506669956, 2506672076
OG0000000	lcl|AMXB01000059.1_prot_ENO75197.1_4017	2506669534, 2506669830, 2506670515
OG0000000	lcl|AMXB01000040.1_prot_ENO76352.1_3557	2506672246
OG0000000	lcl|AMXB01000032.1_prot_ENO77225.1_3159	2506669851
OG0000000	lcl|AMXB01000002.1_prot_ENO82916.1_176	2506670747
OG0000000	lcl|AMXB01000009.1_prot_ENO81770.1_1261	2506669364, 2506672081, 2506671112, 2506670856
OG0000000	lcl|AMXB01000013.1_prot_ENO81282.1_1820	2506671674, 2506669839
OG0000001	lcl|AMXB01000009.1_prot_ENO81772.1_1263	2506670855
OG0000001	lcl|AMXB01000006.1_prot_ENO82310.1_914, lcl|AMXB01000006.1_prot_ENO82315.1_919, lcl|AMXB01000034.1_prot_ENO77039.1_3274	2506669501
OG0000003	lcl|AMXB01000023.1_prot_ENO79296.1_2604	2506670353, 2506670217, 2506672109, 2506671829, 2506671216, 2506669899, 2506670308, 2506669575, 2506671675, 2506670873, 2506671766, 2506671448, 2506671347, 2506669958, 2506672168, 2506670198, 2506671975, 2506672032, 2506670204, 2506670602, 2506671955, 2506669750, 2506670201, 2506670647, 2506670812, 2506672026, 2506671671, 2506669411
OG0000007	lcl|AMXB01000001.1_prot_ENO83277.1_150	2506671603
OG0000007	lcl|AMXB01000010.1_prot_ENO81610.1_1378	2506672436
OG0000007	lcl|AMXB01000044.1_prot_ENO76093.1_3696, lcl|AMXB01000032.1_prot_ENO77271.1_3205	2506671567
OG0000009	lcl|AMXB01000031.1_prot_ENO77392.1_3126	2506669865
OG0000010	lcl|AMXB01000020.1_prot_ENO80497.1_2379	2506669966, 2506670233
OG0000010	lcl|AMXB01000002.1_prot_ENO83094.1_354	2506672138
OG0000010	lcl|AMXB01000003.1_prot_ENO82760.1_402	2506671410, 2506672508
OG0000010	lcl|AMXB01000012.1_prot_ENO81321.1_1624, lcl|AMXB01000009.1_prot_ENO81857.1_1348	2506670257, 2506669954, 2506670117
OG0000010	lcl|AMXB01000047.1_prot_ENO75792.1_3751	2506672127
OG0000011	lcl|AMXB01000002.1_prot_ENO83078.1_338	2506672719, 2506670347, 2506670350
OG0000012	lcl|AMXB01000026.1_prot_ENO78508.1_2851	2506672465
OG0000013	lcl|AMXB01000057.1_prot_ENO75275.1_3995	2506670749, 2506669724, 2506670582, 2506672027, 2506670785, 2506670326, 2506670367, 2506670677, 2506670899, 2506669832, 2506669843, 2506670287, 2506671018, 2506670416, 2506671161, 2506671502
OG0000013	lcl|AMXB01000011.1_prot_ENO81460.1_1516	2506670817
OG0000014	lcl|AMXB01000058.1_prot_ENO75235.1_4006, lcl|AMXB01000004.1_prot_ENO82568.1_527, lcl|AMXB01000004.1_prot_ENO82565.1_524, lcl|AMXB01000004.1_prot_ENO82570.1_529	2506670652, 2506670651
OG0000018	lcl|AMXB01000025.1_prot_ENO78743.1_2768	2506670550
OG0000022	lcl|AMXB01000043.1_prot_ENO76134.1_3676	2506670783
OG0000024	lcl|AMXB01000071.1_prot_ENO74771.1_4160, lcl|AMXB01000041.1_prot_ENO76245.1_3583	2506671701
OG0000024	lcl|AMXB01000008.1_prot_ENO82014.1_1242	2506669883, 2506671595
OG0000025	lcl|AMXB01000004.1_prot_ENO82587.1_546	2506670072
OG0000025	lcl|AMXB01000004.1_prot_ENO82564.1_523	2506670070
OG0000026	lcl|AMXB01000027.1_prot_ENO78223.1_2859	2506670294
OG0000027	lcl|AMXB01000010.1_prot_ENO81695.1_1463	2506670423
OG0000028	lcl|AMXB01000025.1_prot_ENO78764.1_2789	2506670682
OG0000028	lcl|AMXB01000056.1_prot_ENO75316.1_3978, lcl|AMXB01000049.1_prot_ENO75689.1_3828	2506672297
OG0000031	lcl|AMXB01000010.1_prot_ENO81589.1_1357	2506672722, 2506671047
OG0000031	lcl|AMXB01000004.1_prot_ENO82693.1_652	2506669389, 2506670285
OG0000032	lcl|AMXB01000042.1_prot_ENO76224.1_3641	2506672150, 2506672744, 2506670402, 2506669555, 2506671836, 2506671128, 2506670545, 2506670679, 2506671977
