locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCBBHCNB_00001	CDS	537	hin_1		COG1961	DNA-invertase hin
MCBBHCNB_00001	gene	537	hin_1			
MCBBHCNB_00002	CDS	2967				hypothetical protein
MCBBHCNB_00002	gene	2967				
MCBBHCNB_00003	CDS	1137				hypothetical protein
MCBBHCNB_00003	gene	1137				
MCBBHCNB_00004	CDS	753				Insertion sequence IS5376 putative ATP-binding protein
MCBBHCNB_00004	gene	753				
MCBBHCNB_00005	CDS	213				hypothetical protein
MCBBHCNB_00005	gene	213				
MCBBHCNB_00006	CDS	264	dinJ		COG3077	Antitoxin DinJ
MCBBHCNB_00006	gene	264	dinJ			
MCBBHCNB_00007	CDS	282	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
MCBBHCNB_00007	gene	282	yafQ			
MCBBHCNB_00008	CDS	90				hypothetical protein
MCBBHCNB_00008	gene	90				
MCBBHCNB_00009	CDS	192				hypothetical protein
MCBBHCNB_00009	gene	192				
MCBBHCNB_00010	CDS	426				hypothetical protein
MCBBHCNB_00010	gene	426				
MCBBHCNB_00011	CDS	1239				hypothetical protein
MCBBHCNB_00011	gene	1239				
MCBBHCNB_00012	CDS	303				hypothetical protein
MCBBHCNB_00012	gene	303				
MCBBHCNB_00013	CDS	3084	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
MCBBHCNB_00013	gene	3084	czcA_1			
MCBBHCNB_00014	CDS	1128	cnrB_1			Nickel and cobalt resistance protein CnrB
MCBBHCNB_00014	gene	1128	cnrB_1			
MCBBHCNB_00015	CDS	1119	rcnA_1		COG2215	Nickel/cobalt efflux system RcnA
MCBBHCNB_00015	gene	1119	rcnA_1			
MCBBHCNB_00016	CDS	270	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
MCBBHCNB_00016	gene	270	csoR_1			
MCBBHCNB_00017	CDS	519	hin_2		COG1961	DNA-invertase hin
MCBBHCNB_00017	gene	519	hin_2			
MCBBHCNB_00018	CDS	432	merR1_1			Mercuric resistance operon regulatory protein
MCBBHCNB_00018	gene	432	merR1_1			
MCBBHCNB_00019	CDS	2064	cadA_1	3.6.3.3		Cadmium-transporting ATPase
MCBBHCNB_00019	gene	2064	cadA_1			
MCBBHCNB_00020	CDS	570	czcI			Cobalt-zinc-cadmium resistance protein CzcI
MCBBHCNB_00020	gene	570	czcI			
MCBBHCNB_00021	CDS	1290	czcC_1			Cobalt-zinc-cadmium resistance protein CzcC
MCBBHCNB_00021	gene	1290	czcC_1			
MCBBHCNB_00022	CDS	1332	czcB			Cobalt-zinc-cadmium resistance protein CzcB
MCBBHCNB_00022	gene	1332	czcB			
MCBBHCNB_00023	CDS	3096	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
MCBBHCNB_00023	gene	3096	czcA_2			
MCBBHCNB_00024	CDS	426				hypothetical protein
MCBBHCNB_00024	gene	426				
MCBBHCNB_00025	CDS	327	glnK_1		COG0347	Nitrogen regulatory protein P-II 2
MCBBHCNB_00025	gene	327	glnK_1			
MCBBHCNB_00026	CDS	552				hypothetical protein
MCBBHCNB_00026	gene	552				
MCBBHCNB_00027	CDS	348				hypothetical protein
MCBBHCNB_00027	gene	348				
MCBBHCNB_00028	CDS	252				hypothetical protein
MCBBHCNB_00028	gene	252				
MCBBHCNB_00029	CDS	969	xerC_1		COG4974	Tyrosine recombinase XerC
MCBBHCNB_00029	gene	969	xerC_1			
MCBBHCNB_00030	CDS	282				hypothetical protein
MCBBHCNB_00030	gene	282				
MCBBHCNB_00031	CDS	339				hypothetical protein
MCBBHCNB_00031	gene	339				
MCBBHCNB_00032	CDS	654				hypothetical protein
MCBBHCNB_00032	gene	654				
MCBBHCNB_00033	CDS	231				hypothetical protein
MCBBHCNB_00033	gene	231				
MCBBHCNB_00034	CDS	1071				hypothetical protein
MCBBHCNB_00034	gene	1071				
MCBBHCNB_00035	CDS	888				hypothetical protein
MCBBHCNB_00035	gene	888				
MCBBHCNB_00036	CDS	648	smc_1			Chromosome partition protein Smc
MCBBHCNB_00036	gene	648	smc_1			
MCBBHCNB_00037	CDS	372				hypothetical protein
MCBBHCNB_00037	gene	372				
MCBBHCNB_00038	CDS	441	merR1_2			Mercuric resistance operon regulatory protein
MCBBHCNB_00038	gene	441	merR1_2			
MCBBHCNB_00039	CDS	2406	cadA_2	3.6.3.3		putative cadmium-transporting ATPase
MCBBHCNB_00039	gene	2406	cadA_2			
MCBBHCNB_00040	CDS	1080	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
MCBBHCNB_00040	gene	1080	lspA_1			
MCBBHCNB_00041	CDS	567	hin_3		COG1961	DNA-invertase hin
MCBBHCNB_00041	gene	567	hin_3			
MCBBHCNB_00042	CDS	228				hypothetical protein
MCBBHCNB_00042	gene	228				
MCBBHCNB_00043	CDS	366				hypothetical protein
MCBBHCNB_00043	gene	366				
MCBBHCNB_00044	CDS	351				hypothetical protein
MCBBHCNB_00044	gene	351				
MCBBHCNB_00045	CDS	618	virC1			Protein virC1
MCBBHCNB_00045	gene	618	virC1			
MCBBHCNB_00046	CDS	270				hypothetical protein
MCBBHCNB_00046	gene	270				
MCBBHCNB_00047	CDS	834	trfA_1			Plasmid replication initiator protein TrfA
MCBBHCNB_00047	gene	834	trfA_1			
MCBBHCNB_00048	CDS	441				hypothetical protein
MCBBHCNB_00048	gene	441				
MCBBHCNB_00049	CDS	258				hypothetical protein
MCBBHCNB_00049	gene	258				
MCBBHCNB_00050	CDS	288	ihfB_1		COG0776	Integration host factor subunit beta
MCBBHCNB_00050	gene	288	ihfB_1			
MCBBHCNB_00051	CDS	648	smc_2			Chromosome partition protein Smc
MCBBHCNB_00051	gene	648	smc_2			
MCBBHCNB_00052	CDS	213	xerC_2		COG4974	Tyrosine recombinase XerC
MCBBHCNB_00052	gene	213	xerC_2			
MCBBHCNB_00053	CDS	1149				hypothetical protein
MCBBHCNB_00053	gene	1149				
MCBBHCNB_00054	CDS	168				hypothetical protein
MCBBHCNB_00054	gene	168				
MCBBHCNB_00055	CDS	633				hypothetical protein
MCBBHCNB_00055	gene	633				
MCBBHCNB_00056	CDS	204				hypothetical protein
MCBBHCNB_00056	gene	204				
MCBBHCNB_00057	CDS	333	hin_4		COG1961	DNA-invertase hin
MCBBHCNB_00057	gene	333	hin_4			
MCBBHCNB_00058	CDS	249				hypothetical protein
MCBBHCNB_00058	gene	249				
MCBBHCNB_00059	CDS	618	bin3			Putative transposon Tn552 DNA-invertase bin3
MCBBHCNB_00059	gene	618	bin3			
MCBBHCNB_00060	CDS	294	vapB1_1			Antitoxin VapB1
MCBBHCNB_00060	gene	294	vapB1_1			
MCBBHCNB_00061	CDS	402	vapC_1	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
MCBBHCNB_00061	gene	402	vapC_1			
MCBBHCNB_00062	CDS	1443				hypothetical protein
MCBBHCNB_00062	gene	1443				
MCBBHCNB_00063	CDS	936				hypothetical protein
MCBBHCNB_00063	gene	936				
MCBBHCNB_00064	CDS	456				hypothetical protein
MCBBHCNB_00064	gene	456				
MCBBHCNB_00065	CDS	1260				hypothetical protein
MCBBHCNB_00065	gene	1260				
MCBBHCNB_00066	CDS	165				putative proteinA
MCBBHCNB_00066	gene	165				
MCBBHCNB_00067	CDS	327				hypothetical protein
MCBBHCNB_00067	gene	327				
MCBBHCNB_00068	CDS	159				hypothetical protein
MCBBHCNB_00068	gene	159				
MCBBHCNB_00069	CDS	2967				hypothetical protein
MCBBHCNB_00069	gene	2967				
MCBBHCNB_00070	CDS	561	hin_5		COG1961	DNA-invertase hin
MCBBHCNB_00070	gene	561	hin_5			
MCBBHCNB_00071	CDS	1080	lspA_2	3.4.23.36	COG0597	Lipoprotein signal peptidase
MCBBHCNB_00071	gene	1080	lspA_2			
