Orthogroup	2767802316	644736333
OG0000000	GNJGOIBN_03738	MCBBHCNB_04024
OG0000000	GNJGOIBN_03238	MCBBHCNB_03514
OG0000000	GNJGOIBN_02184, GNJGOIBN_02038	MCBBHCNB_02488
OG0000000	GNJGOIBN_02807	MCBBHCNB_03074
OG0000000	GNJGOIBN_01089	MCBBHCNB_01367
OG0000000	GNJGOIBN_02784	MCBBHCNB_03051
OG0000001	GNJGOIBN_02783	MCBBHCNB_03050
OG0000001	GNJGOIBN_02617	MCBBHCNB_00167, MCBBHCNB_00185
OG0000001	GNJGOIBN_02623	MCBBHCNB_02886
OG0000003	GNJGOIBN_02279	MCBBHCNB_02579
OG0000004	GNJGOIBN_04077	MCBBHCNB_04340
OG0000004	GNJGOIBN_03237	MCBBHCNB_03513
OG0000004	GNJGOIBN_02570	MCBBHCNB_02840
OG0000004	GNJGOIBN_03954	MCBBHCNB_04231
OG0000005	GNJGOIBN_01591	MCBBHCNB_01897
OG0000005	GNJGOIBN_02808	MCBBHCNB_03075
OG0000005	GNJGOIBN_02136	MCBBHCNB_02440
OG0000007	GNJGOIBN_01682	MCBBHCNB_01993
OG0000007	GNJGOIBN_02413	MCBBHCNB_02703
OG0000007	GNJGOIBN_03861	MCBBHCNB_04138
OG0000008	GNJGOIBN_03946	MCBBHCNB_04223
OG0000008	GNJGOIBN_02907	MCBBHCNB_03177
OG0000008	GNJGOIBN_01073	MCBBHCNB_01351
OG0000008	GNJGOIBN_01777	MCBBHCNB_02100
OG0000008	GNJGOIBN_04243	MCBBHCNB_04528
OG0000009	GNJGOIBN_03297	MCBBHCNB_03579
OG0000009	GNJGOIBN_00092	MCBBHCNB_00321
OG0000009	GNJGOIBN_01325	MCBBHCNB_01611
OG0000009	GNJGOIBN_00841	MCBBHCNB_01107
OG0000010	GNJGOIBN_03713	MCBBHCNB_03999
OG0000012	GNJGOIBN_01654	MCBBHCNB_01972
OG0000012	GNJGOIBN_00163	MCBBHCNB_00422
OG0000012	GNJGOIBN_01481	MCBBHCNB_01788
OG0000012	GNJGOIBN_01708	MCBBHCNB_02021
OG0000013	GNJGOIBN_00130	MCBBHCNB_00389
OG0000014	GNJGOIBN_00241	MCBBHCNB_00511
OG0000014	GNJGOIBN_03111	MCBBHCNB_03385
OG0000017	GNJGOIBN_00174	MCBBHCNB_00438
OG0000017	GNJGOIBN_02332	MCBBHCNB_02635
OG0000017	GNJGOIBN_00497	MCBBHCNB_00774
OG0000017	GNJGOIBN_01768	MCBBHCNB_02091
OG0000017	GNJGOIBN_02898	MCBBHCNB_03169
OG0000017	GNJGOIBN_02764	MCBBHCNB_03031
