Orthogroup	2767802316	2767802455
OG0000000	GNJGOIBN_02184, GNJGOIBN_02038	NHBDKAOG_03134
OG0000000	GNJGOIBN_02807	NHBDKAOG_01585
OG0000000	GNJGOIBN_01089	NHBDKAOG_00493
OG0000000	GNJGOIBN_02784	NHBDKAOG_03814, NHBDKAOG_01839, NHBDKAOG_04710
OG0000000	GNJGOIBN_02552	NHBDKAOG_03221
OG0000001	GNJGOIBN_02783	NHBDKAOG_01601
OG0000004	GNJGOIBN_04077	NHBDKAOG_01640
OG0000004	GNJGOIBN_02570	NHBDKAOG_01367
OG0000004	GNJGOIBN_03954	NHBDKAOG_02051
OG0000005	GNJGOIBN_01591	NHBDKAOG_00123
OG0000005	GNJGOIBN_02808	NHBDKAOG_01584
OG0000007	GNJGOIBN_01682	NHBDKAOG_02492
OG0000007	GNJGOIBN_02413	NHBDKAOG_02350
OG0000007	GNJGOIBN_03861	NHBDKAOG_00803
OG0000008	GNJGOIBN_03946	NHBDKAOG_03567
OG0000008	GNJGOIBN_02907	NHBDKAOG_01553
OG0000008	GNJGOIBN_01073	NHBDKAOG_03792
OG0000008	GNJGOIBN_01777	NHBDKAOG_03164
OG0000009	GNJGOIBN_03297	NHBDKAOG_01970
OG0000010	GNJGOIBN_03713	NHBDKAOG_04701
OG0000012	GNJGOIBN_01654	NHBDKAOG_04515
OG0000012	GNJGOIBN_01481	NHBDKAOG_02831
OG0000013	GNJGOIBN_00130	NHBDKAOG_03695
OG0000014	GNJGOIBN_00241	NHBDKAOG_03919, NHBDKAOG_02894
OG0000014	GNJGOIBN_03111	NHBDKAOG_02843
OG0000017	GNJGOIBN_00174	NHBDKAOG_02566
OG0000017	GNJGOIBN_02332	NHBDKAOG_02970, NHBDKAOG_02097
OG0000017	GNJGOIBN_01768	NHBDKAOG_03035
OG0000017	GNJGOIBN_02898	NHBDKAOG_03808
OG0000017	GNJGOIBN_02764	NHBDKAOG_03868, NHBDKAOG_02659
OG0000018	GNJGOIBN_02009	NHBDKAOG_00335
OG0000018	GNJGOIBN_01077	NHBDKAOG_03788, NHBDKAOG_03161
OG0000018	GNJGOIBN_01435	NHBDKAOG_00147
OG0000019	GNJGOIBN_02080	NHBDKAOG_00827
OG0000020	GNJGOIBN_02047	NHBDKAOG_03573
OG0000020	GNJGOIBN_02862	NHBDKAOG_03201
OG0000021	GNJGOIBN_01482	NHBDKAOG_02830
OG0000021	GNJGOIBN_01653	NHBDKAOG_04514
OG0000022	GNJGOIBN_01483, GNJGOIBN_01441	NHBDKAOG_04180
OG0000022	GNJGOIBN_01652, GNJGOIBN_00165	NHBDKAOG_04513
OG0000023	GNJGOIBN_01828, GNJGOIBN_02729	NHBDKAOG_04501, NHBDKAOG_01482, NHBDKAOG_01483
OG0000024	GNJGOIBN_00161	NHBDKAOG_04135, NHBDKAOG_02839
OG0000025	GNJGOIBN_01396	NHBDKAOG_02905
OG0000025	GNJGOIBN_01398	NHBDKAOG_02903
OG0000026	GNJGOIBN_03532	NHBDKAOG_02636
OG0000026	GNJGOIBN_01642	NHBDKAOG_03636
OG0000026	GNJGOIBN_02406	NHBDKAOG_00997
OG0000027	GNJGOIBN_01057	NHBDKAOG_03174
OG0000027	GNJGOIBN_03430	NHBDKAOG_01356
OG0000028	GNJGOIBN_00199	NHBDKAOG_04052
OG0000028	GNJGOIBN_00756	NHBDKAOG_03385
OG0000029	GNJGOIBN_01756	NHBDKAOG_03968, NHBDKAOG_00536, NHBDKAOG_04664, NHBDKAOG_00551, NHBDKAOG_03967, NHBDKAOG_03969, NHBDKAOG_04839, NHBDKAOG_02864, NHBDKAOG_01399, NHBDKAOG_00474
OG0000030	GNJGOIBN_01059	NHBDKAOG_03197
OG0000030	GNJGOIBN_01479	NHBDKAOG_04625, NHBDKAOG_04626
OG0000031	GNJGOIBN_00504	NHBDKAOG_04579
OG0000033	GNJGOIBN_00959	NHBDKAOG_00492
OG0000033	GNJGOIBN_01176	NHBDKAOG_03095
OG0000035	GNJGOIBN_01826	NHBDKAOG_04376
OG0000035	GNJGOIBN_02725	NHBDKAOG_02751
OG0000036	GNJGOIBN_00722	NHBDKAOG_03455
OG0000036	GNJGOIBN_02274	NHBDKAOG_02117
OG0000037	GNJGOIBN_01444, GNJGOIBN_01503	NHBDKAOG_02820
OG0000037	GNJGOIBN_01174	NHBDKAOG_03097
OG0000038	GNJGOIBN_01149	NHBDKAOG_02918
OG0000038	GNJGOIBN_01150	NHBDKAOG_02917
OG0000039	GNJGOIBN_04335	NHBDKAOG_04718
OG0000039	GNJGOIBN_03498, GNJGOIBN_03448	NHBDKAOG_04609
OG0000040	GNJGOIBN_02019	NHBDKAOG_03720, NHBDKAOG_02573
OG0000041	GNJGOIBN_02173	NHBDKAOG_02796, NHBDKAOG_01033
OG0000041	GNJGOIBN_02174	NHBDKAOG_04661
OG0000041	GNJGOIBN_00154	NHBDKAOG_01129
OG0000042	GNJGOIBN_00750	NHBDKAOG_03391
OG0000042	GNJGOIBN_00041	NHBDKAOG_00537
OG0000043	GNJGOIBN_01992	NHBDKAOG_03018
OG0000043	GNJGOIBN_00999	NHBDKAOG_03256
OG0000044	GNJGOIBN_02838	NHBDKAOG_03430
OG0000045	GNJGOIBN_02914	NHBDKAOG_01546
OG0000046	GNJGOIBN_02007	NHBDKAOG_00333
OG0000046	GNJGOIBN_01433	NHBDKAOG_00150
OG0000047	GNJGOIBN_02774	NHBDKAOG_01193
OG0000047	GNJGOIBN_01232	NHBDKAOG_04831, NHBDKAOG_04823
OG0000049	GNJGOIBN_03138	NHBDKAOG_00436
OG0000049	GNJGOIBN_00875	NHBDKAOG_04492, NHBDKAOG_03143, NHBDKAOG_00033, NHBDKAOG_04347
OG0000050	GNJGOIBN_00149	NHBDKAOG_04143
OG0000051	GNJGOIBN_01570	NHBDKAOG_02786
OG0000051	GNJGOIBN_01207	NHBDKAOG_03061
OG0000052	GNJGOIBN_00946	NHBDKAOG_03676
OG0000053	GNJGOIBN_00182	NHBDKAOG_04119
OG0000054	GNJGOIBN_00246	NHBDKAOG_04041
OG0000055	GNJGOIBN_01406	NHBDKAOG_04837
OG0000057	GNJGOIBN_00078	NHBDKAOG_03255, NHBDKAOG_04186
OG0000057	GNJGOIBN_00077	NHBDKAOG_04198
OG0000058	GNJGOIBN_00484	NHBDKAOG_03839
OG0000058	GNJGOIBN_03320	NHBDKAOG_01741
OG0000059	GNJGOIBN_02745	NHBDKAOG_01926
OG0000060	GNJGOIBN_02067	NHBDKAOG_02356
OG0000061	GNJGOIBN_00150, GNJGOIBN_00160	NHBDKAOG_04142
OG0000062	GNJGOIBN_03896	NHBDKAOG_00766
OG0000062	GNJGOIBN_03895	NHBDKAOG_00767
OG0000063	GNJGOIBN_02364	NHBDKAOG_02022
OG0000063	GNJGOIBN_03119	NHBDKAOG_03708
OG0000064	GNJGOIBN_02093	NHBDKAOG_01801
OG0000065	GNJGOIBN_01480	NHBDKAOG_02832
OG0000065	GNJGOIBN_03616	NHBDKAOG_01079
OG0000066	GNJGOIBN_00181	NHBDKAOG_02589, NHBDKAOG_04086, NHBDKAOG_04120
OG0000067	GNJGOIBN_03137	NHBDKAOG_00434, NHBDKAOG_03142, NHBDKAOG_00163
OG0000067	GNJGOIBN_04286	NHBDKAOG_04493, NHBDKAOG_00166
OG0000068	GNJGOIBN_01549	NHBDKAOG_02793
OG0000069	GNJGOIBN_03492	NHBDKAOG_04598, NHBDKAOG_01214
OG0000069	GNJGOIBN_03443	NHBDKAOG_01216, NHBDKAOG_01223, NHBDKAOG_01217
OG0000070	GNJGOIBN_00388	NHBDKAOG_02480
OG0000071	GNJGOIBN_01476, GNJGOIBN_02925	NHBDKAOG_02671
OG0000072	GNJGOIBN_03611	NHBDKAOG_04743, NHBDKAOG_01084
OG0000073	GNJGOIBN_01305, GNJGOIBN_01306	NHBDKAOG_03116
OG0000074	GNJGOIBN_01378	NHBDKAOG_01349
OG0000075	GNJGOIBN_03888	NHBDKAOG_03710
OG0000075	GNJGOIBN_02893	NHBDKAOG_04167
OG0000076	GNJGOIBN_03125	NHBDKAOG_03730
OG0000077	GNJGOIBN_02859	NHBDKAOG_03199
OG0000078	GNJGOIBN_03292	NHBDKAOG_01850
OG0000079	GNJGOIBN_01580	NHBDKAOG_02776
OG0000079	GNJGOIBN_00886	NHBDKAOG_00332
OG0000081	GNJGOIBN_01421, GNJGOIBN_02170, GNJGOIBN_02171, GNJGOIBN_02282	NHBDKAOG_01296
OG0000082	GNJGOIBN_03704	NHBDKAOG_04871
OG0000083	GNJGOIBN_04343	NHBDKAOG_00369
OG0000083	GNJGOIBN_02839	NHBDKAOG_03431
OG0000084	GNJGOIBN_01333	NHBDKAOG_00931
OG0000085	GNJGOIBN_00757	NHBDKAOG_03384
OG0000086	GNJGOIBN_01395	NHBDKAOG_02906
OG0000087	GNJGOIBN_03188	NHBDKAOG_00218
OG0000087	GNJGOIBN_02084	NHBDKAOG_02345
OG0000088	GNJGOIBN_02063	NHBDKAOG_02412
OG0000089	GNJGOIBN_01812, GNJGOIBN_02061	NHBDKAOG_04065
OG0000089	GNJGOIBN_01633	NHBDKAOG_02735
OG0000090	GNJGOIBN_00193, GNJGOIBN_00213	NHBDKAOG_03602
OG0000091	GNJGOIBN_00147	NHBDKAOG_04145
OG0000092	GNJGOIBN_00146	NHBDKAOG_04146
OG0000094	GNJGOIBN_00157	NHBDKAOG_04139
OG0000095	GNJGOIBN_00991, GNJGOIBN_02947, GNJGOIBN_02549	NHBDKAOG_02032
OG0000097	GNJGOIBN_01834	NHBDKAOG_03622
OG0000098	GNJGOIBN_01257	NHBDKAOG_03016
OG0000099	GNJGOIBN_01552	NHBDKAOG_02369
OG0000099	GNJGOIBN_00247	NHBDKAOG_04032, NHBDKAOG_04040
OG0000100	GNJGOIBN_02837	NHBDKAOG_03429
OG0000101	GNJGOIBN_01423, GNJGOIBN_02042	NHBDKAOG_04191
OG0000101	GNJGOIBN_03726, GNJGOIBN_02034, GNJGOIBN_02056	NHBDKAOG_02417
OG0000102	GNJGOIBN_00902	NHBDKAOG_03903, NHBDKAOG_04551, NHBDKAOG_04370, NHBDKAOG_01431
OG0000103	GNJGOIBN_01827, GNJGOIBN_02727	NHBDKAOG_04285, NHBDKAOG_04374, NHBDKAOG_02277, NHBDKAOG_00034
OG0000105	GNJGOIBN_01759	NHBDKAOG_00732
OG0000107	GNJGOIBN_03517	NHBDKAOG_01152
OG0000108	GNJGOIBN_02522	NHBDKAOG_01824
OG0000110	GNJGOIBN_03170	NHBDKAOG_04566
OG0000112	GNJGOIBN_00385	NHBDKAOG_03680
OG0000113	GNJGOIBN_01050	NHBDKAOG_03642
OG0000114	GNJGOIBN_02572, GNJGOIBN_02573	NHBDKAOG_01365
OG0000115	GNJGOIBN_03330	NHBDKAOG_01236
OG0000116	GNJGOIBN_00158	NHBDKAOG_04138
OG0000117	GNJGOIBN_01959	NHBDKAOG_02712
OG0000118	GNJGOIBN_01701	NHBDKAOG_02800, NHBDKAOG_02711
OG0000119	GNJGOIBN_01957	NHBDKAOG_02801
OG0000119	GNJGOIBN_01703	NHBDKAOG_02709
OG0000120	GNJGOIBN_01547	NHBDKAOG_02795
OG0000121	GNJGOIBN_00200	NHBDKAOG_04051
OG0000121	GNJGOIBN_01929	NHBDKAOG_02508
OG0000122	GNJGOIBN_01329	NHBDKAOG_04587
OG0000122	GNJGOIBN_01872	NHBDKAOG_04410
OG0000123	GNJGOIBN_01345	NHBDKAOG_02930
OG0000124	GNJGOIBN_01346	NHBDKAOG_02929
OG0000125	GNJGOIBN_01064	NHBDKAOG_03168
OG0000126	GNJGOIBN_03427	NHBDKAOG_04176
OG0000126	GNJGOIBN_04145	NHBDKAOG_00577
OG0000127	GNJGOIBN_03800	NHBDKAOG_00854
OG0000128	GNJGOIBN_02340	NHBDKAOG_01446
OG0000129	GNJGOIBN_00581	NHBDKAOG_04412
