Orthogroup	2767802316	GCA_000310125.2
OG0000000	GNJGOIBN_03738	lcl|AMXB01000040.1_prot_ENO76352.1_3557
OG0000000	GNJGOIBN_02784	lcl|AMXB01000009.1_prot_ENO81770.1_1261
OG0000001	GNJGOIBN_02783	lcl|AMXB01000009.1_prot_ENO81772.1_1263
OG0000001	GNJGOIBN_02617	lcl|AMXB01000006.1_prot_ENO82310.1_914, lcl|AMXB01000006.1_prot_ENO82315.1_919
OG0000001	GNJGOIBN_02623	lcl|AMXB01000034.1_prot_ENO77039.1_3274
OG0000003	GNJGOIBN_02279	lcl|AMXB01000023.1_prot_ENO79296.1_2604
OG0000007	GNJGOIBN_01682	lcl|AMXB01000001.1_prot_ENO83277.1_150
OG0000007	GNJGOIBN_03861	lcl|AMXB01000010.1_prot_ENO81610.1_1378
OG0000008	GNJGOIBN_02907	lcl|AMXB01000009.1_prot_ENO81800.1_1291
OG0000009	GNJGOIBN_00841	lcl|AMXB01000031.1_prot_ENO77392.1_3126
OG0000010	GNJGOIBN_03713	lcl|AMXB01000020.1_prot_ENO80497.1_2379, lcl|AMXB01000002.1_prot_ENO83094.1_354
OG0000012	GNJGOIBN_01708	lcl|AMXB01000026.1_prot_ENO78508.1_2851
OG0000013	GNJGOIBN_00130	lcl|AMXB01000057.1_prot_ENO75275.1_3995, lcl|AMXB01000011.1_prot_ENO81460.1_1516
OG0000014	GNJGOIBN_00241	lcl|AMXB01000058.1_prot_ENO75235.1_4006, lcl|AMXB01000004.1_prot_ENO82568.1_527
OG0000014	GNJGOIBN_03111	lcl|AMXB01000004.1_prot_ENO82570.1_529
OG0000018	GNJGOIBN_02009	lcl|AMXB01000068.1_prot_ENO74859.1_4125
OG0000018	GNJGOIBN_01077	lcl|AMXB01000025.1_prot_ENO78743.1_2768
OG0000018	GNJGOIBN_01435	lcl|AMXB01000029.1_prot_ENO77786.1_3043
OG0000021	GNJGOIBN_00164	lcl|AMXB01000043.1_prot_ENO76133.1_3675
OG0000022	GNJGOIBN_01483, GNJGOIBN_01441, GNJGOIBN_01652, GNJGOIBN_00165	lcl|AMXB01000043.1_prot_ENO76134.1_3676
OG0000023	GNJGOIBN_01828, GNJGOIBN_02729	lcl|AMXB01000041.1_prot_ENO76265.1_3603
OG0000024	GNJGOIBN_00161	lcl|AMXB01000008.1_prot_ENO82014.1_1242
OG0000025	GNJGOIBN_01396	lcl|AMXB01000004.1_prot_ENO82587.1_546
OG0000025	GNJGOIBN_01398	lcl|AMXB01000004.1_prot_ENO82564.1_523
