Orthogroup	2767802316	2506520024
OG0000000	GNJGOIBN_03738	2506672246
OG0000000	GNJGOIBN_03238	2506671670, 2506671409
OG0000000	GNJGOIBN_02184, GNJGOIBN_02038	2506669499
OG0000000	GNJGOIBN_01089	2506670695, 2506671840, 2506669459
OG0000000	GNJGOIBN_02784	2506669364, 2506672081, 2506671112, 2506670856
OG0000000	GNJGOIBN_02552	2506671369
OG0000001	GNJGOIBN_02783	2506670855
OG0000001	GNJGOIBN_02617, GNJGOIBN_02623	2506669501
OG0000003	GNJGOIBN_02279	2506670353, 2506670217, 2506672109, 2506671829, 2506671216, 2506669899, 2506670308, 2506669575, 2506671675, 2506670873, 2506671766, 2506671448, 2506671347, 2506669958, 2506672168, 2506670198, 2506671975, 2506672032, 2506670204, 2506670602, 2506671955, 2506669750, 2506670201, 2506670647, 2506670812, 2506672026, 2506671671, 2506669411
OG0000007	GNJGOIBN_01682	2506671603
OG0000007	GNJGOIBN_02413	2506670296, 2506670300
OG0000007	GNJGOIBN_03861	2506672436
OG0000008	GNJGOIBN_01073, GNJGOIBN_01777	2506670553
OG0000009	GNJGOIBN_03297	2506671496
OG0000009	GNJGOIBN_00092, GNJGOIBN_01325, GNJGOIBN_00841	2506669865
OG0000010	GNJGOIBN_03713	2506669966, 2506670233, 2506672138
OG0000012	GNJGOIBN_01654	2506670781
OG0000012	GNJGOIBN_01708	2506672465
OG0000013	GNJGOIBN_00130	2506670749, 2506669724, 2506670582, 2506672027, 2506670785, 2506670326, 2506670367, 2506670677, 2506670899, 2506669832, 2506669843, 2506670287, 2506671018, 2506670416, 2506671161, 2506671502, 2506670817, 2506672447, 2506671665
OG0000014	GNJGOIBN_00241, GNJGOIBN_03111	2506670652, 2506670651
OG0000018	GNJGOIBN_01077	2506670550
OG0000020	GNJGOIBN_00622	2506670480
OG0000021	GNJGOIBN_01653	2506670782
OG0000022	GNJGOIBN_01652, GNJGOIBN_00165	2506670783
OG0000025	GNJGOIBN_01396	2506670072
OG0000025	GNJGOIBN_01398	2506670070
OG0000026	GNJGOIBN_02406	2506670294
OG0000027	GNJGOIBN_01057, GNJGOIBN_02053, GNJGOIBN_02031, GNJGOIBN_03430	2506670423
OG0000028	GNJGOIBN_00199, GNJGOIBN_00756	2506670682
OG0000031	GNJGOIBN_00504	2506669389, 2506670285
OG0000032	GNJGOIBN_02442	2506672150, 2506672744, 2506670402, 2506669555, 2506671836, 2506671128, 2506670545, 2506670679, 2506671977
OG0000033	GNJGOIBN_00959, GNJGOIBN_01176	2506671563
OG0000036	GNJGOIBN_00722	2506669688
OG0000036	GNJGOIBN_02274	2506669884
OG0000037	GNJGOIBN_01444, GNJGOIBN_01503	2506670173
OG0000037	GNJGOIBN_01174	2506670324
OG0000038	GNJGOIBN_01149, GNJGOIBN_01150	2506670542, 2506670531, 2506672294
OG0000039	GNJGOIBN_04335	2506672341
OG0000039	GNJGOIBN_03498, GNJGOIBN_03448	2506671918
OG0000040	GNJGOIBN_02019	2506672235
OG0000042	GNJGOIBN_00750	2506671802
OG0000042	GNJGOIBN_00041	2506669625
OG0000043	GNJGOIBN_01992	2506671737
OG0000043	GNJGOIBN_00999	2506669837, 2506672203
OG0000044	GNJGOIBN_02838	2506669879
OG0000045	GNJGOIBN_02914	2506672552
OG0000045	GNJGOIBN_03131	2506671072
OG0000049	GNJGOIBN_03138, GNJGOIBN_00875	2506669657
OG0000050	GNJGOIBN_00149	2506671573
OG0000051	GNJGOIBN_01570	2506672175
OG0000051	GNJGOIBN_01207	2506670710
OG0000052	GNJGOIBN_00946	2506672590
OG0000052	GNJGOIBN_00801	2506671827
OG0000057	GNJGOIBN_00078, GNJGOIBN_00077	2506669527
OG0000058	GNJGOIBN_00484	2506672230
OG0000058	GNJGOIBN_03320	2506669694
OG0000059	GNJGOIBN_02745	2506670794
OG0000059	GNJGOIBN_03026	2506670538
OG0000060	GNJGOIBN_02067	2506670841
OG0000061	GNJGOIBN_00150, GNJGOIBN_00160	2506671572
OG0000062	GNJGOIBN_03896	2506671681
OG0000062	GNJGOIBN_03895	2506671682
OG0000063	GNJGOIBN_02364, GNJGOIBN_03119	2506671998
OG0000064	GNJGOIBN_02092, GNJGOIBN_02093	2506672110
OG0000070	GNJGOIBN_00388	2506669473
OG0000071	GNJGOIBN_01476, GNJGOIBN_02925	2506669715
OG0000072	GNJGOIBN_03611	2506669890, 2506670264, 2506671772, 2506672649, 2506672139, 2506672140
OG0000073	GNJGOIBN_01305, GNJGOIBN_01306	2506670424
OG0000074	GNJGOIBN_01378, GNJGOIBN_03296	2506670535
OG0000075	GNJGOIBN_03888, GNJGOIBN_02893	2506671037
OG0000076	GNJGOIBN_03125, GNJGOIBN_03421	2506671192
OG0000077	GNJGOIBN_02859	2506671333
OG0000078	GNJGOIBN_03292	2506672555
OG0000083	GNJGOIBN_04343, GNJGOIBN_02839	2506669363
OG0000084	GNJGOIBN_01333	2506669453
OG0000085	GNJGOIBN_00757	2506670680, 2506669844, 2506672009, 2506670512
OG0000087	GNJGOIBN_03188, GNJGOIBN_02084	2506670733
OG0000088	GNJGOIBN_02063	2506670846
OG0000089	GNJGOIBN_01812, GNJGOIBN_02061, GNJGOIBN_01633	2506671139, 2506672340
OG0000090	GNJGOIBN_01846	2506671405
OG0000091	GNJGOIBN_00147	2506671584
OG0000092	GNJGOIBN_00146	2506671585
OG0000093	GNJGOIBN_02480	2506671694
OG0000094	GNJGOIBN_00157	2506671704
OG0000095	GNJGOIBN_00991, GNJGOIBN_02947, GNJGOIBN_02549	2506672094
OG0000105	GNJGOIBN_01759	2506672083
OG0000105	GNJGOIBN_00579	2506669406
OG0000107	GNJGOIBN_03517	2506672742, 2506669667
OG0000108	GNJGOIBN_02522	2506670409, 2506671789
OG0000109	GNJGOIBN_03942	2506672055
OG0000109	GNJGOIBN_03419	2506671194, 2506670260
OG0000110	GNJGOIBN_03170	2506672177, 2506670273
OG0000111	GNJGOIBN_01776, GNJGOIBN_01775	2506670335
OG0000112	GNJGOIBN_00385	2506670708, 2506672292, 2506671182, 2506671177
OG0000113	GNJGOIBN_01050	2506672276, 2506671581, 2506670726
OG0000114	GNJGOIBN_02572, GNJGOIBN_02573	2506670903, 2506671111
OG0000115	GNJGOIBN_01842, GNJGOIBN_03330	2506671458
OG0000116	GNJGOIBN_00158	2506671703
OG0000117	GNJGOIBN_01700, GNJGOIBN_01959	2506671847
OG0000118	GNJGOIBN_01701, GNJGOIBN_01958	2506671848
OG0000119	GNJGOIBN_01957	2506671849
OG0000120	GNJGOIBN_01039, GNJGOIBN_01547	2506671964
OG0000121	GNJGOIBN_01929	2506672056
OG0000122	GNJGOIBN_01329, GNJGOIBN_01872	2506672236
OG0000123	GNJGOIBN_01345	2506672510
OG0000124	GNJGOIBN_01346	2506672511
OG0000125	GNJGOIBN_01065, GNJGOIBN_01064	2506672745
OG0000136	GNJGOIBN_00196	2506669437
OG0000136	GNJGOIBN_00753	2506670685
OG0000139	GNJGOIBN_04332	2506672151, 2506669722, 2506671150
OG0000140	GNJGOIBN_02971	2506672452
OG0000141	GNJGOIBN_03429	2506672668, 2506670862, 2506670863, 2506670299
OG0000142	GNJGOIBN_00628	2506670485, 2506671500, 2506670869, 2506670370
OG0000143	GNJGOIBN_01076	2506670551
OG0000144	GNJGOIBN_01166	2506672593, 2506670557, 2506672753, 2506670556, 2506672755, 2506672761
OG0000146	GNJGOIBN_00384	2506670709, 2506672293, 2506671176, 2506671181
OG0000147	GNJGOIBN_02824	2506670982
OG0000149	GNJGOIBN_00007, GNJGOIBN_04209	2506671610
OG0000150	GNJGOIBN_00159	2506671702
OG0000152	GNJGOIBN_00944	2506672588
OG0000153	GNJGOIBN_01283, GNJGOIBN_03306	2506672053
OG0000154	GNJGOIBN_03798, GNJGOIBN_03796	2506672072
OG0000155	GNJGOIBN_02314	2506672686, 2506672179, 2506672760, 2506672759
OG0000156	GNJGOIBN_01353	2506672408
OG0000158	GNJGOIBN_03669	2506672604
OG0000159	GNJGOIBN_00805	2506672667
OG0000160	GNJGOIBN_02313	2506672748, 2506672750, 2506672749, 2506672756
OG0000168	GNJGOIBN_02275	2506672560, 2506669361
OG0000169	GNJGOIBN_04355	2506669414
OG0000170	GNJGOIBN_04387, GNJGOIBN_03006	2506669436
OG0000173	GNJGOIBN_03356	2506669926, 2506670278
OG0000174	GNJGOIBN_04080	2506670943, 2506669933, 2506670455
OG0000175	GNJGOIBN_02126, GNJGOIBN_03449	2506669948
OG0000176	GNJGOIBN_03273	2506669972
OG0000177	GNJGOIBN_04156	2506670134
OG0000178	GNJGOIBN_03164, GNJGOIBN_02456	2506670311
OG0000179	GNJGOIBN_00608	2506670467
OG0000179	GNJGOIBN_00607	2506672219
