Orthogroup	2687453699	2506520024
OG0000000	PEBOPBNB_00160, PEBOPBNB_00161	2506669534, 2506669830, 2506670515
OG0000000	PEBOPBNB_03032	2506669364, 2506672081, 2506671112, 2506670856
OG0000001	PEBOPBNB_03030	2506670855
OG0000001	PEBOPBNB_00339	2506671842, 2506670514
OG0000001	PEBOPBNB_02650	2506669501
OG0000007	PEBOPBNB_02536	2506671603
OG0000007	PEBOPBNB_00294	2506672436
OG0000008	PEBOPBNB_01610, PEBOPBNB_02959	2506670553
OG0000009	PEBOPBNB_02507	2506671496
OG0000009	PEBOPBNB_00533, PEBOPBNB_00532	2506669865
OG0000010	PEBOPBNB_01524	2506671410, 2506672508, 2506670257, 2506669954, 2506670117
OG0000011	PEBOPBNB_03352, PEBOPBNB_03340, PEBOPBNB_03357, PEBOPBNB_02792, PEBOPBNB_01682, PEBOPBNB_01681, PEBOPBNB_03355, PEBOPBNB_03356, PEBOPBNB_01685	2506672719, 2506670347, 2506670350
OG0000012	PEBOPBNB_01389	2506672465
OG0000014	PEBOPBNB_01894, PEBOPBNB_01443	2506670652, 2506670651
OG0000020	PEBOPBNB_01144	2506670480
OG0000024	PEBOPBNB_03738	2506669883
OG0000025	PEBOPBNB_03569	2506670072
OG0000025	PEBOPBNB_03567, PEBOPBNB_00521	2506670070
OG0000026	PEBOPBNB_01916	2506670294
OG0000027	PEBOPBNB_00169, PEBOPBNB_02898, PEBOPBNB_02172	2506670423
OG0000028	PEBOPBNB_02419, PEBOPBNB_02904	2506672297
OG0000031	PEBOPBNB_00552	2506672722, 2506671047
OG0000031	PEBOPBNB_03133, PEBOPBNB_02626	2506669389, 2506670285
OG0000032	PEBOPBNB_02580	2506672150, 2506672744, 2506670402, 2506669555, 2506671836, 2506671128, 2506670545, 2506670679, 2506671977
OG0000033	PEBOPBNB_01375, PEBOPBNB_02088, PEBOPBNB_02073	2506671563
OG0000036	PEBOPBNB_01743	2506669688
OG0000036	PEBOPBNB_02679	2506669884
OG0000037	PEBOPBNB_02932	2506670173
OG0000037	PEBOPBNB_02071	2506670324
OG0000038	PEBOPBNB_01409, PEBOPBNB_01410	2506670542, 2506670531, 2506672294
OG0000039	PEBOPBNB_01057	2506672341
OG0000039	PEBOPBNB_01120	2506671083
OG0000042	PEBOPBNB_01765	2506671802
OG0000042	PEBOPBNB_01001	2506669625
OG0000043	PEBOPBNB_01508	2506671737
OG0000043	PEBOPBNB_01182	2506669837, 2506672203
OG0000044	PEBOPBNB_02472	2506669879
OG0000045	PEBOPBNB_02298	2506672552
OG0000045	PEBOPBNB_03632, PEBOPBNB_03757	2506671072
OG0000046	PEBOPBNB_00091	2506671631
OG0000049	PEBOPBNB_00922, PEBOPBNB_01857, PEBOPBNB_00613	2506669657
OG0000050	PEBOPBNB_00476	2506671573
OG0000051	PEBOPBNB_01959	2506672175
OG0000051	PEBOPBNB_02604	2506670710
OG0000052	PEBOPBNB_00985	2506672590
OG0000052	PEBOPBNB_01813	2506671827
OG0000057	PEBOPBNB_00685, PEBOPBNB_00882	2506669527
OG0000058	PEBOPBNB_01224	2506672230
