Orthogroup	2687453699	2767802455
OG0000000	PEBOPBNB_00161	NHBDKAOG_00465
OG0000000	PEBOPBNB_03180	NHBDKAOG_01585
OG0000000	PEBOPBNB_03032	NHBDKAOG_03814, NHBDKAOG_01839, NHBDKAOG_04710
OG0000001	PEBOPBNB_03030	NHBDKAOG_01601
OG0000001	PEBOPBNB_00339	NHBDKAOG_04607
OG0000005	PEBOPBNB_02063	NHBDKAOG_00123
OG0000005	PEBOPBNB_01526, PEBOPBNB_03330, PEBOPBNB_03354, PEBOPBNB_00692, PEBOPBNB_03435, PEBOPBNB_03181	NHBDKAOG_01584
OG0000006	PEBOPBNB_03770	NHBDKAOG_04184
OG0000007	PEBOPBNB_02536	NHBDKAOG_02492
OG0000007	PEBOPBNB_00294	NHBDKAOG_00803
OG0000008	PEBOPBNB_03288	NHBDKAOG_03567
OG0000008	PEBOPBNB_02959	NHBDKAOG_03164
OG0000009	PEBOPBNB_02507	NHBDKAOG_01970
OG0000010	PEBOPBNB_01524	NHBDKAOG_03611
OG0000012	PEBOPBNB_02954	NHBDKAOG_02831
OG0000014	PEBOPBNB_01894	NHBDKAOG_03919, NHBDKAOG_02894
OG0000018	PEBOPBNB_01529	NHBDKAOG_00335
OG0000018	PEBOPBNB_00089	NHBDKAOG_00147
OG0000019	PEBOPBNB_02860	NHBDKAOG_00827
OG0000019	PEBOPBNB_03299	NHBDKAOG_04727
OG0000020	PEBOPBNB_02619	NHBDKAOG_03573
OG0000020	PEBOPBNB_03336	NHBDKAOG_03201
OG0000022	PEBOPBNB_02952	NHBDKAOG_04180
OG0000024	PEBOPBNB_00462	NHBDKAOG_04135, NHBDKAOG_02839, NHBDKAOG_04233, NHBDKAOG_04136
OG0000025	PEBOPBNB_03569	NHBDKAOG_02905
OG0000025	PEBOPBNB_03567	NHBDKAOG_02903
OG0000026	PEBOPBNB_03517	NHBDKAOG_02636
OG0000026	PEBOPBNB_00711	NHBDKAOG_03636
OG0000026	PEBOPBNB_01916	NHBDKAOG_00997
OG0000027	PEBOPBNB_00169	NHBDKAOG_03174
OG0000027	PEBOPBNB_02172	NHBDKAOG_01356
OG0000028	PEBOPBNB_02904	NHBDKAOG_03851
OG0000029	PEBOPBNB_00513	NHBDKAOG_03968, NHBDKAOG_00536, NHBDKAOG_04664, NHBDKAOG_00551, NHBDKAOG_03967, NHBDKAOG_03969, NHBDKAOG_04839, NHBDKAOG_02864, NHBDKAOG_01399, NHBDKAOG_00474, NHBDKAOG_03952, NHBDKAOG_02438
OG0000030	PEBOPBNB_01586	NHBDKAOG_03197
OG0000031	PEBOPBNB_03133, PEBOPBNB_02626	NHBDKAOG_04579
OG0000033	PEBOPBNB_01375	NHBDKAOG_00492
OG0000033	PEBOPBNB_02073	NHBDKAOG_03095
OG0000034	PEBOPBNB_01207	NHBDKAOG_00590
OG0000036	PEBOPBNB_01743	NHBDKAOG_03455
OG0000036	PEBOPBNB_02679	NHBDKAOG_02117
OG0000037	PEBOPBNB_02932	NHBDKAOG_02820
OG0000037	PEBOPBNB_02071	NHBDKAOG_03097
OG0000038	PEBOPBNB_01409	NHBDKAOG_02918
OG0000038	PEBOPBNB_01410	NHBDKAOG_02917
OG0000039	PEBOPBNB_01057	NHBDKAOG_04718
OG0000039	PEBOPBNB_01120	NHBDKAOG_02882
OG0000041	PEBOPBNB_01532	NHBDKAOG_00937, NHBDKAOG_02796, NHBDKAOG_01033, NHBDKAOG_04661, NHBDKAOG_01129
OG0000042	PEBOPBNB_01765	NHBDKAOG_03391
OG0000042	PEBOPBNB_01001	NHBDKAOG_00537
OG0000043	PEBOPBNB_01508	NHBDKAOG_03018
OG0000043	PEBOPBNB_01182	NHBDKAOG_03256
OG0000044	PEBOPBNB_02472	NHBDKAOG_03430
OG0000045	PEBOPBNB_02298	NHBDKAOG_01546
OG0000046	PEBOPBNB_01527	NHBDKAOG_00333
OG0000046	PEBOPBNB_00079	NHBDKAOG_00150
OG0000047	PEBOPBNB_00126	NHBDKAOG_04831, NHBDKAOG_04823
OG0000049	PEBOPBNB_01857	NHBDKAOG_00436
OG0000049	PEBOPBNB_00613	NHBDKAOG_04492, NHBDKAOG_03143, NHBDKAOG_00033, NHBDKAOG_04347
OG0000050	PEBOPBNB_00476	NHBDKAOG_04143
OG0000051	PEBOPBNB_01959	NHBDKAOG_01188, NHBDKAOG_02785, NHBDKAOG_02786
OG0000051	PEBOPBNB_02604	NHBDKAOG_03061
OG0000052	PEBOPBNB_00985	NHBDKAOG_03676
OG0000053	PEBOPBNB_00573	NHBDKAOG_04119
OG0000053	PEBOPBNB_03616	NHBDKAOG_01490
OG0000054	PEBOPBNB_01285	NHBDKAOG_04041
OG0000057	PEBOPBNB_00685	NHBDKAOG_03255
