Orthogroup	2687453699	GCA_003332265.1
OG0000000	PEBOPBNB_03436, PEBOPBNB_03180, PEBOPBNB_03032, PEBOPBNB_00340	BFLDHLJO_00050
OG0000001	PEBOPBNB_03030	BFLDHLJO_00653
OG0000001	PEBOPBNB_00339	BFLDHLJO_00051
OG0000005	PEBOPBNB_02063	BFLDHLJO_02786
OG0000005	PEBOPBNB_02709, PEBOPBNB_01526, PEBOPBNB_03330, PEBOPBNB_03354, PEBOPBNB_00692, PEBOPBNB_03435, PEBOPBNB_03181, PEBOPBNB_00162, PEBOPBNB_02517	BFLDHLJO_03557
OG0000006	PEBOPBNB_03770	BFLDHLJO_02364
OG0000007	PEBOPBNB_02536	BFLDHLJO_02740
OG0000007	PEBOPBNB_00294	BFLDHLJO_00097
OG0000008	PEBOPBNB_03288	BFLDHLJO_02956
OG0000008	PEBOPBNB_02959	BFLDHLJO_02897
OG0000010	PEBOPBNB_01524	BFLDHLJO_00210
OG0000011	PEBOPBNB_03340, PEBOPBNB_03357, PEBOPBNB_02792	BFLDHLJO_03585
OG0000011	PEBOPBNB_01681, PEBOPBNB_03355	BFLDHLJO_03583
OG0000011	PEBOPBNB_03356	BFLDHLJO_03584
OG0000011	PEBOPBNB_01685	BFLDHLJO_03580
OG0000012	PEBOPBNB_02954	BFLDHLJO_02512
OG0000012	PEBOPBNB_01389	BFLDHLJO_02327
OG0000014	PEBOPBNB_01443	BFLDHLJO_00327
OG0000015	PEBOPBNB_03768	BFLDHLJO_02360
OG0000016	PEBOPBNB_03769	BFLDHLJO_02361
OG0000018	PEBOPBNB_01529	BFLDHLJO_00215
OG0000018	PEBOPBNB_00089	BFLDHLJO_00896
OG0000019	PEBOPBNB_02860	BFLDHLJO_00447
OG0000019	PEBOPBNB_03299	BFLDHLJO_02026
OG0000020	PEBOPBNB_03336	BFLDHLJO_02820
OG0000020	PEBOPBNB_01144	BFLDHLJO_01549
OG0000021	PEBOPBNB_02539	BFLDHLJO_01066
OG0000022	PEBOPBNB_02952	BFLDHLJO_02510
OG0000022	PEBOPBNB_02540	BFLDHLJO_01068
OG0000024	PEBOPBNB_00462	BFLDHLJO_01091
OG0000025	PEBOPBNB_03569, PEBOPBNB_03567, PEBOPBNB_00521	BFLDHLJO_04143
OG0000026	PEBOPBNB_00711	BFLDHLJO_03161
OG0000026	PEBOPBNB_01916	BFLDHLJO_02074
OG0000027	PEBOPBNB_00169	BFLDHLJO_03552
OG0000027	PEBOPBNB_02172	BFLDHLJO_03055
OG0000028	PEBOPBNB_02419	BFLDHLJO_03009
OG0000029	PEBOPBNB_00513	BFLDHLJO_00690
OG0000030	PEBOPBNB_01586	BFLDHLJO_01988
OG0000030	PEBOPBNB_01500	BFLDHLJO_02159
OG0000031	PEBOPBNB_00552	BFLDHLJO_02678
OG0000031	PEBOPBNB_03133	BFLDHLJO_02043
OG0000031	PEBOPBNB_02626	BFLDHLJO_00513
OG0000032	PEBOPBNB_02580	BFLDHLJO_00585
OG0000033	PEBOPBNB_02088	BFLDHLJO_02754
OG0000033	PEBOPBNB_02073	BFLDHLJO_02776
