Orthogroup	2687453699	2767802316
OG0000000	PEBOPBNB_03180	GNJGOIBN_02807
OG0000000	PEBOPBNB_03032	GNJGOIBN_02784
OG0000001	PEBOPBNB_03030	GNJGOIBN_02783
OG0000001	PEBOPBNB_02650	GNJGOIBN_02623
OG0000005	PEBOPBNB_02063	GNJGOIBN_01591
OG0000005	PEBOPBNB_01526, PEBOPBNB_03330, PEBOPBNB_03354, PEBOPBNB_00692, PEBOPBNB_03435, PEBOPBNB_03181	GNJGOIBN_02808
OG0000005	PEBOPBNB_00162, PEBOPBNB_02517	GNJGOIBN_02136
OG0000007	PEBOPBNB_02536	GNJGOIBN_01682
OG0000007	PEBOPBNB_00294	GNJGOIBN_03861
OG0000008	PEBOPBNB_03288	GNJGOIBN_03946
OG0000008	PEBOPBNB_02959	GNJGOIBN_01777
OG0000009	PEBOPBNB_02507	GNJGOIBN_03297
OG0000009	PEBOPBNB_00533	GNJGOIBN_00092
OG0000009	PEBOPBNB_00532	GNJGOIBN_01325
OG0000012	PEBOPBNB_02954	GNJGOIBN_00163, GNJGOIBN_01481
OG0000012	PEBOPBNB_01389	GNJGOIBN_01708
OG0000014	PEBOPBNB_01894	GNJGOIBN_00241
OG0000018	PEBOPBNB_01529	GNJGOIBN_02009
OG0000018	PEBOPBNB_00089	GNJGOIBN_01435
OG0000019	PEBOPBNB_02860	GNJGOIBN_02080
OG0000020	PEBOPBNB_02619	GNJGOIBN_02047
OG0000020	PEBOPBNB_03336	GNJGOIBN_02862
OG0000020	PEBOPBNB_01144	GNJGOIBN_00622
OG0000021	PEBOPBNB_02539	GNJGOIBN_00164
OG0000022	PEBOPBNB_02952	GNJGOIBN_01483, GNJGOIBN_01441
OG0000024	PEBOPBNB_00462	GNJGOIBN_00161
OG0000025	PEBOPBNB_03569	GNJGOIBN_01396
OG0000025	PEBOPBNB_03567	GNJGOIBN_01398
OG0000026	PEBOPBNB_03517	GNJGOIBN_03532
OG0000026	PEBOPBNB_00711	GNJGOIBN_01642
OG0000026	PEBOPBNB_01916	GNJGOIBN_02406
OG0000027	PEBOPBNB_00169	GNJGOIBN_01057
OG0000027	PEBOPBNB_02898	GNJGOIBN_02053, GNJGOIBN_02031
OG0000027	PEBOPBNB_02172	GNJGOIBN_03430
OG0000029	PEBOPBNB_00513	GNJGOIBN_01756
OG0000030	PEBOPBNB_01586	GNJGOIBN_01059
OG0000030	PEBOPBNB_01500	GNJGOIBN_00011
OG0000031	PEBOPBNB_03133, PEBOPBNB_02626	GNJGOIBN_00504
OG0000032	PEBOPBNB_02580	GNJGOIBN_02442
OG0000033	PEBOPBNB_01375	GNJGOIBN_00959
OG0000033	PEBOPBNB_02073	GNJGOIBN_01176
