Orthogroup	2687453699	644736333
OG0000000	PEBOPBNB_03180	MCBBHCNB_03074
OG0000000	PEBOPBNB_03032	MCBBHCNB_03051
OG0000001	PEBOPBNB_03030	MCBBHCNB_03050
OG0000001	PEBOPBNB_02650	MCBBHCNB_02886
OG0000005	PEBOPBNB_02063	MCBBHCNB_01897
OG0000005	PEBOPBNB_01526, PEBOPBNB_03330, PEBOPBNB_03354, PEBOPBNB_00692, PEBOPBNB_03435, PEBOPBNB_03181	MCBBHCNB_03075
OG0000005	PEBOPBNB_00162, PEBOPBNB_02517	MCBBHCNB_02440
OG0000006	PEBOPBNB_03770	MCBBHCNB_00079, MCBBHCNB_02043, MCBBHCNB_04374, MCBBHCNB_01180, MCBBHCNB_01938, MCBBHCNB_03027, MCBBHCNB_02356, MCBBHCNB_02562, MCBBHCNB_01549, MCBBHCNB_04694, MCBBHCNB_01703, MCBBHCNB_02079, MCBBHCNB_00430, MCBBHCNB_01137, MCBBHCNB_04567
OG0000007	PEBOPBNB_02536	MCBBHCNB_01993
OG0000007	PEBOPBNB_00294	MCBBHCNB_04138
OG0000008	PEBOPBNB_03288	MCBBHCNB_04223
OG0000008	PEBOPBNB_02959	MCBBHCNB_02100
OG0000009	PEBOPBNB_02507	MCBBHCNB_03579
OG0000009	PEBOPBNB_00533	MCBBHCNB_00321
OG0000009	PEBOPBNB_00532	MCBBHCNB_01611
OG0000010	PEBOPBNB_01524	MCBBHCNB_00970
OG0000011	PEBOPBNB_03352, PEBOPBNB_03340, PEBOPBNB_03357, PEBOPBNB_02792, PEBOPBNB_01682, PEBOPBNB_01681, PEBOPBNB_03355, PEBOPBNB_03356, PEBOPBNB_01685	MCBBHCNB_00613
OG0000012	PEBOPBNB_02954	MCBBHCNB_00422, MCBBHCNB_01788
OG0000012	PEBOPBNB_01389	MCBBHCNB_02021
OG0000014	PEBOPBNB_01894	MCBBHCNB_00511
OG0000015	PEBOPBNB_03768	MCBBHCNB_00333, MCBBHCNB_01547, MCBBHCNB_00077, MCBBHCNB_04561, MCBBHCNB_02045, MCBBHCNB_01701, MCBBHCNB_02560, MCBBHCNB_02358, MCBBHCNB_02081, MCBBHCNB_01135, MCBBHCNB_01940, MCBBHCNB_00432, MCBBHCNB_04696, MCBBHCNB_01178, MCBBHCNB_04376, MCBBHCNB_03029, MCBBHCNB_01606, MCBBHCNB_02182, MCBBHCNB_00181, MCBBHCNB_03664
OG0000016	PEBOPBNB_03769	MCBBHCNB_04695, MCBBHCNB_01702, MCBBHCNB_04375, MCBBHCNB_02561, MCBBHCNB_01939, MCBBHCNB_00334, MCBBHCNB_02044, MCBBHCNB_00078, MCBBHCNB_01136, MCBBHCNB_00431, MCBBHCNB_02080, MCBBHCNB_02357, MCBBHCNB_03028, MCBBHCNB_01179, MCBBHCNB_01548, MCBBHCNB_04562
