Orthogroup	644736333	2767802316
OG0000000	MCBBHCNB_04024	GNJGOIBN_03738
OG0000000	MCBBHCNB_03514	GNJGOIBN_03238
OG0000000	MCBBHCNB_02488	GNJGOIBN_02184, GNJGOIBN_02038
OG0000000	MCBBHCNB_03074	GNJGOIBN_02807
OG0000000	MCBBHCNB_01367	GNJGOIBN_01089
OG0000000	MCBBHCNB_03051	GNJGOIBN_02784
OG0000001	MCBBHCNB_03050	GNJGOIBN_02783
OG0000001	MCBBHCNB_00167, MCBBHCNB_00185	GNJGOIBN_02617
OG0000001	MCBBHCNB_02886	GNJGOIBN_02623
OG0000003	MCBBHCNB_02579	GNJGOIBN_02279
OG0000004	MCBBHCNB_04340	GNJGOIBN_04077
OG0000004	MCBBHCNB_03513	GNJGOIBN_03237
OG0000004	MCBBHCNB_02840	GNJGOIBN_02570
OG0000004	MCBBHCNB_04231	GNJGOIBN_03954
OG0000005	MCBBHCNB_01897	GNJGOIBN_01591
OG0000005	MCBBHCNB_03075	GNJGOIBN_02808
OG0000005	MCBBHCNB_02440	GNJGOIBN_02136
OG0000007	MCBBHCNB_01993	GNJGOIBN_01682
OG0000007	MCBBHCNB_02703	GNJGOIBN_02413
OG0000007	MCBBHCNB_04138	GNJGOIBN_03861
OG0000008	MCBBHCNB_04223	GNJGOIBN_03946
OG0000008	MCBBHCNB_03177	GNJGOIBN_02907
OG0000008	MCBBHCNB_01351	GNJGOIBN_01073
OG0000008	MCBBHCNB_02100	GNJGOIBN_01777
OG0000008	MCBBHCNB_04528	GNJGOIBN_04243
OG0000009	MCBBHCNB_03579	GNJGOIBN_03297
OG0000009	MCBBHCNB_00321	GNJGOIBN_00092
OG0000009	MCBBHCNB_01611	GNJGOIBN_01325
OG0000009	MCBBHCNB_01107	GNJGOIBN_00841
OG0000010	MCBBHCNB_03999	GNJGOIBN_03713
OG0000012	MCBBHCNB_01972	GNJGOIBN_01654
OG0000012	MCBBHCNB_00422	GNJGOIBN_00163
OG0000012	MCBBHCNB_01788	GNJGOIBN_01481
OG0000012	MCBBHCNB_02021	GNJGOIBN_01708
OG0000013	MCBBHCNB_00389	GNJGOIBN_00130
OG0000014	MCBBHCNB_00511	GNJGOIBN_00241
OG0000014	MCBBHCNB_03385	GNJGOIBN_03111
OG0000017	MCBBHCNB_00438	GNJGOIBN_00174
OG0000017	MCBBHCNB_02635	GNJGOIBN_02332
OG0000017	MCBBHCNB_00774	GNJGOIBN_00497
OG0000017	MCBBHCNB_02091	GNJGOIBN_01768
OG0000017	MCBBHCNB_03169	GNJGOIBN_02898
OG0000017	MCBBHCNB_03031	GNJGOIBN_02764
OG0000018	MCBBHCNB_02323	GNJGOIBN_02009
OG0000018	MCBBHCNB_01355	GNJGOIBN_01077
OG0000018	MCBBHCNB_01757	GNJGOIBN_01435
OG0000019	MCBBHCNB_02385	GNJGOIBN_02080
OG0000020	MCBBHCNB_02348	GNJGOIBN_02047
OG0000020	MCBBHCNB_03129	GNJGOIBN_02862
OG0000020	MCBBHCNB_00893	GNJGOIBN_00622
OG0000021	MCBBHCNB_01789	GNJGOIBN_01482
OG0000021	MCBBHCNB_00423	GNJGOIBN_00164
OG0000021	MCBBHCNB_01971	GNJGOIBN_01653
OG0000022	MCBBHCNB_01790	GNJGOIBN_01483, GNJGOIBN_01441
OG0000022	MCBBHCNB_01970	GNJGOIBN_01652
OG0000022	MCBBHCNB_00424	GNJGOIBN_00165
OG0000023	MCBBHCNB_02139	GNJGOIBN_01828
OG0000023	MCBBHCNB_02992	GNJGOIBN_02729
OG0000024	MCBBHCNB_00420	GNJGOIBN_00161
OG0000025	MCBBHCNB_01680	GNJGOIBN_01396
OG0000025	MCBBHCNB_01682	GNJGOIBN_01398
OG0000026	MCBBHCNB_03806, MCBBHCNB_03651	GNJGOIBN_03532
OG0000026	MCBBHCNB_01960	GNJGOIBN_01642
OG0000026	MCBBHCNB_02696	GNJGOIBN_02406
OG0000027	MCBBHCNB_01334	GNJGOIBN_01057
OG0000027	MCBBHCNB_02354	GNJGOIBN_02053, GNJGOIBN_02031
OG0000027	MCBBHCNB_03705	GNJGOIBN_03430
OG0000028	MCBBHCNB_00481	GNJGOIBN_00199
OG0000028	MCBBHCNB_01036	GNJGOIBN_00756
