Orthogroup	644736333	2767802455
OG0000000	MCBBHCNB_02488	NHBDKAOG_03134
OG0000000	MCBBHCNB_03120	NHBDKAOG_01589
OG0000000	MCBBHCNB_03074	NHBDKAOG_01585
OG0000000	MCBBHCNB_01367	NHBDKAOG_00493
OG0000000	MCBBHCNB_03051	NHBDKAOG_03814, NHBDKAOG_01839, NHBDKAOG_04710
OG0000001	MCBBHCNB_03050	NHBDKAOG_01601
OG0000004	MCBBHCNB_04340	NHBDKAOG_01640
OG0000004	MCBBHCNB_02840	NHBDKAOG_01367
OG0000004	MCBBHCNB_04231	NHBDKAOG_02051
OG0000005	MCBBHCNB_01897	NHBDKAOG_00123
OG0000005	MCBBHCNB_03075	NHBDKAOG_01584
OG0000006	MCBBHCNB_04563, MCBBHCNB_00335	NHBDKAOG_02952
OG0000006	MCBBHCNB_00079, MCBBHCNB_02043, MCBBHCNB_04374, MCBBHCNB_01180, MCBBHCNB_01938, MCBBHCNB_03027, MCBBHCNB_02356, MCBBHCNB_02562, MCBBHCNB_01549, MCBBHCNB_04694, MCBBHCNB_01703, MCBBHCNB_02079, MCBBHCNB_00430, MCBBHCNB_01137, MCBBHCNB_04567	NHBDKAOG_04184
OG0000006	MCBBHCNB_01608, MCBBHCNB_02180, MCBBHCNB_00179, MCBBHCNB_03666	NHBDKAOG_02948
OG0000007	MCBBHCNB_01993	NHBDKAOG_02492
OG0000007	MCBBHCNB_02703	NHBDKAOG_02350
OG0000007	MCBBHCNB_04138	NHBDKAOG_00803
OG0000008	MCBBHCNB_04223	NHBDKAOG_03567
OG0000008	MCBBHCNB_03177	NHBDKAOG_01553
OG0000008	MCBBHCNB_01351	NHBDKAOG_03792
OG0000008	MCBBHCNB_02100	NHBDKAOG_03164
OG0000009	MCBBHCNB_03579	NHBDKAOG_01970
OG0000010	MCBBHCNB_03999	NHBDKAOG_04701
OG0000010	MCBBHCNB_00970	NHBDKAOG_03611
OG0000012	MCBBHCNB_01972	NHBDKAOG_04515
OG0000012	MCBBHCNB_01788	NHBDKAOG_02831
OG0000013	MCBBHCNB_00389	NHBDKAOG_03695
OG0000014	MCBBHCNB_00511	NHBDKAOG_03919, NHBDKAOG_02894
OG0000014	MCBBHCNB_03385	NHBDKAOG_02843
OG0000016	MCBBHCNB_03665, MCBBHCNB_00180, MCBBHCNB_01607, MCBBHCNB_02181	NHBDKAOG_02949
OG0000017	MCBBHCNB_00438	NHBDKAOG_02566
OG0000017	MCBBHCNB_02635	NHBDKAOG_02970, NHBDKAOG_02097
OG0000017	MCBBHCNB_02091	NHBDKAOG_03035
OG0000017	MCBBHCNB_03169	NHBDKAOG_03808
OG0000017	MCBBHCNB_03031	NHBDKAOG_03868, NHBDKAOG_02659
OG0000018	MCBBHCNB_02323	NHBDKAOG_00335
OG0000018	MCBBHCNB_01355	NHBDKAOG_03788, NHBDKAOG_03161
OG0000018	MCBBHCNB_01757	NHBDKAOG_00147
OG0000019	MCBBHCNB_02385	NHBDKAOG_00827
