gc_content gc_skew gc_culm
0.634 2.52365930599369 2.52365930599369
0.599 2.17028380634391 4.6939431123376
0.656 4.57317073170732 9.26711384404491
0.572 -3.4965034965035 5.77061034754142
0.548 -5.10948905109489 0.661121296446527
0.618 0.647249190938511 1.30837048738504
0.676 -3.25443786982249 -1.94606738243745
0.645 -2.01550387596899 -3.96157125840644
0.633 -2.3696682464455 -6.33123950485194
0.596 -6.04026845637584 -12.3715079612278
0.602 -0.664451827242525 -13.0359597884703
0.516 -6.2015503875969 -19.2375101760672
0.482 0 -19.2375101760672
0.671 -9.98509687034277 -29.22260704641
0.603 -9.12106135986733 -38.3436684062773
0.535535535535536 -8.41121495327103 -46.7548833595483
0.682 -18.475073313783 -65.2299566733313
0.616616616616617 -11.6883116883117 -76.918268361643
0.572 -1.04895104895105 -77.9672194105941
0.617 -5.02431118314425 -82.9915305937383
0.679 -10.4565537555228 -93.4480843492611
0.65 -10.4615384615385 -103.9096228108
0.635 -14.6456692913386 -118.555292102138
0.575 -9.21739130434783 -127.772683406486
0.606 -3.3003300330033 -131.073013439489
0.613613613613614 3.75203915171289 -127.320974287776
0.623 7.223113964687 -120.097860323089
0.55 2.54545454545455 -117.552405777635
0.563 -2.30905861456483 -119.8614643922
0.595 2.52100840336134 -117.340455988838
0.601 4.82529118136439 -112.515164807474
0.592 1.68918918918919 -110.825975618285
0.598 6.02006688963211 -104.805908728653
0.61 -3.27868852459016 -108.084597253243
0.57 2.10526315789474 -105.979334095348
0.573 -1.57068062827225 -107.55001472362
0.632 -2.53164556962025 -110.081660293241
0.574 -3.13588850174216 -113.217548794983
0.556556556556557 6.47482014388489 -106.742728651098
0.538 13.0111524163569 -93.731576234741
0.523 -4.01529636711281 -97.7468726018538
0.511 9.58904109589041 -88.1578315059634
0.555 -0.900900900900901 -89.0587324068643
0.501 -1.79640718562874 -90.855139592493
0.545 -8.25688073394495 -99.112020326438
0.602602602602603 5.3156146179402 -93.7964057084978
0.614 7.16612377850163 -86.6302819299962
0.642 7.16510903426791 -79.4651728957283
0.626 2.23642172523962 -77.2287511704886
0.567 -1.58730158730159 -78.8160527577902
0.62 -0.645161290322581 -79.4612140481128
0.617617617617618 -3.72771474878444 -83.1889287968972
0.585585585585586 5.2991452991453 -77.8897834977519
0.594 -8.75420875420875 -86.6439922519607
0.612 0.326797385620915 -86.3171948663398
0.623 -4.65489566613162 -90.9720905324714
0.61 7.21311475409836 -83.758975778373
0.607 6.75453047775947 -77.0044453006136
0.576 9.375 -67.6294453006136
0.589 7.30050933786078 -60.3289359627528
0.587 6.30323679727428 -54.0256991654785
0.684 -8.47953216374269 -62.5052313292212
0.582582582582583 1.3745704467354 -61.1306608824858
0.464 1.72413793103448 -59.4065229514513
0.574 9.75609756097561 -49.6504253904757
0.58 3.10344827586207 -46.5469771146136
0.631 0.792393026941363 -45.7545840876723
0.598 4.0133779264214 -41.7412061612509
0.547547547547548 -3.47349177330896 -45.2146979345598
0.487 2.6694045174538 -42.545293417106
0.539 -2.04081632653061 -44.5861097436367
0.505 -2.57425742574257 -47.1603671693792
0.57 -9.47368421052632 -56.6340513799055
0.61 0.327868852459016 -56.3061825274465
0.606 -4.29042904290429 -60.5966115703508
0.606 -6.6006600660066 -67.1972716363574
0.65 -8.30769230769231 -75.5049639440497
0.618 0.647249190938511 -74.8577147531112
0.622 -8.03858520900322 -82.8962999621144
0.614614614614615 -14.9837133550489 -97.8800133171633
0.618 -3.55987055016181 -101.439883867325
0.624 -11.8589743589744 -113.298858226299
0.583583583583584 -2.91595197255575 -116.214810198855
0.647647647647648 5.10046367851623 -111.114346520339
0.601 -2.82861896838602 -113.942965488725
0.635 -6.45669291338583 -120.399658402111
0.645 0.155038759689922 -120.244619642421
0.557 3.05206463195691 -117.192555010464
0.585 -5.2991452991453 -122.491700309609
0.586 -0.68259385665529 -123.174294166265
0.616 -7.14285714285714 -130.317151309122
0.628628628628629 -3.18471337579618 -133.501864684918
0.677 -5.1698670605613 -138.671731745479
0.677 -13.4416543574594 -152.113386102939
0.706 -10.4815864022663 -162.594972505205
0.652 -15.0306748466258 -177.625647351831
0.628 -15.6050955414013 -193.230742893232
0.659 -11.6843702579666 -204.915113151199
0.649 -13.0970724191063 -218.012185570305
0.645 -7.5968992248062 -225.609084795111
0.651 -7.52688172043011 -233.135966515541
0.615 -12.520325203252 -245.656291718793
0.63 -8.88888888888889 -254.545180607682
0.644 -12.111801242236 -266.656981849918
0.631 -20.7606973058637 -287.417679155782
0.588 -2.72108843537415 -290.138767591156
0.604 -1.98675496688742 -292.125522558043
0.604604604604605 5.62913907284768 -286.496383485196
0.578 -9.34256055363322 -295.838944038829
0.507 -0.591715976331361 -296.43066001516
0.661 1.66414523449319 -294.766514780667
0.564 -7.4468085106383 -302.213323291305
0.553 -7.77576853526221 -309.989091826568
0.5 6 -303.989091826568
0.507 -6.50887573964497 -310.497967566213
0.55955955955956 3.04114490161002 -307.456822664603
0.606 -1.32013201320132 -308.776954677804
0.623 2.08667736757624 -306.690277310228
0.597 -0.837520938023451 -307.527798248251
0.58 -1.37931034482759 -308.907108593079
0.587 0.851788756388416 -308.05531983669
0.583 0.857632933104631 -307.197686903586
0.645 20 -287.197686903586
0.634 15.4574132492114 -271.740273654374
0.528 -7.1969696969697 -278.937243351344
0.572 -9.44055944055944 -288.377802791903
0.508 -1.5748031496063 -289.95260594151
0.54954954954955 10.7468123861566 -279.205793555353
0.682 7.91788856304985 -271.287904992303
0.519 -9.05587668593449 -280.343781678238
0.593 10.9612141652614 -269.382567512976
0.556 0 -269.382567512976
