target_id	length	eff_length	est_counts	tpm
2767802316_GNJGOIBN_00001	1455	1304.92	25	0.541395
2767802316_GNJGOIBN_00002	225	85.8561	0	0
2767802316_GNJGOIBN_00003	198	63.8366	0	0
2767802316_GNJGOIBN_00004	726	575.917	0	0
2767802316_GNJGOIBN_00005	987	836.917	0	0
2767802316_GNJGOIBN_00006	837	686.917	0	0
2767802316_GNJGOIBN_00007	669	518.917	0	0
2767802316_GNJGOIBN_00008	1071	920.917	1	0.0306858
2767802316_GNJGOIBN_00009	564	413.959	245.022	16.7265
2767802316_GNJGOIBN_00010	1560	1409.92	47	0.942023
2767802316_GNJGOIBN_00011	1755	1604.92	8	0.140862
2767802316_GNJGOIBN_00012	333	184.582	0	0
2767802316_GNJGOIBN_00013	1722	1571.92	43	0.77303
2767802316_GNJGOIBN_00014	930	779.917	3	0.1087
2767802316_GNJGOIBN_00015	561	410.959	283	19.4601
2767802316_GNJGOIBN_00016	759	608.917	159	7.37898
2767802316_GNJGOIBN_00017	1773	1622.92	24	0.4179
2767802316_GNJGOIBN_00018	1035	884.917	4	0.127736
2767802316_GNJGOIBN_00019	1374	1223.92	39	0.900472
2767802316_GNJGOIBN_00020	780	629.917	2	0.089723
2767802316_GNJGOIBN_00021	762	611.917	8	0.369449
2767802316_GNJGOIBN_00022	1377	1226.92	4	0.0921302
2767802316_GNJGOIBN_00023	1683	1532.92	120	2.21218
2767802316_GNJGOIBN_00024	210	73.4463	18	6.92564
2767802316_GNJGOIBN_00025	1422	1271.92	83	1.84407
2767802316_GNJGOIBN_00026	1131	980.917	67	1.93019
2767802316_GNJGOIBN_00027	2469	2318.92	57	0.69462
2767802316_GNJGOIBN_00028	822	671.917	21	0.883204
2767802316_GNJGOIBN_00029	636	485.917	6	0.348936
2767802316_GNJGOIBN_00030	702	551.917	1	0.0512016
2767802316_GNJGOIBN_00031	1446	1295.92	0	0
2767802316_GNJGOIBN_00032	567	416.917	2	0.135562
2767802316_GNJGOIBN_00033	405	255.283	0	0
2767802316_GNJGOIBN_00034	357	208.13	1	0.135776
2767802316_GNJGOIBN_00035	1329	1178.92	9	0.215733
2767802316_GNJGOIBN_00036	792	641.917	4	0.176092
2767802316_GNJGOIBN_00037	762	611.917	4	0.184725
2767802316_GNJGOIBN_00038	684	533.917	26	1.37612
2767802316_GNJGOIBN_00039	2472	2321.92	22	0.267752
2767802316_GNJGOIBN_00040	2049	1898.92	179	2.66382
2767802316_GNJGOIBN_00041	2298	2147.92	92	1.2104
2767802316_GNJGOIBN_00042	76	8.66292	646.414	2108.65
2767802316_GNJGOIBN_00043	76	8.66292	200.125	652.82
2767802316_GNJGOIBN_00044	1560	1409.92	292	5.85257
2767802316_GNJGOIBN_00045	276	130.846	17	3.67151
2767802316_GNJGOIBN_00046	327	178.784	32	5.05801
2767802316_GNJGOIBN_00047	906	755.917	97	3.62623
2767802316_GNJGOIBN_00048	312	164.314	113	19.4339
2767802316_GNJGOIBN_00049	306	158.77	50	8.89936
2767802316_GNJGOIBN_00050	609	458.917	147	9.05191
2767802316_GNJGOIBN_00051	291	144.802	1407	274.585
2767802316_GNJGOIBN_00052	495	345.036	118	9.6644
2767802316_GNJGOIBN_00053	597	446.917	54	3.41448
2767802316_GNJGOIBN_00054	2994	2843.92	157	1.56006
2767802316_GNJGOIBN_00055	684	533.917	32	1.69369
2767802316_GNJGOIBN_00056	1917	1766.92	84.2092	1.34679
2767802316_GNJGOIBN_00057	2862	2711.92	15	0.156305
2767802316_GNJGOIBN_00058	1152	1001.92	9	0.253845
2767802316_GNJGOIBN_00059	705	554.917	5	0.254624
2767802316_GNJGOIBN_00060	333	184.582	8	1.22478
2767802316_GNJGOIBN_00061	768	617.917	5	0.228664
2767802316_GNJGOIBN_00062	912	761.917	3	0.111268
2767802316_GNJGOIBN_00063	2598	2447.92	115	1.32757
2767802316_GNJGOIBN_00064	450	300.036	6	0.565113
2767802316_GNJGOIBN_00065	1152	1001.92	7	0.197435
2767802316_GNJGOIBN_00066	1020	869.917	31	1.00703
2767802316_GNJGOIBN_00067	504	354.036	21	1.67621
2767802316_GNJGOIBN_00068	927	776.917	11	0.400106
2767802316_GNJGOIBN_00069	849	698.917	6	0.242596
2767802316_GNJGOIBN_00070	849	698.917	0	0
2767802316_GNJGOIBN_00071	909	758.917	6	0.223416
2767802316_GNJGOIBN_00072	1329	1178.92	50	1.19852
2767802316_GNJGOIBN_00073	636	485.917	7	0.407093
2767802316_GNJGOIBN_00074	2154	2003.92	13	0.183325
2767802316_GNJGOIBN_00075	1257	1106.92	10	0.255295
2767802316_GNJGOIBN_00076	1431	1280.92	14	0.308862
2767802316_GNJGOIBN_00077	1455	1304.92	12	0.25987
2767802316_GNJGOIBN_00078	1461	1310.92	10	0.215567
2767802316_GNJGOIBN_00079	1500	1349.92	21	0.439612
2767802316_GNJGOIBN_00080	348	199.273	13	1.84354
2767802316_GNJGOIBN_00081	396	246.409	13	1.49088
2767802316_GNJGOIBN_00082	438	288.066	20	1.96199
2767802316_GNJGOIBN_00083	1080	929.917	4	0.121555
2767802316_GNJGOIBN_00084	2025	1874.92	5	0.0753608
2767802316_GNJGOIBN_00085	1539	1388.92	2	0.0406922
2767802316_GNJGOIBN_00086	1239	1088.92	1	0.0259515
2767802316_GNJGOIBN_00087	1200	1049.92	3	0.0807465
2767802316_GNJGOIBN_00088	966	815.917	9	0.311712
2767802316_GNJGOIBN_00089	1059	908.917	66	2.052
2767802316_GNJGOIBN_00090	576	425.917	10	0.663487
2767802316_GNJGOIBN_00091	1071	920.917	38	1.16606
2767802316_GNJGOIBN_00092	1632	1481.92	204	3.89013
2767802316_GNJGOIBN_00093	177	48.4948	16	9.32358
2767802316_GNJGOIBN_00094	816	665.917	22	0.933598
2767802316_GNJGOIBN_00095	1326	1175.92	15	0.360472
2767802316_GNJGOIBN_00096	1395	1244.92	6	0.136197
2767802316_GNJGOIBN_00097	852	701.917	12	0.483118
2767802316_GNJGOIBN_00098	2055	1904.92	22	0.326365
2767802316_GNJGOIBN_00099	1182	1031.92	4	0.10954
2767802316_GNJGOIBN_00100	3171	3020.92	18	0.16838
2767802316_GNJGOIBN_00101	675	524.917	25.0909	1.35077
2767802316_GNJGOIBN_00102	2565	2414.92	31	0.362758
2767802316_GNJGOIBN_00103	651	500.917	49.8714	2.81347
2767802316_GNJGOIBN_00104	1248	1097.92	45	1.15824
2767802316_GNJGOIBN_00105	225	85.8561	7	2.30401
2767802316_GNJGOIBN_00106	1104	953.917	16	0.473987
2767802316_GNJGOIBN_00107	615	464.917	3	0.182349
2767802316_GNJGOIBN_00108	798	647.917	8	0.348922
