OG0000007	NHBDKAOG_00803	2506670952
OG0000036	NHBDKAOG_02117	2506672561
OG0000130	NHBDKAOG_01704	BFLDHLJO_02790
OG0000130	NHBDKAOG_01704	CEKMHFBL_00528
OG0000130	NHBDKAOG_01704	BBLLADNB_00813
OG0000401	NHBDKAOG_03615	MCBBHCNB_00915
OG0000401	NHBDKAOG_03615	BFLDHLJO_02407
OG0000401	NHBDKAOG_03615	BBLLADNB_03469
OG0000415	NHBDKAOG_03644	MCBBHCNB_00903
OG0000415	NHBDKAOG_03644	BFLDHLJO_01557
OG0000415	NHBDKAOG_03644	CEKMHFBL_00216, CEKMHFBL_04022
OG0000434	NHBDKAOG_04567	PEBOPBNB_00724
OG0000447	NHBDKAOG_03345	MCBBHCNB_03087
OG0000447	NHBDKAOG_03345	BFLDHLJO_00658
OG0000447	NHBDKAOG_03345	CEKMHFBL_02663
OG0000447	NHBDKAOG_03345	BBLLADNB_02950
OG0001564	NHBDKAOG_03311	MCBBHCNB_03098
OG0001564	NHBDKAOG_03311	CEKMHFBL_00542
OG0001564	NHBDKAOG_03311	BBLLADNB_02034
OG0001614	NHBDKAOG_01518	BFLDHLJO_02133
OG0001614	NHBDKAOG_01518	CEKMHFBL_03798
OG0001614	NHBDKAOG_01518	BBLLADNB_02312
