target_id	length	eff_length	est_counts	tpm
2767802316_GNJGOIBN_00001	1455	1301.62	51	1.11099
2767802316_GNJGOIBN_00002	225	83.4608	2	0.679469
2767802316_GNJGOIBN_00003	198	61.8373	0	0
2767802316_GNJGOIBN_00004	726	572.617	0	0
2767802316_GNJGOIBN_00005	987	833.617	0	0
2767802316_GNJGOIBN_00006	837	683.617	1	0.0414772
2767802316_GNJGOIBN_00007	669	515.617	0	0
2767802316_GNJGOIBN_00008	1071	917.617	0	0
2767802316_GNJGOIBN_00009	564	410.617	456.017	31.4895
2767802316_GNJGOIBN_00010	1560	1406.62	33	0.665212
2767802316_GNJGOIBN_00011	1755	1601.62	9	0.159333
2767802316_GNJGOIBN_00012	333	181.684	1	0.156065
2767802316_GNJGOIBN_00013	1722	1568.62	113	2.0426
2767802316_GNJGOIBN_00014	930	776.617	9	0.328593
2767802316_GNJGOIBN_00015	561	407.617	20	1.39123
2767802316_GNJGOIBN_00016	759	605.617	33	1.54503
2767802316_GNJGOIBN_00017	1773	1619.62	9	0.157562
2767802316_GNJGOIBN_00018	1035	881.617	9	0.289457
2767802316_GNJGOIBN_00019	1374	1220.62	49	1.13825
2767802316_GNJGOIBN_00020	780	626.617	12	0.543002
2767802316_GNJGOIBN_00021	762	608.617	21	0.978357
2767802316_GNJGOIBN_00022	1377	1223.62	12	0.278072
2767802316_GNJGOIBN_00023	1683	1529.62	26	0.481962
2767802316_GNJGOIBN_00024	210	71.228	7	2.78657
2767802316_GNJGOIBN_00025	1422	1268.62	65	1.4528
2767802316_GNJGOIBN_00026	1131	977.617	65	1.88524
2767802316_GNJGOIBN_00027	2469	2315.62	73	0.893878
2767802316_GNJGOIBN_00028	822	668.617	33	1.39945
2767802316_GNJGOIBN_00029	636	482.617	19	1.11628
2767802316_GNJGOIBN_00030	702	548.617	4	0.206734
2767802316_GNJGOIBN_00031	1446	1292.62	3	0.0658072
2767802316_GNJGOIBN_00032	567	413.617	3	0.205658
2767802316_GNJGOIBN_00033	405	252.034	0	0
2767802316_GNJGOIBN_00034	357	204.89	0	0
2767802316_GNJGOIBN_00035	1329	1175.62	10	0.241188
2767802316_GNJGOIBN_00036	792	638.617	3	0.1332
2767802316_GNJGOIBN_00037	762	608.617	2	0.0931768
2767802316_GNJGOIBN_00038	684	530.617	19	1.0153
2767802316_GNJGOIBN_00039	2472	2318.62	33	0.403559
2767802316_GNJGOIBN_00040	2049	1895.62	226	3.38049
2767802316_GNJGOIBN_00041	2298	2144.62	74	0.978372
2767802316_GNJGOIBN_00042	76	7.43182	227.231	866.951
2767802316_GNJGOIBN_00043	76	7.43182	117.472	448.189
2767802316_GNJGOIBN_00044	1560	1406.62	444	8.95013
2767802316_GNJGOIBN_00045	276	127.977	37	8.19767
2767802316_GNJGOIBN_00046	327	175.846	67	10.8035
2767802316_GNJGOIBN_00047	906	752.617	189	7.12049
2767802316_GNJGOIBN_00048	312	161.425	189	33.1981
2767802316_GNJGOIBN_00049	306	155.65	79	14.3913
2767802316_GNJGOIBN_00050	609	455.617	329	20.4747
2767802316_GNJGOIBN_00051	291	141.686	2451	490.499
2767802316_GNJGOIBN_00052	495	341.727	126	10.4548
2767802316_GNJGOIBN_00053	597	443.617	71	4.53808
2767802316_GNJGOIBN_00054	2994	2840.62	234	2.33574
2767802316_GNJGOIBN_00055	684	530.617	71	3.79402
2767802316_GNJGOIBN_00056	1917	1763.62	133	2.1383
2767802316_GNJGOIBN_00057	2862	2708.62	46	0.48154
2767802316_GNJGOIBN_00058	1152	998.617	25	0.709844
2767802316_GNJGOIBN_00059	705	551.617	21	1.07945
2767802316_GNJGOIBN_00060	333	181.684	16	2.49704
2767802316_GNJGOIBN_00061	768	614.617	8	0.369069
2767802316_GNJGOIBN_00062	912	758.617	13	0.485895
2767802316_GNJGOIBN_00063	2598	2444.62	206.135	2.39091
