Orthogroup	2767802455	2767802316
OG0000000	NHBDKAOG_03134	GNJGOIBN_02184, GNJGOIBN_02038
OG0000000	NHBDKAOG_01585	GNJGOIBN_02807
OG0000000	NHBDKAOG_00493	GNJGOIBN_01089
OG0000000	NHBDKAOG_03814, NHBDKAOG_01839, NHBDKAOG_04710	GNJGOIBN_02784
OG0000000	NHBDKAOG_03221	GNJGOIBN_02552
OG0000001	NHBDKAOG_01601	GNJGOIBN_02783
OG0000004	NHBDKAOG_01640	GNJGOIBN_04077
OG0000004	NHBDKAOG_01367	GNJGOIBN_02570
OG0000004	NHBDKAOG_02051	GNJGOIBN_03954
OG0000005	NHBDKAOG_00123	GNJGOIBN_01591
OG0000005	NHBDKAOG_01584	GNJGOIBN_02808
OG0000007	NHBDKAOG_02492	GNJGOIBN_01682
OG0000007	NHBDKAOG_02350	GNJGOIBN_02413
OG0000007	NHBDKAOG_00803	GNJGOIBN_03861
OG0000008	NHBDKAOG_03567	GNJGOIBN_03946
OG0000008	NHBDKAOG_01553	GNJGOIBN_02907
OG0000008	NHBDKAOG_03792	GNJGOIBN_01073
OG0000008	NHBDKAOG_03164	GNJGOIBN_01777
OG0000009	NHBDKAOG_01970	GNJGOIBN_03297
OG0000010	NHBDKAOG_04701	GNJGOIBN_03713
OG0000012	NHBDKAOG_04515	GNJGOIBN_01654
OG0000012	NHBDKAOG_02831	GNJGOIBN_01481
OG0000013	NHBDKAOG_03695	GNJGOIBN_00130
OG0000014	NHBDKAOG_03919, NHBDKAOG_02894	GNJGOIBN_00241
OG0000014	NHBDKAOG_02843	GNJGOIBN_03111
OG0000017	NHBDKAOG_02566	GNJGOIBN_00174
OG0000017	NHBDKAOG_02970, NHBDKAOG_02097	GNJGOIBN_02332
OG0000017	NHBDKAOG_03035	GNJGOIBN_01768
OG0000017	NHBDKAOG_03808	GNJGOIBN_02898
OG0000017	NHBDKAOG_03868, NHBDKAOG_02659	GNJGOIBN_02764
OG0000018	NHBDKAOG_00335	GNJGOIBN_02009
OG0000018	NHBDKAOG_03788, NHBDKAOG_03161	GNJGOIBN_01077
OG0000018	NHBDKAOG_00147	GNJGOIBN_01435
OG0000019	NHBDKAOG_00827	GNJGOIBN_02080
OG0000020	NHBDKAOG_03573	GNJGOIBN_02047
OG0000020	NHBDKAOG_03201	GNJGOIBN_02862
OG0000021	NHBDKAOG_02830	GNJGOIBN_01482
OG0000021	NHBDKAOG_04514	GNJGOIBN_01653
OG0000022	NHBDKAOG_04180	GNJGOIBN_01483, GNJGOIBN_01441
OG0000022	NHBDKAOG_04513	GNJGOIBN_01652, GNJGOIBN_00165
OG0000023	NHBDKAOG_04501, NHBDKAOG_01482, NHBDKAOG_01483	GNJGOIBN_01828, GNJGOIBN_02729
OG0000024	NHBDKAOG_04135, NHBDKAOG_02839	GNJGOIBN_00161
OG0000025	NHBDKAOG_02905	GNJGOIBN_01396
OG0000025	NHBDKAOG_02903	GNJGOIBN_01398
OG0000026	NHBDKAOG_02636	GNJGOIBN_03532
