Orthogroup	2767802455	GCA_003332265.1
OG0000000	NHBDKAOG_01300, NHBDKAOG_04602, NHBDKAOG_00494, NHBDKAOG_01578, NHBDKAOG_04601, NHBDKAOG_04604, NHBDKAOG_04606, NHBDKAOG_03134, NHBDKAOG_01589, NHBDKAOG_01585, NHBDKAOG_00493, NHBDKAOG_03814, NHBDKAOG_01839, NHBDKAOG_04710, NHBDKAOG_03221, NHBDKAOG_00175	BFLDHLJO_00050
OG0000001	NHBDKAOG_01601	BFLDHLJO_00653
OG0000001	NHBDKAOG_04607	BFLDHLJO_00051
OG0000004	NHBDKAOG_01582, NHBDKAOG_02641, NHBDKAOG_02546, NHBDKAOG_03813	BFLDHLJO_00212
OG0000004	NHBDKAOG_01367	BFLDHLJO_04176
OG0000004	NHBDKAOG_02051	BFLDHLJO_02874, BFLDHLJO_04117
OG0000004	NHBDKAOG_03874, NHBDKAOG_03082, NHBDKAOG_02584, NHBDKAOG_03828, NHBDKAOG_04610, NHBDKAOG_00060, NHBDKAOG_04599, NHBDKAOG_01297	BFLDHLJO_01632
OG0000005	NHBDKAOG_00123	BFLDHLJO_02786
OG0000005	NHBDKAOG_01584	BFLDHLJO_03557
OG0000006	NHBDKAOG_02952	BFLDHLJO_02363, BFLDHLJO_02095, BFLDHLJO_02362
OG0000006	NHBDKAOG_04184	BFLDHLJO_02364
OG0000007	NHBDKAOG_02492	BFLDHLJO_02740
OG0000007	NHBDKAOG_02350	BFLDHLJO_00811
OG0000007	NHBDKAOG_00803	BFLDHLJO_00097
OG0000008	NHBDKAOG_03567	BFLDHLJO_02956
OG0000008	NHBDKAOG_01553	BFLDHLJO_03410
OG0000008	NHBDKAOG_03164	BFLDHLJO_02897
OG0000010	NHBDKAOG_03611	BFLDHLJO_00210, BFLDHLJO_02149
OG0000012	NHBDKAOG_02831	BFLDHLJO_02512
OG0000013	NHBDKAOG_03695	BFLDHLJO_03160
OG0000018	NHBDKAOG_00335	BFLDHLJO_00215
OG0000018	NHBDKAOG_00147	BFLDHLJO_00896
OG0000019	NHBDKAOG_00827	BFLDHLJO_00447
OG0000019	NHBDKAOG_02842	BFLDHLJO_03325
OG0000019	NHBDKAOG_04726	BFLDHLJO_02023
OG0000019	NHBDKAOG_04727	BFLDHLJO_02026
OG0000020	NHBDKAOG_03201	BFLDHLJO_02820
OG0000021	NHBDKAOG_02830	BFLDHLJO_02511
OG0000022	NHBDKAOG_04180	BFLDHLJO_02510
OG0000023	NHBDKAOG_03970	BFLDHLJO_00001
OG0000023	NHBDKAOG_04501, NHBDKAOG_01482, NHBDKAOG_01483	BFLDHLJO_00937
OG0000023	NHBDKAOG_00055, NHBDKAOG_00162	BFLDHLJO_01145
OG0000024	NHBDKAOG_04135, NHBDKAOG_02839, NHBDKAOG_04233, NHBDKAOG_04136	BFLDHLJO_01091
OG0000025	NHBDKAOG_02905, NHBDKAOG_02903	BFLDHLJO_04143
OG0000026	NHBDKAOG_03636	BFLDHLJO_03161
OG0000026	NHBDKAOG_00997	BFLDHLJO_02074
OG0000027	NHBDKAOG_03174	BFLDHLJO_03552
OG0000027	NHBDKAOG_01356	BFLDHLJO_03055
OG0000029	NHBDKAOG_03968, NHBDKAOG_00536, NHBDKAOG_04664, NHBDKAOG_00551, NHBDKAOG_03967, NHBDKAOG_03969, NHBDKAOG_04839, NHBDKAOG_02864, NHBDKAOG_01399, NHBDKAOG_00474	BFLDHLJO_00690
OG0000030	NHBDKAOG_03197	BFLDHLJO_01988
OG0000031	NHBDKAOG_04579	BFLDHLJO_02043, BFLDHLJO_00513
OG0000033	NHBDKAOG_03095	BFLDHLJO_02611, BFLDHLJO_02776
OG0000035	NHBDKAOG_02275	BFLDHLJO_00162
OG0000035	NHBDKAOG_04376	BFLDHLJO_02766
OG0000036	NHBDKAOG_03455	BFLDHLJO_01216
OG0000036	NHBDKAOG_02117	BFLDHLJO_01637
OG0000037	NHBDKAOG_02820	BFLDHLJO_02489
OG0000037	NHBDKAOG_03097	BFLDHLJO_02778
OG0000038	NHBDKAOG_02918	BFLDHLJO_00291
OG0000038	NHBDKAOG_02917	BFLDHLJO_00292
OG0000039	NHBDKAOG_02882	BFLDHLJO_03372
OG0000041	NHBDKAOG_00937, NHBDKAOG_02796, NHBDKAOG_01033, NHBDKAOG_04661, NHBDKAOG_01129	BFLDHLJO_00219
OG0000042	NHBDKAOG_03391	BFLDHLJO_01193
OG0000042	NHBDKAOG_00537	BFLDHLJO_01926
OG0000043	NHBDKAOG_03018	BFLDHLJO_02167
OG0000043	NHBDKAOG_03256	BFLDHLJO_01582
OG0000044	NHBDKAOG_03430	BFLDHLJO_01136
OG0000045	NHBDKAOG_01546	BFLDHLJO_03403
OG0000046	NHBDKAOG_00333	BFLDHLJO_00213
OG0000046	NHBDKAOG_00150	BFLDHLJO_00899
OG0000047	NHBDKAOG_01193	BFLDHLJO_03646
OG0000047	NHBDKAOG_04831, NHBDKAOG_04823	BFLDHLJO_00610
OG0000048	NHBDKAOG_04183	BFLDHLJO_02365
OG0000049	NHBDKAOG_00436	BFLDHLJO_03377
OG0000051	NHBDKAOG_01188, NHBDKAOG_02785, NHBDKAOG_02786	BFLDHLJO_01019
OG0000051	NHBDKAOG_03061	BFLDHLJO_01624
OG0000053	NHBDKAOG_04119	BFLDHLJO_02840
OG0000053	NHBDKAOG_01490	BFLDHLJO_00379
OG0000053	NHBDKAOG_01492	BFLDHLJO_02841
OG0000054	NHBDKAOG_04041	BFLDHLJO_04108
OG0000056	NHBDKAOG_04330, NHBDKAOG_03259, NHBDKAOG_00180, NHBDKAOG_02708, NHBDKAOG_00181, NHBDKAOG_00174, NHBDKAOG_03964, NHBDKAOG_04554, NHBDKAOG_00088, NHBDKAOG_02586	BFLDHLJO_03595
OG0000057	NHBDKAOG_03255, NHBDKAOG_04186	BFLDHLJO_03111
OG0000057	NHBDKAOG_04198	BFLDHLJO_03773
