Orthogroup	GCA_003332265.1	2506520024
OG0000000	BFLDHLJO_00050	2506669921, 2506669851, 2506670747, 2506670103, 2506671991, 2506671368, 2506670365, 2506671670, 2506671409, 2506669499, 2506670695, 2506671840, 2506669459, 2506669364, 2506672081, 2506671112, 2506670856, 2506672515, 2506671271, 2506670964, 2506671552, 2506670612, 2506671369, 2506670717, 2506670288, 2506670543, 2506670793, 2506670500, 2506671674, 2506669839
OG0000001	BFLDHLJO_00653	2506670855
OG0000001	BFLDHLJO_00051	2506671842, 2506670514
OG0000001	BFLDHLJO_03206	2506669501
OG0000003	BFLDHLJO_03582	2506670353, 2506670217, 2506672109, 2506671829, 2506671216, 2506669899, 2506670308, 2506669575, 2506671675, 2506670873, 2506671766, 2506671448, 2506671347, 2506669958, 2506672168, 2506670198, 2506671975, 2506672032, 2506670204, 2506670602, 2506671955, 2506669750, 2506670201, 2506670647, 2506670812, 2506672026, 2506671671, 2506669411
OG0000007	BFLDHLJO_02740	2506671603
OG0000007	BFLDHLJO_00811	2506670296, 2506670300
OG0000007	BFLDHLJO_00097	2506672436
OG0000007	BFLDHLJO_02882	2506671567
OG0000008	BFLDHLJO_02897	2506670553
OG0000010	BFLDHLJO_00210	2506671410, 2506672508, 2506670257, 2506669954, 2506670117
OG0000010	BFLDHLJO_02149	2506672127
OG0000011	BFLDHLJO_03585, BFLDHLJO_03583, BFLDHLJO_03584, BFLDHLJO_03580	2506672719, 2506670347, 2506670350
OG0000012	BFLDHLJO_02327	2506672465
OG0000013	BFLDHLJO_03160	2506670749, 2506669724, 2506670582, 2506672027, 2506670785, 2506670326, 2506670367, 2506670677, 2506670899, 2506669832, 2506669843, 2506670287, 2506671018, 2506670416, 2506671161, 2506671502, 2506670817, 2506672447, 2506671665
OG0000014	BFLDHLJO_00327, BFLDHLJO_03087	2506670652, 2506670651
OG0000020	BFLDHLJO_01611	2506672717
OG0000020	BFLDHLJO_01549	2506670480
OG0000025	BFLDHLJO_04143	2506670072, 2506670070
OG0000026	BFLDHLJO_02074	2506670294
OG0000027	BFLDHLJO_03552, BFLDHLJO_03055	2506670423
OG0000028	BFLDHLJO_03009	2506672297
OG0000031	BFLDHLJO_02678	2506672722, 2506671047
OG0000031	BFLDHLJO_02043, BFLDHLJO_00513	2506669389, 2506670285
OG0000032	BFLDHLJO_00585	2506672150, 2506672744, 2506670402, 2506669555, 2506671836, 2506671128, 2506670545, 2506670679, 2506671977
OG0000033	BFLDHLJO_02754, BFLDHLJO_02611, BFLDHLJO_02776	2506671563
OG0000036	BFLDHLJO_01216	2506669688
OG0000036	BFLDHLJO_01637	2506669884
OG0000037	BFLDHLJO_02489	2506670173
OG0000037	BFLDHLJO_02778	2506670324
OG0000038	BFLDHLJO_00293, BFLDHLJO_00291, BFLDHLJO_00292	2506670542, 2506670531, 2506672294
OG0000039	BFLDHLJO_03372	2506671083
OG0000042	BFLDHLJO_01193	2506671802
OG0000042	BFLDHLJO_01926	2506669625
OG0000043	BFLDHLJO_02167	2506671737
OG0000043	BFLDHLJO_01582	2506669837, 2506672203
OG0000044	BFLDHLJO_01136	2506669879
OG0000045	BFLDHLJO_03403	2506672552
OG0000045	BFLDHLJO_03667, BFLDHLJO_03224	2506671072
OG0000049	BFLDHLJO_03377	2506669657
OG0000051	BFLDHLJO_01019	2506672175
OG0000051	BFLDHLJO_01624	2506670710
OG0000052	BFLDHLJO_03290	2506671827
OG0000057	BFLDHLJO_03111, BFLDHLJO_03773	2506669527
OG0000058	BFLDHLJO_00396	2506672230
OG0000058	BFLDHLJO_03931	2506669694
OG0000059	BFLDHLJO_03040	2506670794
OG0000059	BFLDHLJO_02331	2506670538
OG0000060	BFLDHLJO_00428, BFLDHLJO_00435	2506670841
OG0000061	BFLDHLJO_03187	2506671173
OG0000062	BFLDHLJO_00029	2506671681
OG0000062	BFLDHLJO_00028	2506671682
OG0000063	BFLDHLJO_02567, BFLDHLJO_01518	2506671998
OG0000064	BFLDHLJO_00878	2506672110
OG0000070	BFLDHLJO_01591	2506669473
OG0000071	BFLDHLJO_02893	2506669715
OG0000072	BFLDHLJO_01815	2506669890, 2506670264, 2506671772, 2506672649, 2506672139, 2506672140
OG0000073	BFLDHLJO_00220	2506670424
OG0000074	BFLDHLJO_02240	2506670535
