target_id	length	eff_length	est_counts	tpm
2767802316_GNJGOIBN_00001	1455	1313.05	14	0.196773
2767802316_GNJGOIBN_00002	225	89.2232	0	0
2767802316_GNJGOIBN_00003	198	66.3898	0	0
2767802316_GNJGOIBN_00004	726	584.049	0	0
2767802316_GNJGOIBN_00005	987	845.049	0	0
2767802316_GNJGOIBN_00006	837	695.049	0	0
2767802316_GNJGOIBN_00007	669	527.049	0	0
2767802316_GNJGOIBN_00008	1071	929.049	1	0.0198646
2767802316_GNJGOIBN_00009	564	422.049	416.037	18.1924
2767802316_GNJGOIBN_00010	1560	1418.05	37	0.481537
2767802316_GNJGOIBN_00011	1755	1613.05	7	0.0800884
2767802316_GNJGOIBN_00012	333	191.746	1	0.0962481
2767802316_GNJGOIBN_00013	1722	1580.05	38	0.443846
2767802316_GNJGOIBN_00014	930	788.049	4	0.0936755
2767802316_GNJGOIBN_00015	561	419.049	36	1.58547
2767802316_GNJGOIBN_00016	759	617.049	20	0.598177
2767802316_GNJGOIBN_00017	1773	1631.05	14	0.158409
2767802316_GNJGOIBN_00018	1035	893.049	2	0.0413308
2767802316_GNJGOIBN_00019	1374	1232.05	30	0.449379
2767802316_GNJGOIBN_00020	780	638.049	3	0.0867734
2767802316_GNJGOIBN_00021	762	620.049	10	0.297641
2767802316_GNJGOIBN_00022	1377	1235.05	10	0.149429
2767802316_GNJGOIBN_00023	1683	1541.05	116	1.38919
2767802316_GNJGOIBN_00024	210	76.4247	23	5.5541
2767802316_GNJGOIBN_00025	1422	1280.05	86	1.23991
2767802316_GNJGOIBN_00026	1131	989.049	91	1.69802
2767802316_GNJGOIBN_00027	2469	2327.05	87	0.689975
2767802316_GNJGOIBN_00028	822	680.049	36	0.976971
2767802316_GNJGOIBN_00029	636	494.049	3	0.112065
2767802316_GNJGOIBN_00030	702	560.049	4	0.131811
2767802316_GNJGOIBN_00031	1446	1304.05	1	0.0141522
2767802316_GNJGOIBN_00032	567	425.049	2	0.0868381
2767802316_GNJGOIBN_00033	405	263.29	0	0
2767802316_GNJGOIBN_00034	357	215.502	0	0
2767802316_GNJGOIBN_00035	1329	1187.05	4	0.0621886
2767802316_GNJGOIBN_00036	792	650.049	0	0
2767802316_GNJGOIBN_00037	762	620.049	4	0.119057
2767802316_GNJGOIBN_00038	684	542.049	46	1.56617
2767802316_GNJGOIBN_00039	2472	2330.05	16	0.126729
2767802316_GNJGOIBN_00040	2049	1907.05	135	1.30645
2767802316_GNJGOIBN_00041	2298	2156.05	80	0.684779
