target_id	length	eff_length	est_counts	tpm
Reactor4-bin.4_CEKMHFBL_00001	795	646.167	0	0
Reactor4-bin.4_CEKMHFBL_00002	1155	1006.17	0	0
Reactor4-bin.4_CEKMHFBL_00003	1308	1159.17	0	0
Reactor4-bin.4_CEKMHFBL_00004	702	553.167	0	0
Reactor4-bin.4_CEKMHFBL_00005	1032	883.167	1	0.0276997
Reactor4-bin.4_CEKMHFBL_00006	2250	2101.17	2	0.0232856
Reactor4-bin.4_CEKMHFBL_00007	1320	1171.17	1	0.0208881
Reactor4-bin.4_CEKMHFBL_00008	990	841.167	0	0
Reactor4-bin.4_CEKMHFBL_00009	786	637.167	2	0.0767882
Reactor4-bin.4_CEKMHFBL_00010	198	64.885	0	0
Reactor4-bin.4_CEKMHFBL_00011	678	529.167	0	0
Reactor4-bin.4_CEKMHFBL_00012	768	619.167	3	0.118531
Reactor4-bin.4_CEKMHFBL_00013	636	487.167	2	0.100431
Reactor4-bin.4_CEKMHFBL_00014	1560	1411.17	1	0.0173356
Reactor4-bin.4_CEKMHFBL_00015	996	847.167	1	0.0288768
Reactor4-bin.4_CEKMHFBL_00016	1620	1471.17	0	0
Reactor4-bin.4_CEKMHFBL_00017	1095	946.167	2	0.0517106
Reactor4-bin.4_CEKMHFBL_00018	1179	1030.17	0	0
Reactor4-bin.4_CEKMHFBL_00019	861	712.167	0	0
Reactor4-bin.4_CEKMHFBL_00020	1086	937.167	1	0.0261036
Reactor4-bin.4_CEKMHFBL_00021	1554	1405.17	0	0
Reactor4-bin.4_CEKMHFBL_00022	1221	1072.17	0	0
Reactor4-bin.4_CEKMHFBL_00023	1941	1792.17	1	0.0136502
Reactor4-bin.4_CEKMHFBL_00024	1212	1063.17	0	0
Reactor4-bin.4_CEKMHFBL_00025	1926	1777.17	0	0
Reactor4-bin.4_CEKMHFBL_00026	1215	1066.17	0	0
Reactor4-bin.4_CEKMHFBL_00027	1317	1168.17	0	0
Reactor4-bin.4_CEKMHFBL_00028	1125	976.167	1	0.0250607
Reactor4-bin.4_CEKMHFBL_00029	1380	1231.17	0	0
Reactor4-bin.4_CEKMHFBL_00030	1329	1180.17	0	0
Reactor4-bin.4_CEKMHFBL_00031	975	826.167	1	0.0296108
Reactor4-bin.4_CEKMHFBL_00032	1212	1063.17	1	0.02301
Reactor4-bin.4_CEKMHFBL_00033	1470	1321.17	0	0
Reactor4-bin.4_CEKMHFBL_00034	1161	1012.17	0	0
Reactor4-bin.4_CEKMHFBL_00035	1239	1090.17	0	0
Reactor4-bin.4_CEKMHFBL_00036	918	769.167	0	0
Reactor4-bin.4_CEKMHFBL_00037	744	595.167	0	0
Reactor4-bin.4_CEKMHFBL_00038	792	643.167	0	0
Reactor4-bin.4_CEKMHFBL_00039	882	733.167	0	0
Reactor4-bin.4_CEKMHFBL_00040	1428	1279.17	0	0
Reactor4-bin.4_CEKMHFBL_00041	717	568.167	0	0
Reactor4-bin.4_CEKMHFBL_00042	1251	1102.17	0	0
Reactor4-bin.4_CEKMHFBL_00043	1773	1624.17	0	0
Reactor4-bin.4_CEKMHFBL_00044	222	84.0999	0	0
Reactor4-bin.4_CEKMHFBL_00045	1062	913.167	0	0
Reactor4-bin.4_CEKMHFBL_00046	2814	2665.17	0	0
Reactor4-bin.4_CEKMHFBL_00047	2325	2176.17	2	0.0224831
