Orthogroup	2506520024	2767802455
OG0000000	2506669534, 2506669830, 2506670515	NHBDKAOG_04722, NHBDKAOG_00465
OG0000000	2506669851	NHBDKAOG_01300
OG0000000	2506670747	NHBDKAOG_00494, NHBDKAOG_01578
OG0000000	2506669499	NHBDKAOG_03134
OG0000000	2506670695, 2506671840, 2506669459	NHBDKAOG_00493
OG0000000	2506671112	NHBDKAOG_03814
OG0000000	2506670856	NHBDKAOG_01839
OG0000000	2506671369	NHBDKAOG_03221
OG0000000	2506670717, 2506670288, 2506670543, 2506670793, 2506670500	NHBDKAOG_00175
OG0000001	2506670855	NHBDKAOG_04715, NHBDKAOG_01601
OG0000001	2506671842, 2506670514	NHBDKAOG_04607
OG0000007	2506671603	NHBDKAOG_02492
OG0000007	2506670296, 2506670300	NHBDKAOG_02350
OG0000007	2506672436	NHBDKAOG_00803
OG0000008	2506670553	NHBDKAOG_03792, NHBDKAOG_03164
OG0000009	2506671496	NHBDKAOG_01970
OG0000010	2506669966, 2506670233, 2506672138	NHBDKAOG_04701
OG0000010	2506671410, 2506672508, 2506670257, 2506669954, 2506670117, 2506672127	NHBDKAOG_03611
OG0000012	2506670781	NHBDKAOG_04515
OG0000013	2506670749, 2506669724, 2506670582, 2506672027, 2506670785, 2506670326, 2506670367, 2506670677, 2506670899, 2506669832, 2506669843, 2506670287, 2506671018, 2506670416, 2506671161, 2506671502, 2506670817, 2506672447, 2506671665	NHBDKAOG_03695
OG0000014	2506670652, 2506670651	NHBDKAOG_03919, NHBDKAOG_02894, NHBDKAOG_00189, NHBDKAOG_02843
OG0000018	2506670550	NHBDKAOG_03788, NHBDKAOG_03161
OG0000021	2506670782	NHBDKAOG_04514
OG0000022	2506670783	NHBDKAOG_04513
OG0000025	2506670072	NHBDKAOG_02905
OG0000025	2506670070	NHBDKAOG_02903
OG0000026	2506670294	NHBDKAOG_00997
OG0000027	2506670423	NHBDKAOG_03174, NHBDKAOG_01356
OG0000028	2506670682	NHBDKAOG_04052, NHBDKAOG_03385
OG0000028	2506672297	NHBDKAOG_03851
OG0000031	2506669389, 2506670285	NHBDKAOG_04579
OG0000032	2506672167	NHBDKAOG_04723
OG0000033	2506671563	NHBDKAOG_00492, NHBDKAOG_03095
OG0000036	2506669688	NHBDKAOG_03455
OG0000036	2506669884	NHBDKAOG_02117
OG0000037	2506670173	NHBDKAOG_02820
OG0000037	2506670324	NHBDKAOG_03097
OG0000038	2506670542, 2506670531, 2506672294	NHBDKAOG_02918, NHBDKAOG_02917
OG0000039	2506672341	NHBDKAOG_04718
OG0000039	2506671083	NHBDKAOG_02882
OG0000039	2506671918	NHBDKAOG_04609
OG0000040	2506672235	NHBDKAOG_03720, NHBDKAOG_02573
OG0000042	2506671802	NHBDKAOG_03391
OG0000042	2506669625	NHBDKAOG_00537
OG0000043	2506671737	NHBDKAOG_03018
OG0000043	2506669837, 2506672203	NHBDKAOG_03256
OG0000044	2506669879	NHBDKAOG_03430
OG0000045	2506672552	NHBDKAOG_01546
OG0000049	2506669657	NHBDKAOG_00436, NHBDKAOG_04492, NHBDKAOG_03143, NHBDKAOG_00033, NHBDKAOG_04347
OG0000050	2506671573	NHBDKAOG_04143
OG0000051	2506672175	NHBDKAOG_01188, NHBDKAOG_02785, NHBDKAOG_02786
OG0000051	2506670710	NHBDKAOG_03061
OG0000052	2506672590	NHBDKAOG_03676
OG0000057	2506669527	NHBDKAOG_03255, NHBDKAOG_04186, NHBDKAOG_04198
OG0000058	2506672230	NHBDKAOG_03839
OG0000058	2506669694	NHBDKAOG_01741
OG0000059	2506670794	NHBDKAOG_01926
OG0000060	2506670841	NHBDKAOG_02356
OG0000061	2506671572	NHBDKAOG_04142
OG0000062	2506671681	NHBDKAOG_00766
OG0000062	2506671682	NHBDKAOG_00767
OG0000063	2506671998	NHBDKAOG_02022, NHBDKAOG_03708
OG0000064	2506672110	NHBDKAOG_01801
OG0000070	2506669473	NHBDKAOG_02480
OG0000071	2506669715	NHBDKAOG_02671, NHBDKAOG_01320
OG0000072	2506669890, 2506670264, 2506671772, 2506672649, 2506672139, 2506672140	NHBDKAOG_04743, NHBDKAOG_01084
OG0000073	2506672207	NHBDKAOG_02321
OG0000073	2506670424	NHBDKAOG_03116
OG0000073	2506672208	NHBDKAOG_02320
