Orthogroup	2506520024	2687453699
OG0000000	2506669534, 2506669830, 2506670515	PEBOPBNB_00160, PEBOPBNB_00161
OG0000000	2506669364, 2506672081, 2506671112, 2506670856	PEBOPBNB_03032
OG0000001	2506670855	PEBOPBNB_03030
OG0000001	2506671842, 2506670514	PEBOPBNB_00339
OG0000001	2506669501	PEBOPBNB_02650
OG0000007	2506671603	PEBOPBNB_02536
OG0000007	2506672436	PEBOPBNB_00294
OG0000008	2506670553	PEBOPBNB_01610, PEBOPBNB_02959
OG0000009	2506671496	PEBOPBNB_02507
OG0000009	2506669865	PEBOPBNB_00533, PEBOPBNB_00532
OG0000010	2506671410, 2506672508, 2506670257, 2506669954, 2506670117	PEBOPBNB_01524
OG0000011	2506672719, 2506670347, 2506670350	PEBOPBNB_03352, PEBOPBNB_03340, PEBOPBNB_03357, PEBOPBNB_02792, PEBOPBNB_01682, PEBOPBNB_01681, PEBOPBNB_03355, PEBOPBNB_03356, PEBOPBNB_01685
OG0000012	2506672465	PEBOPBNB_01389
OG0000014	2506670652, 2506670651	PEBOPBNB_01894, PEBOPBNB_01443
OG0000020	2506670480	PEBOPBNB_01144
OG0000024	2506669883	PEBOPBNB_03738
OG0000025	2506670072	PEBOPBNB_03569
OG0000025	2506670070	PEBOPBNB_03567, PEBOPBNB_00521
OG0000026	2506670294	PEBOPBNB_01916
OG0000027	2506670423	PEBOPBNB_00169, PEBOPBNB_02898, PEBOPBNB_02172
OG0000028	2506672297	PEBOPBNB_02419, PEBOPBNB_02904
OG0000031	2506672722, 2506671047	PEBOPBNB_00552
OG0000031	2506669389, 2506670285	PEBOPBNB_03133, PEBOPBNB_02626
OG0000032	2506672150, 2506672744, 2506670402, 2506669555, 2506671836, 2506671128, 2506670545, 2506670679, 2506671977	PEBOPBNB_02580
OG0000033	2506671563	PEBOPBNB_01375, PEBOPBNB_02088, PEBOPBNB_02073
OG0000036	2506669688	PEBOPBNB_01743
OG0000036	2506669884	PEBOPBNB_02679
OG0000037	2506670173	PEBOPBNB_02932
OG0000037	2506670324	PEBOPBNB_02071
OG0000038	2506670542, 2506670531, 2506672294	PEBOPBNB_01409, PEBOPBNB_01410
OG0000039	2506672341	PEBOPBNB_01057
OG0000039	2506671083	PEBOPBNB_01120
OG0000042	2506671802	PEBOPBNB_01765
OG0000042	2506669625	PEBOPBNB_01001
OG0000043	2506671737	PEBOPBNB_01508
OG0000043	2506669837, 2506672203	PEBOPBNB_01182
OG0000044	2506669879	PEBOPBNB_02472
OG0000045	2506672552	PEBOPBNB_02298
OG0000045	2506671072	PEBOPBNB_03632, PEBOPBNB_03757
OG0000046	2506671631	PEBOPBNB_00091
OG0000049	2506669657	PEBOPBNB_00922, PEBOPBNB_01857, PEBOPBNB_00613
OG0000050	2506671573	PEBOPBNB_00476
OG0000051	2506672175	PEBOPBNB_01959
OG0000051	2506670710	PEBOPBNB_02604
OG0000052	2506672590	PEBOPBNB_00985
OG0000052	2506671827	PEBOPBNB_01813
OG0000057	2506669527	PEBOPBNB_00685, PEBOPBNB_00882
OG0000058	2506672230	PEBOPBNB_01224
OG0000058	2506669694	PEBOPBNB_03645
OG0000059	2506670794	PEBOPBNB_02186
OG0000059	2506670538	PEBOPBNB_03723
OG0000060	2506670841	PEBOPBNB_02880, PEBOPBNB_02872
OG0000061	2506671572, 2506671173	PEBOPBNB_00475
OG0000062	2506671681	PEBOPBNB_00366
OG0000062	2506671682	PEBOPBNB_00367
OG0000063	2506671998	PEBOPBNB_03057, PEBOPBNB_01169
OG0000064	2506672110	PEBOPBNB_02833
OG0000070	2506669473	PEBOPBNB_02109, PEBOPBNB_01187
OG0000071	2506669715	PEBOPBNB_02956, PEBOPBNB_02290
OG0000072	2506669890, 2506670264, 2506671772, 2506672649, 2506672139, 2506672140	PEBOPBNB_00066
OG0000073	2506670424	PEBOPBNB_01533
OG0000074	2506670535	PEBOPBNB_01891, PEBOPBNB_01631, PEBOPBNB_02506
OG0000075	2506671037	PEBOPBNB_01109, PEBOPBNB_02313
OG0000076	2506671192	PEBOPBNB_02531, PEBOPBNB_02989
OG0000077	2506671333	PEBOPBNB_03333, PEBOPBNB_00134
OG0000078	2506672555	PEBOPBNB_00001
OG0000083	2506669363	PEBOPBNB_00834, PEBOPBNB_02471
OG0000084	2506669453	PEBOPBNB_02676, PEBOPBNB_02566, PEBOPBNB_01715
OG0000085	2506670680, 2506669844, 2506672009, 2506670512	PEBOPBNB_02887, PEBOPBNB_01768
