Orthogroup	2506520024	644736333
OG0000000	2506672246	MCBBHCNB_04024
OG0000000	2506671670, 2506671409	MCBBHCNB_03514
OG0000000	2506669499	MCBBHCNB_02488
OG0000000	2506670695, 2506671840, 2506669459	MCBBHCNB_01367
OG0000000	2506669364, 2506672081, 2506671112, 2506670856	MCBBHCNB_03051
OG0000001	2506670855	MCBBHCNB_03050
OG0000001	2506669501	MCBBHCNB_00167, MCBBHCNB_00185, MCBBHCNB_02886
OG0000003	2506670353, 2506670217, 2506672109, 2506671829, 2506671216, 2506669899, 2506670308, 2506669575, 2506671675, 2506670873, 2506671766, 2506671448, 2506671347, 2506669958, 2506672168, 2506670198, 2506671975, 2506672032, 2506670204, 2506670602, 2506671955, 2506669750, 2506670201, 2506670647, 2506670812, 2506672026, 2506671671, 2506669411	MCBBHCNB_02579
OG0000007	2506671603	MCBBHCNB_01993
OG0000007	2506670296, 2506670300	MCBBHCNB_02703
OG0000007	2506672436	MCBBHCNB_04138
OG0000008	2506670553	MCBBHCNB_01351, MCBBHCNB_02100
OG0000009	2506671496	MCBBHCNB_03579
OG0000009	2506669865	MCBBHCNB_00321, MCBBHCNB_01611, MCBBHCNB_01107
OG0000010	2506669966, 2506670233, 2506672138	MCBBHCNB_03999
OG0000010	2506671410, 2506672508, 2506670257, 2506669954, 2506670117, 2506672127	MCBBHCNB_00970
OG0000011	2506672719, 2506670347, 2506670350	MCBBHCNB_00613
OG0000012	2506670781	MCBBHCNB_01972
OG0000012	2506672465	MCBBHCNB_02021
OG0000013	2506670749, 2506669724, 2506670582, 2506672027, 2506670785, 2506670326, 2506670367, 2506670677, 2506670899, 2506669832, 2506669843, 2506670287, 2506671018, 2506670416, 2506671161, 2506671502, 2506670817, 2506672447, 2506671665	MCBBHCNB_00389
OG0000014	2506670652, 2506670651	MCBBHCNB_00511, MCBBHCNB_03385
OG0000018	2506670550	MCBBHCNB_01355
OG0000020	2506670480	MCBBHCNB_00893
OG0000021	2506670782	MCBBHCNB_01971
OG0000022	2506670783	MCBBHCNB_01970, MCBBHCNB_00424
OG0000024	2506671701	MCBBHCNB_00198
OG0000024	2506669883	MCBBHCNB_00023
OG0000024	2506671595	MCBBHCNB_00013
OG0000025	2506670072	MCBBHCNB_01680
OG0000025	2506670070	MCBBHCNB_01682
