Orthogroup	2506520024	2767802316
OG0000000	2506672246	GNJGOIBN_03738
OG0000000	2506671670, 2506671409	GNJGOIBN_03238
OG0000000	2506669499	GNJGOIBN_02184, GNJGOIBN_02038
OG0000000	2506670695, 2506671840, 2506669459	GNJGOIBN_01089
OG0000000	2506669364, 2506672081, 2506671112, 2506670856	GNJGOIBN_02784
OG0000000	2506671369	GNJGOIBN_02552
OG0000001	2506670855	GNJGOIBN_02783
OG0000001	2506669501	GNJGOIBN_02617, GNJGOIBN_02623
OG0000003	2506670353, 2506670217, 2506672109, 2506671829, 2506671216, 2506669899, 2506670308, 2506669575, 2506671675, 2506670873, 2506671766, 2506671448, 2506671347, 2506669958, 2506672168, 2506670198, 2506671975, 2506672032, 2506670204, 2506670602, 2506671955, 2506669750, 2506670201, 2506670647, 2506670812, 2506672026, 2506671671, 2506669411	GNJGOIBN_02279
OG0000007	2506671603	GNJGOIBN_01682
OG0000007	2506670296, 2506670300	GNJGOIBN_02413
OG0000007	2506672436	GNJGOIBN_03861
OG0000008	2506670553	GNJGOIBN_01073, GNJGOIBN_01777
OG0000009	2506671496	GNJGOIBN_03297
OG0000009	2506669865	GNJGOIBN_00092, GNJGOIBN_01325, GNJGOIBN_00841
OG0000010	2506669966, 2506670233, 2506672138	GNJGOIBN_03713
OG0000012	2506670781	GNJGOIBN_01654
OG0000012	2506672465	GNJGOIBN_01708
OG0000013	2506670749, 2506669724, 2506670582, 2506672027, 2506670785, 2506670326, 2506670367, 2506670677, 2506670899, 2506669832, 2506669843, 2506670287, 2506671018, 2506670416, 2506671161, 2506671502, 2506670817, 2506672447, 2506671665	GNJGOIBN_00130
OG0000014	2506670652, 2506670651	GNJGOIBN_00241, GNJGOIBN_03111
OG0000018	2506670550	GNJGOIBN_01077
OG0000020	2506670480	GNJGOIBN_00622
OG0000021	2506670782	GNJGOIBN_01653
OG0000022	2506670783	GNJGOIBN_01652, GNJGOIBN_00165
OG0000025	2506670072	GNJGOIBN_01396
OG0000025	2506670070	GNJGOIBN_01398
OG0000026	2506670294	GNJGOIBN_02406
OG0000027	2506670423	GNJGOIBN_01057, GNJGOIBN_02053, GNJGOIBN_02031, GNJGOIBN_03430
OG0000028	2506670682	GNJGOIBN_00199, GNJGOIBN_00756
OG0000031	2506669389, 2506670285	GNJGOIBN_00504
OG0000032	2506672150, 2506672744, 2506670402, 2506669555, 2506671836, 2506671128, 2506670545, 2506670679, 2506671977	GNJGOIBN_02442
OG0000033	2506671563	GNJGOIBN_00959, GNJGOIBN_01176
OG0000036	2506669688	GNJGOIBN_00722
OG0000036	2506669884	GNJGOIBN_02274
OG0000037	2506670173	GNJGOIBN_01444, GNJGOIBN_01503
OG0000037	2506670324	GNJGOIBN_01174
OG0000038	2506670542, 2506670531, 2506672294	GNJGOIBN_01149, GNJGOIBN_01150
OG0000039	2506672341	GNJGOIBN_04335
OG0000039	2506671918	GNJGOIBN_03498, GNJGOIBN_03448
OG0000040	2506672235	GNJGOIBN_02019
OG0000042	2506671802	GNJGOIBN_00750
OG0000042	2506669625	GNJGOIBN_00041
OG0000043	2506671737	GNJGOIBN_01992
OG0000043	2506669837, 2506672203	GNJGOIBN_00999
OG0000044	2506669879	GNJGOIBN_02838
OG0000045	2506672552	GNJGOIBN_02914
OG0000045	2506671072	GNJGOIBN_03131
OG0000049	2506669657	GNJGOIBN_03138, GNJGOIBN_00875
OG0000050	2506671573	GNJGOIBN_00149
OG0000051	2506672175	GNJGOIBN_01570
OG0000051	2506670710	GNJGOIBN_01207
OG0000052	2506672590	GNJGOIBN_00946
OG0000052	2506671827	GNJGOIBN_00801
OG0000057	2506669527	GNJGOIBN_00078, GNJGOIBN_00077
OG0000058	2506672230	GNJGOIBN_00484
OG0000058	2506669694	GNJGOIBN_03320
OG0000059	2506670794	GNJGOIBN_02745
OG0000059	2506670538	GNJGOIBN_03026
OG0000060	2506670841	GNJGOIBN_02067
OG0000061	2506671572	GNJGOIBN_00150, GNJGOIBN_00160
OG0000062	2506671681	GNJGOIBN_03896
OG0000062	2506671682	GNJGOIBN_03895
OG0000063	2506671998	GNJGOIBN_02364, GNJGOIBN_03119
OG0000064	2506672110	GNJGOIBN_02092, GNJGOIBN_02093
OG0000070	2506669473	GNJGOIBN_00388
OG0000071	2506669715	GNJGOIBN_01476, GNJGOIBN_02925
OG0000072	2506669890, 2506670264, 2506671772, 2506672649, 2506672139, 2506672140	GNJGOIBN_03611
OG0000073	2506670424	GNJGOIBN_01305, GNJGOIBN_01306
OG0000074	2506670535	GNJGOIBN_01378, GNJGOIBN_03296
OG0000075	2506671037	GNJGOIBN_03888, GNJGOIBN_02893
OG0000076	2506671192	GNJGOIBN_03125, GNJGOIBN_03421
OG0000077	2506671333	GNJGOIBN_02859
OG0000078	2506672555	GNJGOIBN_03292
OG0000083	2506669363	GNJGOIBN_04343, GNJGOIBN_02839
OG0000084	2506669453	GNJGOIBN_01333
OG0000085	2506670680, 2506669844, 2506672009, 2506670512	GNJGOIBN_00757
OG0000087	2506670733	GNJGOIBN_03188, GNJGOIBN_02084
OG0000088	2506670846	GNJGOIBN_02063
OG0000089	2506671139, 2506672340	GNJGOIBN_01812, GNJGOIBN_02061, GNJGOIBN_01633
OG0000090	2506671405	GNJGOIBN_01846
OG0000091	2506671584	GNJGOIBN_00147
OG0000092	2506671585	GNJGOIBN_00146
OG0000093	2506671694	GNJGOIBN_02480
OG0000094	2506671704	GNJGOIBN_00157
OG0000095	2506672094	GNJGOIBN_00991, GNJGOIBN_02947, GNJGOIBN_02549
OG0000105	2506672083	GNJGOIBN_01759
OG0000105	2506669406	GNJGOIBN_00579
OG0000107	2506672742, 2506669667	GNJGOIBN_03517
OG0000108	2506670409, 2506671789	GNJGOIBN_02522
OG0000109	2506672055	GNJGOIBN_03942
OG0000109	2506671194, 2506670260	GNJGOIBN_03419
OG0000110	2506672177, 2506670273	GNJGOIBN_03170
OG0000111	2506670335	GNJGOIBN_01776, GNJGOIBN_01775
OG0000112	2506670708, 2506672292, 2506671182, 2506671177	GNJGOIBN_00385
OG0000113	2506672276, 2506671581, 2506670726	GNJGOIBN_01050
OG0000114	2506670903, 2506671111	GNJGOIBN_02572, GNJGOIBN_02573
OG0000115	2506671458	GNJGOIBN_01842, GNJGOIBN_03330
OG0000116	2506671703	GNJGOIBN_00158
OG0000117	2506671847	GNJGOIBN_01700, GNJGOIBN_01959
OG0000118	2506671848	GNJGOIBN_01701, GNJGOIBN_01958
OG0000119	2506671849	GNJGOIBN_01957
OG0000120	2506671964	GNJGOIBN_01039, GNJGOIBN_01547
OG0000121	2506672056	GNJGOIBN_01929
OG0000122	2506672236	GNJGOIBN_01329, GNJGOIBN_01872
OG0000123	2506672510	GNJGOIBN_01345
OG0000124	2506672511	GNJGOIBN_01346
OG0000125	2506672745	GNJGOIBN_01065, GNJGOIBN_01064
OG0000136	2506669437	GNJGOIBN_00196
OG0000136	2506670685	GNJGOIBN_00753
OG0000139	2506672151, 2506669722, 2506671150	GNJGOIBN_04332
OG0000140	2506672452	GNJGOIBN_02971
OG0000141	2506672668, 2506670862, 2506670863, 2506670299	GNJGOIBN_03429
OG0000142	2506670485, 2506671500, 2506670869, 2506670370	GNJGOIBN_00628
OG0000143	2506670551	GNJGOIBN_01076
OG0000144	2506672593, 2506670557, 2506672753, 2506670556, 2506672755, 2506672761	GNJGOIBN_01166
OG0000146	2506670709, 2506672293, 2506671176, 2506671181	GNJGOIBN_00384
OG0000147	2506670982	GNJGOIBN_02824
OG0000149	2506671610	GNJGOIBN_00007, GNJGOIBN_04209
OG0000150	2506671702	GNJGOIBN_00159
OG0000152	2506672588	GNJGOIBN_00944
OG0000153	2506672053	GNJGOIBN_01283, GNJGOIBN_03306
OG0000154	2506672072	GNJGOIBN_03798, GNJGOIBN_03796
OG0000155	2506672686, 2506672179, 2506672760, 2506672759	GNJGOIBN_02314
OG0000156	2506672408	GNJGOIBN_01353
OG0000158	2506672604	GNJGOIBN_03669
OG0000159	2506672667	GNJGOIBN_00805
OG0000160	2506672748, 2506672750, 2506672749, 2506672756	GNJGOIBN_02313
OG0000168	2506672560, 2506669361	GNJGOIBN_02275
OG0000169	2506669414	GNJGOIBN_04355
OG0000170	2506669436	GNJGOIBN_04387, GNJGOIBN_03006
OG0000173	2506669926, 2506670278	GNJGOIBN_03356
OG0000174	2506670943, 2506669933, 2506670455	GNJGOIBN_04080
OG0000175	2506669948	GNJGOIBN_02126, GNJGOIBN_03449
OG0000176	2506669972	GNJGOIBN_03273
OG0000177	2506670134	GNJGOIBN_04156
OG0000178	2506670311	GNJGOIBN_03164, GNJGOIBN_02456
OG0000179	2506670467	GNJGOIBN_00608
OG0000179	2506672219	GNJGOIBN_00607
OG0000180	2506670518	GNJGOIBN_04281
OG0000181	2506671062, 2506670586	GNJGOIBN_00126
OG0000182	2506671569, 2506670607, 2506672615	GNJGOIBN_01677
OG0000183	2506670618	GNJGOIBN_03617
OG0000184	2506671136, 2506671853, 2506670786	GNJGOIBN_03693
OG0000185	2506670845	GNJGOIBN_02064
OG0000186	2506670882	GNJGOIBN_03095
OG0000187	2506670965	GNJGOIBN_02498, GNJGOIBN_02497
OG0000188	2506670989	GNJGOIBN_01967, GNJGOIBN_03502
OG0000189	2506672433, 2506672434, 2506671101	GNJGOIBN_03756, GNJGOIBN_03762
OG0000190	2506671220	GNJGOIBN_02414
OG0000191	2506671461	GNJGOIBN_00633, GNJGOIBN_01763
OG0000192	2506671601	GNJGOIBN_01680
OG0000194	2506671744	GNJGOIBN_00646
OG0000195	2506671781	GNJGOIBN_02690
OG0000196	2506671900	GNJGOIBN_01439, GNJGOIBN_01456
OG0000197	2506672074	GNJGOIBN_00891
OG0000199	2506672160	GNJGOIBN_01474, GNJGOIBN_00144
OG0000200	2506672163	GNJGOIBN_00988, GNJGOIBN_00543
OG0000201	2506672342	GNJGOIBN_00123
OG0000202	2506672346	GNJGOIBN_00125
OG0000203	2506672356	GNJGOIBN_03447, GNJGOIBN_03496, GNJGOIBN_01384
OG0000204	2506672358	GNJGOIBN_03497
OG0000205	2506672462	GNJGOIBN_01161
OG0000206	2506672533	GNJGOIBN_01625, GNJGOIBN_00304
OG0000207	2506672657	GNJGOIBN_01903
OG0000215	2506669351, 2506669556	GNJGOIBN_01138
OG0000216	2506669552, 2506669352	GNJGOIBN_01140
OG0000217	2506669357	GNJGOIBN_03910
OG0000218	2506669372, 2506670686, 2506670671	GNJGOIBN_04226
OG0000219	2506669394, 2506670714, 2506672739, 2506670398, 2506669554	GNJGOIBN_00951
OG0000220	2506669409	GNJGOIBN_00013
OG0000221	2506669415	GNJGOIBN_04354
OG0000222	2506669480, 2506671335, 2506670389, 2506671739	GNJGOIBN_01018
OG0000223	2506669594, 2506669662	GNJGOIBN_02264
OG0000224	2506671061	GNJGOIBN_02241
OG0000225	2506669653	GNJGOIBN_01645
OG0000226	2506669655	GNJGOIBN_00874
OG0000228	2506669795, 2506669698, 2506669696	GNJGOIBN_04199
OG0000229	2506669711	GNJGOIBN_00383
OG0000230	2506669736	GNJGOIBN_00671
OG0000231	2506669816, 2506670344	GNJGOIBN_04191
OG0000232	2506669949	GNJGOIBN_03276
OG0000233	2506670121	GNJGOIBN_01891, GNJGOIBN_01866
OG0000234	2506670175	GNJGOIBN_01501, GNJGOIBN_01442
OG0000235	2506670180	GNJGOIBN_01496
OG0000236	2506670255	GNJGOIBN_01972
OG0000237	2506670276	GNJGOIBN_01660
OG0000238	2506671908, 2506670282	GNJGOIBN_01464
OG0000239	2506670292, 2506670333	GNJGOIBN_03717
