target_id	length	eff_length	est_counts	tpm
2767802316_GNJGOIBN_00001	1455	1299.26	34	0.492749
2767802316_GNJGOIBN_00002	225	81.4199	1	0.231266
2767802316_GNJGOIBN_00003	198	60.3103	1	0.312213
2767802316_GNJGOIBN_00004	726	570.258	0	0
2767802316_GNJGOIBN_00005	987	831.258	2	0.045304
2767802316_GNJGOIBN_00006	837	681.258	0	0
2767802316_GNJGOIBN_00007	669	513.258	0	0
2767802316_GNJGOIBN_00008	1071	915.258	0	0
2767802316_GNJGOIBN_00009	564	408.258	607.096	28.0005
2767802316_GNJGOIBN_00010	1560	1404.26	66	0.884992
2767802316_GNJGOIBN_00011	1755	1599.26	25	0.29435
2767802316_GNJGOIBN_00012	333	179.372	1	0.104975
2767802316_GNJGOIBN_00013	1722	1566.26	121	1.45467
2767802316_GNJGOIBN_00014	930	774.258	12	0.291835
2767802316_GNJGOIBN_00015	561	405.258	585	27.1811
2767802316_GNJGOIBN_00016	759	603.258	325	10.1443
2767802316_GNJGOIBN_00017	1773	1617.26	54	0.628719
2767802316_GNJGOIBN_00018	1035	879.258	9	0.192739
2767802316_GNJGOIBN_00019	1374	1218.26	84	1.29832
2767802316_GNJGOIBN_00020	780	624.258	8	0.241306
2767802316_GNJGOIBN_00021	762	606.258	24	0.745412
2767802316_GNJGOIBN_00022	1377	1221.26	31	0.477966
2767802316_GNJGOIBN_00023	1683	1527.26	178	2.19457
2767802316_GNJGOIBN_00024	210	69.3692	29	7.87179
2767802316_GNJGOIBN_00025	1422	1266.26	109	1.62086
2767802316_GNJGOIBN_00026	1131	975.258	131	2.52926
2767802316_GNJGOIBN_00027	2469	2313.26	162	1.31866
2767802316_GNJGOIBN_00028	822	666.258	60	1.69571
2767802316_GNJGOIBN_00029	636	480.258	14	0.548904
2767802316_GNJGOIBN_00030	702	546.258	11	0.379173
2767802316_GNJGOIBN_00031	1446	1290.26	7	0.102156
2767802316_GNJGOIBN_00032	567	411.258	2	0.0915711
2767802316_GNJGOIBN_00033	405	249.791	1	0.0753816
2767802316_GNJGOIBN_00034	357	202.702	6	0.55736
2767802316_GNJGOIBN_00035	1329	1173.26	11	0.176539
2767802316_GNJGOIBN_00036	792	636.258	5	0.147972
2767802316_GNJGOIBN_00037	762	606.258	10	0.310588
2767802316_GNJGOIBN_00038	684	528.258	84	2.99417
2767802316_GNJGOIBN_00039	2472	2316.26	62	0.504019
2767802316_GNJGOIBN_00040	2049	1893.26	400	3.97826
2767802316_GNJGOIBN_00041	2298	2142.26	185	1.62608
2767802316_GNJGOIBN_00042	76	8.45614	468.044	1042.21
2767802316_GNJGOIBN_00043	76	8.45614	111.724	248.781
2767802316_GNJGOIBN_00044	1560	1404.26	770	10.3249
2767802316_GNJGOIBN_00045	276	125.536	58	8.69963
2767802316_GNJGOIBN_00046	327	173.603	110	11.9311
2767802316_GNJGOIBN_00047	906	750.258	280	7.02732
2767802316_GNJGOIBN_00048	312	159.182	336	39.7455
2767802316_GNJGOIBN_00049	306	153.515	172	21.0969
2767802316_GNJGOIBN_00050	609	453.258	328	13.6261
2767802316_GNJGOIBN_00051	291	139.404	3834	517.868
2767802316_GNJGOIBN_00052	495	339.292	223	12.3758
2767802316_GNJGOIBN_00053	597	441.258	120	5.12072
2767802316_GNJGOIBN_00054	2994	2838.26	397	2.63379
2767802316_GNJGOIBN_00055	684	528.258	156	5.56059
2767802316_GNJGOIBN_00056	1917	1761.26	153.086	1.63664
2767802316_GNJGOIBN_00057	2862	2706.26	59	0.410511
2767802316_GNJGOIBN_00058	1152	996.258	23	0.434709
2767802316_GNJGOIBN_00059	705	549.258	10	0.34282
2767802316_GNJGOIBN_00060	333	179.372	15	1.57463
2767802316_GNJGOIBN_00061	768	612.258	16	0.492071
2767802316_GNJGOIBN_00062	912	756.258	12	0.298782
2767802316_GNJGOIBN_00063	2598	2442.26	293.338	2.26162
2767802316_GNJGOIBN_00064	450	294.414	21	1.34309
2767802316_GNJGOIBN_00065	1152	996.258	29	0.548111
2767802316_GNJGOIBN_00066	1020	864.258	102	2.22228
2767802316_GNJGOIBN_00067	504	348.258	87	4.70393
2767802316_GNJGOIBN_00068	927	771.258	34	0.830083
2767802316_GNJGOIBN_00069	849	693.258	34	0.923478
2767802316_GNJGOIBN_00070	849	693.258	6	0.162967
2767802316_GNJGOIBN_00071	909	753.258	4	0.0999905
2767802316_GNJGOIBN_00072	1329	1173.26	85	1.36417
2767802316_GNJGOIBN_00073	636	480.258	10	0.392074
2767802316_GNJGOIBN_00074	2154	1998.26	29	0.273268
2767802316_GNJGOIBN_00075	1257	1101.26	33	0.564245
2767802316_GNJGOIBN_00076	1431	1275.26	51	0.753034
2767802316_GNJGOIBN_00077	1455	1299.26	38	0.55072
2767802316_GNJGOIBN_00078	1461	1305.26	23	0.331798
2767802316_GNJGOIBN_00079	1500	1344.26	56	0.784419
2767802316_GNJGOIBN_00080	348	193.96	27	2.62116
2767802316_GNJGOIBN_00081	396	240.913	44	3.43902
2767802316_GNJGOIBN_00082	438	282.471	58	3.86631
2767802316_GNJGOIBN_00083	1080	924.258	37	0.753791
2767802316_GNJGOIBN_00084	2025	1869.26	8	0.0805867
2767802316_GNJGOIBN_00085	1539	1383.26	16	0.217801
2767802316_GNJGOIBN_00086	1239	1083.26	4	0.0695297
2767802316_GNJGOIBN_00087	1200	1044.26	7	0.126221
2767802316_GNJGOIBN_00088	966	810.258	31	0.720412
2767802316_GNJGOIBN_00089	1059	903.258	116	2.41818
2767802316_GNJGOIBN_00090	576	420.258	25	1.12013
2767802316_GNJGOIBN_00091	1071	915.258	36	0.74063
2767802316_GNJGOIBN_00092	1632	1476.26	271	3.4566
2767802316_GNJGOIBN_00093	177	45.8382	29	11.9128
2767802316_GNJGOIBN_00094	816	660.258	58	1.65408
2767802316_GNJGOIBN_00095	1326	1170.26	17	0.273533
2767802316_GNJGOIBN_00096	1395	1239.26	19	0.288692
2767802316_GNJGOIBN_00097	852	696.258	23	0.622014
2767802316_GNJGOIBN_00098	2055	1899.26	87	0.862537
2767802316_GNJGOIBN_00099	1182	1026.26	27	0.495393
2767802316_GNJGOIBN_00100	3171	3015.26	64	0.399667
2767802316_GNJGOIBN_00101	675	519.258	26	0.942829
2767802316_GNJGOIBN_00102	2565	2409.26	57	0.445486
2767802316_GNJGOIBN_00103	651	495.258	212.519	8.07996
2767802316_GNJGOIBN_00104	1248	1092.26	91.5187	1.57771
2767802316_GNJGOIBN_00105	225	81.4199	19.4813	4.50536
2767802316_GNJGOIBN_00106	1104	948.258	63	1.251
2767802316_GNJGOIBN_00107	615	459.258	15	0.615003
2767802316_GNJGOIBN_00108	798	642.258	22	0.644994
2767802316_GNJGOIBN_00109	1029	873.258	53	1.14281
2767802316_GNJGOIBN_00110	201	62.449	9	2.71369
2767802316_GNJGOIBN_00111	1113	957.258	55	1.08187
2767802316_GNJGOIBN_00112	1134	978.258	48	0.923911
2767802316_GNJGOIBN_00113	1248	1092.26	28	0.482698
2767802316_GNJGOIBN_00114	966	810.258	11	0.25563
2767802316_GNJGOIBN_00115	561	405.258	5	0.232317
2767802316_GNJGOIBN_00116	1932	1776.26	50	0.530037
2767802316_GNJGOIBN_00117	426	270.609	12	0.834991
2767802316_GNJGOIBN_00118	387	232.031	6	0.486909
2767802316_GNJGOIBN_00119	1899	1743.26	34	0.367248
2767802316_GNJGOIBN_00120	1410	1254.26	175	2.6272
2767802316_GNJGOIBN_00121	588	432.258	486	21.1707
2767802316_GNJGOIBN_00122	222	78.914	24	5.72664
2767802316_GNJGOIBN_00123	315	161.971	166	19.2981
2767802316_GNJGOIBN_00124	1206	1050.26	24.9591	0.447481
2767802316_GNJGOIBN_00125	2874	2718.26	48	0.332501
2767802316_GNJGOIBN_00126	285	133.794	229	32.2286
2767802316_GNJGOIBN_00127	510	354.258	168	8.92961
2767802316_GNJGOIBN_00128	183	49.6313	75	28.4543
2767802316_GNJGOIBN_00129	76	8.45614	80.1496	178.473
2767802316_GNJGOIBN_00130	1443	1287.26	48	0.702131
2767802316_GNJGOIBN_00131	459	303.355	88	5.46228
2767802316_GNJGOIBN_00132	2928	2772.26	1	0.00679217
2767802316_GNJGOIBN_00133	216	74.0926	2	0.508274
2767802316_GNJGOIBN_00134	336	182.318	1	0.103279
2767802316_GNJGOIBN_00135	447	291.414	0	0
2767802316_GNJGOIBN_00136	1503	1347.26	1	0.0139763
2767802316_GNJGOIBN_00137	1119	963.258	0	0
2767802316_GNJGOIBN_00138	3090	2934.26	3	0.0192515
2767802316_GNJGOIBN_00139	657	501.258	0	0
2767802316_GNJGOIBN_00140	141	24.8954	0	0
2767802316_GNJGOIBN_00141	1461	1305.26	2	0.028852
2767802316_GNJGOIBN_00142	1128	972.258	0	0
2767802316_GNJGOIBN_00143	1917	1761.26	25.1413	0.268786
2767802316_GNJGOIBN_00144	834	678.258	1	0.0277618
2767802316_GNJGOIBN_00145	906	750.258	2	0.0501952
2767802316_GNJGOIBN_00146	1440	1284.26	8	0.117295
2767802316_GNJGOIBN_00147	684	528.258	40	1.42579
2767802316_GNJGOIBN_00148	1350	1194.26	6	0.094601
2767802316_GNJGOIBN_00149	1350	1194.26	6	0.094601
2767802316_GNJGOIBN_00150	3132	2976.26	277.918	1.75828
2767802316_GNJGOIBN_00151	912	756.258	11	0.273883
2767802316_GNJGOIBN_00152	1239	1083.26	8	0.139059
2767802316_GNJGOIBN_00153	618	462.258	22	0.89615
2767802316_GNJGOIBN_00154	3735	3579.26	34	0.178866
2767802316_GNJGOIBN_00155	2913	2757.26	19	0.129753
2767802316_GNJGOIBN_00156	1029	873.258	6	0.129375
2767802316_GNJGOIBN_00157	1227	1071.26	18	0.316389
2767802316_GNJGOIBN_00158	573	417.258	7	0.31589
2767802316_GNJGOIBN_00159	888	732.258	1	0.0257145
2767802316_GNJGOIBN_00160	3183	3027.26	63.8149	0.396931
2767802316_GNJGOIBN_00161	375	220.302	1	0.0854721
2767802316_GNJGOIBN_00162	462	306.355	5	0.307318
2767802316_GNJGOIBN_00163	1455	1299.26	2	0.0289853
2767802316_GNJGOIBN_00164	3171	3015.26	18	0.112406
2767802316_GNJGOIBN_00165	1131	975.258	14	0.270303
2767802316_GNJGOIBN_00166	1011	855.258	3	0.0660491
2767802316_GNJGOIBN_00167	393	237.937	0	0
2767802316_GNJGOIBN_00168	666	510.258	16	0.590436
2767802316_GNJGOIBN_00169	207	67.0898	51.4122	14.4295
2767802316_GNJGOIBN_00170	870	714.258	284	7.48696
2767802316_GNJGOIBN_00171	522	366.258	37	1.9022
2767802316_GNJGOIBN_00172	1455	1299.26	3	0.0434779
2767802316_GNJGOIBN_00173	1452	1296.26	8	0.116209
2767802316_GNJGOIBN_00174	1461	1305.26	27	0.389502
2767802316_GNJGOIBN_00175	765	609.258	21	0.649024
2767802316_GNJGOIBN_00176	711	555.258	23	0.779966
2767802316_GNJGOIBN_00177	1095	939.258	51	1.02242
2767802316_GNJGOIBN_00178	1221	1065.26	27	0.477256
2767802316_GNJGOIBN_00179	1593	1437.26	1	0.0131011
2767802316_GNJGOIBN_00180	2487	2331.26	8	0.0646163
2767802316_GNJGOIBN_00181	456	300.355	1	0.0626914
2767802316_GNJGOIBN_00182	1359	1203.26	0	0
2767802316_GNJGOIBN_00183	294	142.218	0	0
2767802316_GNJGOIBN_00184	468	312.355	0	0
2767802316_GNJGOIBN_00185	630	474.258	0	0
2767802316_GNJGOIBN_00186	1707	1551.26	87.2465	1.05903
2767802316_GNJGOIBN_00187	270	120.27	15	2.34842
2767802316_GNJGOIBN_00188	1596	1440.26	16	0.209181
2767802316_GNJGOIBN_00189	1002	846.258	10	0.222505
2767802316_GNJGOIBN_00190	342	188.095	1	0.100107
2767802316_GNJGOIBN_00191	780	624.258	31	0.935061
2767802316_GNJGOIBN_00192	471	315.324	5	0.298577
2767802316_GNJGOIBN_00193	174	44.0461	122.657	52.4356
2767802316_GNJGOIBN_00194	1455	1299.26	20	0.289853
2767802316_GNJGOIBN_00195	315	161.971	0	0
2767802316_GNJGOIBN_00196	1011	855.258	4	0.0880654
2767802316_GNJGOIBN_00197	837	681.258	3	0.0829186
2767802316_GNJGOIBN_00198	894	738.258	3	0.0765166
2767802316_GNJGOIBN_00199	1068	912.258	4.09091	0.0844393
2767802316_GNJGOIBN_00200	936	780.258	3	0.0723978
2767802316_GNJGOIBN_00201	372	217.368	48	4.15804
2767802316_GNJGOIBN_00202	420	264.689	32	2.27644
2767802316_GNJGOIBN_00203	74	8.15217	38.5788	89.1083
2767802316_GNJGOIBN_00204	1794	1638.26	125	1.43671
2767802316_GNJGOIBN_00205	801	645.258	24	0.700358
2767802316_GNJGOIBN_00206	1110	954.258	41	0.809022
2767802316_GNJGOIBN_00207	345	191.037	46	4.534
2767802316_GNJGOIBN_00208	918	762.258	41	1.0128
2767802316_GNJGOIBN_00209	1041	885.258	19	0.404135
2767802316_GNJGOIBN_00210	3717	3561.26	145.577	0.769718
2767802316_GNJGOIBN_00211	1179	1023.26	16	0.294427
2767802316_GNJGOIBN_00212	603	447.258	6	0.252601
2767802316_GNJGOIBN_00213	1968	1812.26	114.599	1.1907
2767802316_GNJGOIBN_00214	339	185.169	9	0.915199
2767802316_GNJGOIBN_00215	411	255.741	12	0.883535
2767802316_GNJGOIBN_00216	228	83.814	50	11.233
2767802316_GNJGOIBN_00217	3207	3051.26	49	0.302385
2767802316_GNJGOIBN_00218	1023	867.258	5	0.108559
2767802316_GNJGOIBN_00219	1797	1641.26	13	0.149145
2767802316_GNJGOIBN_00220	1011	855.258	14	0.308229
2767802316_GNJGOIBN_00221	76	8.45614	51.25	114.121
2767802316_GNJGOIBN_00222	630	474.258	3	0.11911
2767802316_GNJGOIBN_00223	327	173.603	7	0.759249
2767802316_GNJGOIBN_00224	588	432.258	8	0.348489
2767802316_GNJGOIBN_00225	609	453.258	5	0.207715
2767802316_GNJGOIBN_00226	924	768.258	7	0.171567
2767802316_GNJGOIBN_00227	2238	2082.26	70	0.633003
2767802316_GNJGOIBN_00228	2208	2052.26	34	0.311953
2767802316_GNJGOIBN_00229	147	27.8955	2	1.35001
2767802316_GNJGOIBN_00230	1902	1746.26	47	0.506795
2767802316_GNJGOIBN_00231	1044	888.258	50	1.05992
2767802316_GNJGOIBN_00232	405	249.791	26	1.95992
2767802316_GNJGOIBN_00233	720	564.258	10	0.333707
2767802316_GNJGOIBN_00234	807	651.258	8	0.231302
2767802316_GNJGOIBN_00235	1431	1275.26	38	0.561084
2767802316_GNJGOIBN_00236	1107	951.258	99	1.95965
2767802316_GNJGOIBN_00237	492	336.292	82	4.59134
2767802316_GNJGOIBN_00238	1416	1260.26	889.706	13.2932
2767802316_GNJGOIBN_00239	450	294.414	52	3.32573
2767802316_GNJGOIBN_00240	1098	942.258	180	3.59704
2767802316_GNJGOIBN_00241	939	783.258	40	0.961607
2767802316_GNJGOIBN_00242	870	714.258	11	0.289988
2767802316_GNJGOIBN_00243	1410	1254.26	19	0.285239
2767802316_GNJGOIBN_00244	966	810.258	58	1.34787
2767802316_GNJGOIBN_00245	2454	2298.26	384	3.14612
2767802316_GNJGOIBN_00246	2184	2028.26	203.029	1.88485
2767802316_GNJGOIBN_00247	2016	1860.26	102	1.03245
2767802316_GNJGOIBN_00248	969	813.258	22	0.509374
2767802316_GNJGOIBN_00249	966	810.258	14	0.325347
2767802316_GNJGOIBN_00250	1251	1095.26	5	0.0859599
2767802316_GNJGOIBN_00251	1203	1047.26	4	0.0719199
2767802316_GNJGOIBN_00252	1512	1356.26	29	0.402623
2767802316_GNJGOIBN_00253	633	477.258	11	0.433992
2767802316_GNJGOIBN_00254	1944	1788.26	67	0.705484
2767802316_GNJGOIBN_00255	966	810.258	101	2.34715
2767802316_GNJGOIBN_00256	1248	1092.26	20	0.344784
2767802316_GNJGOIBN_00257	1185	1029.26	28	0.512243
2767802316_GNJGOIBN_00258	849	693.258	61	1.65683
2767802316_GNJGOIBN_00259	738	582.258	43	1.39058
2767802316_GNJGOIBN_00260	885	729.258	57	1.47176
2767802316_GNJGOIBN_00261	891	735.258	24	0.61463
2767802316_GNJGOIBN_00262	636	480.258	16	0.627318
2767802316_GNJGOIBN_00263	990	834.258	216	4.87524
2767802316_GNJGOIBN_00264	888	732.258	20	0.51429
2767802316_GNJGOIBN_00265	309	156.374	29	3.49202
2767802316_GNJGOIBN_00266	1680	1524.26	64	0.790613
2767802316_GNJGOIBN_00267	720	564.258	80	2.66965
2767802316_GNJGOIBN_00268	150	29.6959	0	0
2767802316_GNJGOIBN_00269	504	348.258	231	12.4897
2767802316_GNJGOIBN_00270	879	723.258	86	2.23897
2767802316_GNJGOIBN_00271	825	669.258	20	0.562703
2767802316_GNJGOIBN_00272	573	417.258	8	0.361017
2767802316_GNJGOIBN_00273	1917	1761.26	65	0.694917
2767802316_GNJGOIBN_00274	885	729.258	17	0.438945
2767802316_GNJGOIBN_00275	825	669.258	3	0.0844054
2767802316_GNJGOIBN_00276	696	540.258	10	0.348531
2767802316_GNJGOIBN_00277	510	354.258	27	1.43512
2767802316_GNJGOIBN_00278	1425	1269.26	84.8225	1.25836
2767802316_GNJGOIBN_00279	594	438.258	0	0
2767802316_GNJGOIBN_00280	441	285.443	42	2.77059
2767802316_GNJGOIBN_00281	327	173.603	9	0.976178
2767802316_GNJGOIBN_00282	1590	1434.26	24	0.315084
2767802316_GNJGOIBN_00283	1197	1041.26	36	0.651008
2767802316_GNJGOIBN_00284	825	669.258	162	4.55789
2767802316_GNJGOIBN_00285	1161	1005.26	45	0.842903
2767802316_GNJGOIBN_00286	960	804.258	8	0.1873
2767802316_GNJGOIBN_00287	888	732.258	104	2.67431
2767802316_GNJGOIBN_00288	567	411.258	29	1.32778
2767802316_GNJGOIBN_00289	3984	3828.26	120	0.590232
2767802316_GNJGOIBN_00290	1095	939.258	22	0.441042
2767802316_GNJGOIBN_00291	1017	861.258	32	0.699615
2767802316_GNJGOIBN_00292	705	549.258	45	1.54269
2767802316_GNJGOIBN_00293	636	480.258	219	8.58642
2767802316_GNJGOIBN_00294	432	276.527	187	12.7335
2767802316_GNJGOIBN_00295	639	483.258	49	1.90924
2767802316_GNJGOIBN_00296	474	318.292	76	4.49604
2767802316_GNJGOIBN_00297	2043	1887.26	144	1.43673
2767802316_GNJGOIBN_00298	1212	1056.26	35	0.623937
2767802316_GNJGOIBN_00299	255	106.812	3	0.528866
2767802316_GNJGOIBN_00300	264	114.771	3	0.49219
2767802316_GNJGOIBN_00301	1662	1506.26	59	0.737556
2767802316_GNJGOIBN_00302	324	170.655	29	3.1998
2767802316_GNJGOIBN_00303	603	447.258	72	3.03122
2767802316_GNJGOIBN_00304	597	441.258	134.918	5.75731
2767802316_GNJGOIBN_00305	1320	1164.26	1344	21.7366
2767802316_GNJGOIBN_00306	711	555.258	84	2.84857
2767802316_GNJGOIBN_00307	597	441.258	200	8.53454
2767802316_GNJGOIBN_00308	417	261.715	21	1.51089
2767802316_GNJGOIBN_00309	558	402.258	2	0.0936198
2767802316_GNJGOIBN_00310	702	546.258	11	0.379173
2767802316_GNJGOIBN_00311	288	136.573	1	0.137872
2767802316_GNJGOIBN_00312	249	101.711	3	0.555389
2767802316_GNJGOIBN_00313	3876	3720.26	194	0.981909
2767802316_GNJGOIBN_00314	786	630.258	7	0.209133
2767802316_GNJGOIBN_00315	1875	1719.26	20	0.219044
2767802316_GNJGOIBN_00316	645	489.258	6	0.230917
2767802316_GNJGOIBN_00317	738	582.258	14	0.452747
2767802316_GNJGOIBN_00318	2259	2103.26	53	0.474489
2767802316_GNJGOIBN_00319	663	507.258	16	0.593928
2767802316_GNJGOIBN_00320	1611	1455.26	26	0.336415
2767802316_GNJGOIBN_00321	624	468.258	44	1.76934
2767802316_GNJGOIBN_00322	960	804.258	8	0.1873
2767802316_GNJGOIBN_00323	702	546.258	1	0.0344703
2767802316_GNJGOIBN_00324	243	96.5415	5	0.97521
2767802316_GNJGOIBN_00325	849	693.258	1	0.0271611
2767802316_GNJGOIBN_00326	1410	1254.26	198	2.97249
2767802316_GNJGOIBN_00327	144	26.3865	0	0
2767802316_GNJGOIBN_00328	4164	4008.26	21	0.098652
2767802316_GNJGOIBN_00329	285	133.794	46	6.47387
2767802316_GNJGOIBN_00330	300	147.821	22	2.80239
2767802316_GNJGOIBN_00331	1644	1488.26	1554	19.6614
2767802316_GNJGOIBN_00332	1338	1182.26	162	2.58015
2767802316_GNJGOIBN_00333	1029	873.258	19	0.409688
2767802316_GNJGOIBN_00334	849	693.258	14	0.380256
2767802316_GNJGOIBN_00335	804	648.258	42	1.21996
2767802316_GNJGOIBN_00336	759	603.258	108	3.37103
2767802316_GNJGOIBN_00337	1200	1044.26	163.933	2.95597
2767802316_GNJGOIBN_00338	2064	1908.26	715	7.05523
2767802316_GNJGOIBN_00339	1650	1494.26	376.176	4.74033
2767802316_GNJGOIBN_00340	273	122.856	55	8.42966
2767802316_GNJGOIBN_00341	114	13.8507	3	4.07843
2767802316_GNJGOIBN_00342	1254	1098.26	379	6.49796
2767802316_GNJGOIBN_00343	576	420.258	140	6.2727
2767802316_GNJGOIBN_00344	186	51.6762	64	23.3202
2767802316_GNJGOIBN_00345	1035	879.258	201.09	4.30643
2767802316_GNJGOIBN_00346	2031	1875.26	999	10.0311
2767802316_GNJGOIBN_00347	285	133.794	8	1.12589
2767802316_GNJGOIBN_00348	2535	2379.26	103	0.815151
